Name,Sector,Province,Amount
Chance Home: Springs,Charities,Gauteng,750000
Child & Family Society of Greater Boksburg,Charities,Gauteng,65423
Child & Family Welfare Society of the Greater Boksburg,Charities,Gauteng,450000
Childlink Alberton,Charities,Gauteng,310131
Children on the Move: Pretoria,Charities,Gauteng,210000
Christelike Maatskaplike Raad: Germiston & Edenvale,Charities,Gauteng,158000
Christian Social Council North,Charities,Gauteng,231600
Christian Social Council North: Pretoria,Charities,Gauteng,105000
Christian Social Council of Wonderboom: Pretoria,Charities,Gauteng,163000
Christian Social Council: Daspoort,Charities,Gauteng,36200
Christian Social Council: Greater Alberton,Charities,Gauteng,230000
Christian Social Council: Moot,Charities,Gauteng,52400
Christian Social Council: Pretoria,Charities,Gauteng,130960
Christian Social Council: Pretoria North,Charities,Gauteng,65000
Christian Social Council: Pretoria North,Charities,Gauteng,41400
Christian Social Council: Pretoria North,Charities,Gauteng,283992
Christian Social Council: Pretoria West,Charities,Gauteng,120000
Christian Social Council: Soshanguve,Charities,Gauteng,270000
Christian Social Services Council: Boksburg,Charities,Gauteng,118105
Christian Social Services: Kempton Park,Charities,Gauteng,110000
Christian Social Services: Nigel,Charities,Gauteng,70000
Christian Social Services: Springs,Charities,Gauteng,202224
Cluny Farm Centre: Bryanston,Charities,Gauteng,925330
CMR Johannesburg,Charities,Gauteng,460200
CMR Valhalla Pretoria,Charities,Gauteng,200000
Connie Mulder Centre: Randfontein,Charities,Gauteng,1000000
Cresset House: Halfway House,Charities,Gauteng,1458200
Deansgate: Johannesburg,Charities,Gauteng,500000
Deutches Altersheim: Pretoria,Charities,Gauteng,177137
Die Witwatersrand Tuiste,Charities,Gauteng,1500000
Disabled People of Kwa-Thema,Charities,Gauteng,100000
Dystonia Association: South Africa,Charities,Gauteng,179420
East Rand Protective Workshop: Kempton Park,Charities,Gauteng,260000
ECD Projects Association,Charities,Gauteng,350000
Edutak PreSchool Training & Development: Pretoria,Charities,Gauteng,499409
Eersterust Care & Training Centre,Charities,Gauteng,96585
Ekklesiapark Tuiste: Randburg,Charities,Gauteng,195912
Eldorado Park Women's Forum,Charities,Gauteng,500000
Emily Hobhouse: Pretoria,Charities,Gauteng,350000
Empilisweni Day Care: Meadowlands,Charities,Gauteng,40839
Employment Solutions: Pretoria,Charities,Gauteng,380000
Epilepsy South Africa: Gauteng: Springs,Charities,Gauteng,335786
Epworth Village: Germiston,Charities,Gauteng,728258
Fadimeheng Mental Care Centre: Chiawelo,Charities,Gauteng,463800
St Francis Care Centre: Boksburg,Charities,Gauteng,700000
St Giles Association: Johannesburg,Charities,Gauteng,428000
St Johns Ambulance Foundation Johannesburg,Charities,Gauteng,2511600
St Joseph's Home for Children: Johannesburg,Charities,Gauteng,355625
St Nicolas Children's Home,Charities,Gauteng,1000000
Stigting vir Bejaardes Huis Hoeveld,Charities,Gauteng,200000
Sunshine Centre: Johannesburg,Charities,Gauteng,858246
Tembisa Child & Family Welfare Organisation,Charities,Gauteng,799215
Thabong Crèche,Charities,Gauteng,73495
Thabong Educare Resource Centre: Daveyton,Charities,Gauteng,210000
Thandanani Centre Brothers of Charity Services: Florida,Charities,Gauteng,500000
Thembisa Self Help,Charities,Gauteng,701170
Thold Ulwazi Home Based Care & Training: Soshanguve,Charities,Gauteng,100000
Thulani Day Care Centre,Charities,Gauteng,24850
Thusanang Child & Family Welfare: Sebokeng,Charities,Gauteng,1375000
Tiqwa School Pretoria,Charities,Gauteng,157240
Tirisano Networks,Charities,Gauteng,503500
Township Aids Project (TAP),Charities,Gauteng,100000
Tsakane Society for the Care of the Aged,Charities,Gauteng,556523
Tshwane Deaf Association: Pretoria,Charities,Gauteng,500000
Tuiste vir Bejaardes: Nigel,Charities,Gauteng,74000
Tumelong Mission,Charities,Gauteng,4401367
Ulandi Kindergarden: Soweto,Charities,Gauteng,25000
Usizo Uluntwini: Newclare,Charities,Gauteng,327465
Van Rensburg Multi-Purpose Frail Centre: Pretoria,Charities,Gauteng,437435
Vanderbijlpark Child & Family Welfare Society,Charities,Gauteng,346033
Vanderbijlpark SPCA,Charities,Gauteng,150000
Vereeniging Child & Family Welfare Society,Charities,Gauteng,250000
Vereeniging Old Age Housing Utility Company,Charities,Gauteng,70681
Vergenoeg vir Seniors: Pretoria,Charities,Gauteng,80000
Vita Nova: Springs,Charities,Gauteng,780000
Vosloorus Society for the Aged,Charities,Gauteng,750000
West Rand Association for Physically Disabled,Charities,Gauteng,600000
Witwatersrand Mental Health Society: Johannesburg,Charities,Gauteng,671530
Wolmer Community Project (Amadea Safe): Winterveldt,Charities,Gauteng,170000
Wolmer Community Project (Winterveldt Community),Charities,Gauteng,161000
Women & Men Against Child Abuse: Randburg,Charities,Gauteng,300000
Women's Civic Benevolent Soc Inc Gerald Fitzpatrick House,Charities,Gauteng,1118056
Woodside Sanctuary: Johannesburg,Charities,Gauteng,231534
Wozobona Early Childhood,Charities,Gauteng,1032053
Zakheni Early Learning Centre: Meadowlands,Charities,Gauteng,177500
Advice Desk for the Abused,Charities,KwaZulu-Natal,818400
Age in Action,Charities,KwaZulu-Natal,2333995
Age in Action Durban,Charities,KwaZulu-Natal,605500
Alzheimer's & Related Dementias Association,Charities,KwaZulu-Natal,50000
Amanzimtoti Child & Family Welfare Society,Charities,KwaZulu-Natal,23500
Amanzimtoti SPCA,Charities,KwaZulu-Natal,250000
Aryan Benevolent Home Chatsworth,Charities,KwaZulu-Natal,1200000
Association for Persons with Physical Disabilities: KwaZulu Natal,Charities,KwaZulu-Natal,300000
Association for the Physically Challenged: Newcastle,Charities,KwaZulu-Natal,140496
Association for the Physically Challenged: Dundee,Charities,KwaZulu-Natal,30000
Association for the Physically Challenged: Durban & South Coast,Charities,KwaZulu-Natal,180000
Association for the Physically Challenged: KZN,Charities,KwaZulu-Natal,197155
Association for the Physically Challenged: PMBG,Charities,KwaZulu-Natal,204852
Association for the Physically Challenged: South Natal Branch,Charities,KwaZulu-Natal,60000
Association for the Physically Challenged: Vryheid,Charities,KwaZulu-Natal,106000
Association with Physical Disabilities: Chatsworth,Charities,KwaZulu-Natal,450000
Careline Crisis & Trauma Centre,Charities,KwaZulu-Natal,322429
Careways Community Centre,Charities,KwaZulu-Natal,26260
CBR Education & Training for Empowerment (Magaye VIPA),Charities,KwaZulu-Natal,499000
Chatsworth Regional Hospice Association,Charities,KwaZulu-Natal,100000
Cheshire Home: Merewent,Charities,KwaZulu-Natal,137000
Cheshire Homes: Durban,Charities,KwaZulu-Natal,257543
Cheshire Homes: Sparks Estate,Charities,KwaZulu-Natal,400000
Child & Family Welfare Society of Pietermaritzburg,Charities,KwaZulu-Natal,500000
Child & Family Welfare Society of Pietermaritzburg,Charities,KwaZulu-Natal,668760
Childline Family Centre KwaZulu Natal (Childline SA),Charities,KwaZulu-Natal,1265120
Children's Assessment & Therapy Centre Trust,Charities,KwaZulu-Natal,492280
Christelike Maatskaplike Raad: Pietermaritzburg,Charities,KwaZulu-Natal,135600
Christelike Maatskaplike Raad: Vryheid,Charities,KwaZulu-Natal,425000
Community Law & Rural Development Centre,Charities,KwaZulu-Natal,568339
Disabled People KwaZulu Natal,Charities,KwaZulu-Natal,788365
Down Syndrome Association: KZN,Charities,KwaZulu-Natal,56620
Dundee & District SPCA,Charities,KwaZulu-Natal,70000
Durban & Coastal Mental Health,Charities,KwaZulu-Natal,1125553
Durban & Coastal SPCA,Charities,KwaZulu-Natal,1510000
Durban Association for the Aged,Charities,KwaZulu-Natal,809900
Durban Children's Society,Charities,KwaZulu-Natal,880000
Ekubusisweni Child Family Welfare Society,Charities,KwaZulu-Natal,265000
Empangeni Child & Family Welfare Society,Charities,KwaZulu-Natal,260000
English Language Education Trust,Charities,KwaZulu-Natal,205800
Epilepsy SA: Durban & Coastal Branch,Charities,KwaZulu-Natal,400000
Epilepsy SA: Pietermaritzburg,Charities,KwaZulu-Natal,644968
Estcourt SPCA,Charities,KwaZulu-Natal,160000
Ethelbert Children's Home,Charities,KwaZulu-Natal,919466
FAMSA Durban,Charities,KwaZulu-Natal,393000
FAMSA Pietermaritzburg,Charities,KwaZulu-Natal,177950
FAMSA Pietermaritzburg (Justice & Women Project),Charities,KwaZulu-Natal,151465
Feedback Food Redistribution,Charities,KwaZulu-Natal,548000
Greytown & District Child & Family Welfare Society,Charities,KwaZulu-Natal,66595
,Charities,KwaZulu-Natal,1825065
,Charities,KwaZulu-Natal,150000
,Charities,KwaZulu-Natal,511169
,Charities,KwaZulu-Natal,100000
,Charities,KwaZulu-Natal,500000
,Charities,KwaZulu-Natal,500000
,Charities,KwaZulu-Natal,221200
,Charities,KwaZulu-Natal,267300
,Charities,KwaZulu-Natal,435000
,Charities,KwaZulu-Natal,200000
,Charities,KwaZulu-Natal,541358
,Charities,KwaZulu-Natal,75000
,Charities,KwaZulu-Natal,320004
,Charities,KwaZulu-Natal,250000
,Charities,KwaZulu-Natal,704000
,Charities,KwaZulu-Natal,191292
,Charities,KwaZulu-Natal,294130
,Charities,KwaZulu-Natal,145443
,Charities,KwaZulu-Natal,400000
,Charities,KwaZulu-Natal,115611
,Charities,KwaZulu-Natal,135708
,Charities,KwaZulu-Natal,246434
,Charities,KwaZulu-Natal,150000
,Charities,KwaZulu-Natal,180000
,Charities,KwaZulu-Natal,500000
,Charities,KwaZulu-Natal,219000
,Charities,KwaZulu-Natal,407604
,Charities,KwaZulu-Natal,150000
,Charities,KwaZulu-Natal,243337
,Charities,KwaZulu-Natal,337200
,Charities,KwaZulu-Natal,208510
,Charities,KwaZulu-Natal,45000
,Charities,KwaZulu-Natal,50000
,Charities,KwaZulu-Natal,1147914
,Charities,KwaZulu-Natal,300000
,Charities,KwaZulu-Natal,199017
,Charities,KwaZulu-Natal,50000
,Charities,KwaZulu-Natal,431346
,Charities,KwaZulu-Natal,148037
,Charities,KwaZulu-Natal,233000
,Charities,KwaZulu-Natal,214500
,Charities,KwaZulu-Natal,633000
,Charities,KwaZulu-Natal,600000
,Charities,KwaZulu-Natal,500000
,Charities,KwaZulu-Natal,12000
,Charities,KwaZulu-Natal,731291
,Charities,KwaZulu-Natal,500000
,Charities,KwaZulu-Natal,273300
,Charities,KwaZulu-Natal,1969528
,Charities,KwaZulu-Natal,250000
,Charities,KwaZulu-Natal,293000
,Charities,KwaZulu-Natal,552000
,Charities,KwaZulu-Natal,492911
,Charities,KwaZulu-Natal,388100
,Charities,KwaZulu-Natal,200000
,Charities,KwaZulu-Natal,60000
,Charities,KwaZulu-Natal,261400
,Charities,KwaZulu-Natal,1120000
,Charities,KwaZulu-Natal,235000
,Charities,KwaZulu-Natal,180000
,Charities,KwaZulu-Natal,600000
,Charities,KwaZulu-Natal,1000000
,Charities,KwaZulu-Natal,150000
,Charities,KwaZulu-Natal,111032
,Charities,KwaZulu-Natal,200000
,Charities,KwaZulu-Natal,500000
,Charities,KwaZulu-Natal,199795
,Charities,KwaZulu-Natal,507000
,Charities,KwaZulu-Natal,510615
,Charities,KwaZulu-Natal,203050
,Charities,KwaZulu-Natal,120000
,Charities,KwaZulu-Natal,750000
,Charities,KwaZulu-Natal,77400
,Charities,KwaZulu-Natal,200000
,Charities,KwaZulu-Natal,288000
,Charities,KwaZulu-Natal,1180840
,Charities,KwaZulu-Natal,200000
,Charities,KwaZulu-Natal,55000
,Charities,KwaZulu-Natal,463000
,Charities,KwaZulu-Natal,1176275
,Charities,KwaZulu-Natal,85000
,Charities,KwaZulu-Natal,250000
,Charities,KwaZulu-Natal,336120
,Charities,KwaZulu-Natal,500000
,Charities,KwaZulu-Natal,223500
,Charities,KwaZulu-Natal,2221300
,Charities,KwaZulu-Natal,1340026
,Charities,KwaZulu-Natal,1227496
,Charities,KwaZulu-Natal,196000
,Charities,KwaZulu-Natal,200000
,Charities,KwaZulu-Natal,370000
,Charities,KwaZulu-Natal,316316
Valley Trust,Charities,KwaZulu-Natal,515085
Verulam Child & Family Welfare Society,Charities,KwaZulu-Natal,397350
Verulam Day & Frail Care Centre for the Aged,Charities,KwaZulu-Natal,285420
Victoria Memorial Home,Charities,KwaZulu-Natal,190000
Vryheid Child & Family Welfare Society,Charities,KwaZulu-Natal,336600
Vryheid Hospice Care Group,Charities,KwaZulu-Natal,36000
Zakhele Training Trust,Charities,KwaZulu-Natal,200000
Ziphakamise,Charities,KwaZulu-Natal,789005
Zululand SPCA,Charities,KwaZulu-Natal,150000
Abraham Kriel Children's Home,Charities,Limpopo,500000
Age in Action: Limpopo,Charities,Limpopo,10455476
Association for Persons with Disability,Charities,Limpopo,394750
Association of the Physically Disabled: Centenary Home,Charities,Limpopo,508715
Blood River Advice Office,Charities,Limpopo,100350
Cancer Association of South Africa,Charities,Limpopo,788000
Choice Comprehensive Health Care Trust,Charities,Limpopo,296300
Christian Social Council,Charities,Limpopo,16000
Christian Social Council: Louis Trichardt,Charities,Limpopo,51300
Community Responsiveness Programmes,Charities,Limpopo,200000
Disabled People South Africa,Charities,Limpopo,650810
Dzingahe Community Crèche,Charities,Limpopo,90633
FAMSA Limpopo,Charities,Limpopo,936126
Frangepani School,Charities,Limpopo,142010
Golang/Kulani Early Learning Centre,Charities,Limpopo,350000
Hitekani Early Learning Centre,Charities,Limpopo,250000
Huis Talje Stimulation Centre,Charities,Limpopo,200000
Itsosheng Community Development Project,Charities,Limpopo,200000
Kgwana Community Centre: Sekhukhune,Charities,Limpopo,992000
Lephalale SPCA Onverwacht,Charities,Limpopo,82500
Letaba After Care Letaba,Charities,Limpopo,1297495
Lotavha Advice Organisation,Charities,Limpopo,88300
Louis Trichardt Monument Home,Charities,Limpopo,202152
Louis Trichardt SPCA,Charities,Limpopo,100000
Magnus SAVF Kleuterskool,Charities,Limpopo,500000
Mahlori Early Learning Centre,Charities,Limpopo,476300
Matlala Advice Centre,Charities,Limpopo,100000
NICRO Limpopo,Charities,Limpopo,672100
Ntwanano Edu-Care,Charities,Limpopo,334716
Our Lady of Africa Muraga Crèche Thohoyandou,Charities,Limpopo,20000
People Awareness on Disability Issues,Charities,Limpopo,115000
Percy Fyfe SPCA,Charities,Limpopo,300000
Pfuxanane Child Development Centre,Charities,Limpopo,112500
Piet Potgieter Multi-Purpose Frail Centre,Charities,Limpopo,229449
Pietersburg Child & Family Care Society,Charities,Limpopo,331000
Pietersburg Old Age Foundation,Charities,Limpopo,375000
Refentse Day Care Centre: Lenyenye,Charities,Limpopo,296351
Rivoni Society for the Blind: Elim,Charities,Limpopo,874800
Rural Education Access Programme,Charities,Limpopo,45000
SAVF Alldays,Charities,Limpopo,250000
SAVF Ellisras,Charities,Limpopo,169720
SAVF Maroela,Charities,Limpopo,96650
SAVF Maroela Oord Behuising,Charities,Limpopo,251920
SAVF Martha Hofmeyer Home for the Care of the Frail People,Charities,Limpopo,500000
SAVF Rus 'n Bietjie Old Age Home,Charities,Limpopo,362330
SAVF Tzaneen,Charities,Limpopo,598590
SAVF Tzaneen,Charities,Limpopo,145000
SAVF Tzaneen Gesinsorg,Charities,Limpopo,205188
SPCA Phalaborwa,Charities,Limpopo,90000
Suid Afrikaanse Vroue Federasie,Charities,Limpopo,350000
Takalani Children's Home: Sildam Village,Charities,Limpopo,142019
Thohoyandou Victim Empowerment Trust,Charities,Limpopo,200000
Tivoneleni Vavasati Aids Awareness Project,Charities,Limpopo,150000
Training Institute for Primary Health Care & Aids Task Force,Charities,Limpopo,250000
Tshamavhudzi Learning Centre,Charities,Limpopo,91412
VL Crèche (ABC),Charities,Limpopo,100000
Agape Early Learning Centre,Charities,Mpumalanga,156000
Age in Action: Mpumalanga,Charities,Mpumalanga,533000
Amazing Grace Children's Home,Charities,Mpumalanga,100000
Boikhutsong Old Age Home,Charities,Mpumalanga,150000
Catholic Women's League: Pretoria,Charities,Mpumalanga,250000
Christelike Maatskaplike Raad: Volksrust,Charities,Mpumalanga,48856
Christian Social Council: Ermelo,Charities,Mpumalanga,111000
Christian Social Council: Hendrina,Charities,Mpumalanga,80000
Christian Social Council: Lydenburg,Charities,Mpumalanga,231341
Christian Social Council: Witbank,Charities,Mpumalanga,125039
Epilepsy SA,Charities,Mpumalanga,813742
Ezamokuhle Adult Education Centre,Charities,Mpumalanga,266100
FAMSA Highveldridge,Charities,Mpumalanga,229910
Highveld Association for Persons with Disabilities,Charities,Mpumalanga,862088
Kleutervriend Kleuterskool,Charities,Mpumalanga,654330
Lifeline Nelspruit,Charities,Mpumalanga,461630
Lydenburg Rusoord Old Age Home,Charities,Mpumalanga,850000
Lydenburg Service Centre,Charities,Mpumalanga,85892
Masakane Trust,Charities,Mpumalanga,200000
Masisukumeni Women's Crisis Centre,Charities,Mpumalanga,561110
Middelburg Child & Family Welfare Society,Charities,Mpumalanga,130000
Middelburg SPCA,Charities,Mpumalanga,74450
Moses Sihalangu Health care Centre,Charities,Mpumalanga,154000
Mpumalanga Council for persons with Disabilities,Charities,Mpumalanga,821000
Mpumalanga Mental Health,Charities,Mpumalanga,300000
Nelspruit Child Welfare Society,Charities,Mpumalanga,205000
Nelspruit SPCA,Charities,Mpumalanga,102800
Ntataise Lowveld Trust: Nelspruit,Charities,Mpumalanga,467488
Ons Eie Old Age Home,Charities,Mpumalanga,300000
Peace Haven,Charities,Mpumalanga,180000
Phaphamani Home Based Care,Charities,Mpumalanga,388000
SAVF Carolina Ons Eie Ouetehuis,Charities,Mpumalanga,672500
SAVF Hoeveldrif Secunda,Charities,Mpumalanga,150000
SAVF Nelspruit,Charities,Mpumalanga,173000
SAVF Old Age Home: Hendrina,Charities,Mpumalanga,600000
SAVF Old Age Home: Middelburg,Charities,Mpumalanga,500000
SAVF Rustig Old Age Home,Charities,Mpumalanga,33240
SAVF Siembamba Dagsorg Bethal,Charities,Mpumalanga,21302
SAVF Silwerjare Bethal,Charities,Mpumalanga,400000
SAVF Standerton,Charities,Mpumalanga,191405
SAVF Standerton [Family Crisis Centre],Charities,Mpumalanga,659331
SAVF Volksrust,Charities,Mpumalanga,142063
SAVF Volksrust,Charities,Mpumalanga,715886
Silverdays Ons Tuiste - Old Age Home,Charities,Mpumalanga,800000
Siyathuthuka School,Charities,Mpumalanga,592200
South African National Council for Child & Family Welfare: Moholohola,Charities,Mpumalanga,425540
St Joseph's Home,Charities,Mpumalanga,1000000
Standertonse Vereeniging vir Bejaardes,Charities,Mpumalanga,191572
Sunfield Home  Fortuna,Charities,Mpumalanga,2061645
Topsy Shelter,Charities,Mpumalanga,284800
Wenakker,Charities,Mpumalanga,120000
White River Child Welfare Society,Charities,Mpumalanga,250000
Witbank Society for the Aged,Charities,Mpumalanga,2643000
Witbank SPCA,Charities,Mpumalanga,360000
Zihlomiseni Community Development Centre,Charities,Mpumalanga,200000
ACVV Danielskuil: Integrated Programmes,Charities,Northern Cape,297225
ACVV Kenhardt,Charities,Northern Cape,220177
ACVV Kimberley,Charities,Northern Cape,315000
ACVV Postmasburg,Charities,Northern Cape,283165
ACVV Prieska,Charities,Northern Cape,517746
ACVV Richmond,Charities,Northern Cape,100000
ACVV Springbok,Charities,Northern Cape,247000
ACVV Upington,Charities,Northern Cape,556000
Age in Action,Charities,Northern Cape,4483451
Age in Action,Charities,Northern Cape,74000
Association for Community & Rural Advancement,Charities,Northern Cape,791000
Association for Persons Physical Disabilities,Charities,Northern Cape,1050200
Cancer Association of South Africa,Charities,Northern Cape,301883
Carlientjie Pre-Primary School,Charities,Northern Cape,50000
Custodo Trust,Charities,Northern Cape,315796
Diakonale Dienste,Charities,Northern Cape,639636
Diakonale Dienste: Springbok,Charities,Northern Cape,150000
Disabled People South Africa: Northern Cape,Charities,Northern Cape,1238220
FAMSA Upington,Charities,Northern Cape,1000000
Hantam Community Education,Charities,Northern Cape,150000
Kimberley Adult Centre,Charities,Northern Cape,123290
Kimberley Child Care,Charities,Northern Cape,1989010
Moeder Theresa Hospice,Charities,Northern Cape,329312
Namaqualand Assoc for Pre-School Education: Springbok,Charities,Northern Cape,1326234
NG Kerk Kinderhuis,Charities,Northern Cape,1141195
NG Welsyn,Charities,Northern Cape,965700
Northern Cape Educare Trust,Charities,Northern Cape,448016
Order of St John: Kimberley Centre,Charities,Northern Cape,289762
Sally Aucamp Home for the Physically Disabled,Charities,Northern Cape,213100
Sorgvliet ACVV Tehuis vir Bejaardes,Charities,Northern Cape,262010
South African Red Cross Air Mercy Service,Charities,Northern Cape,850000
Steinkopf Diakonale Dienste Bulletrap Dienssentrum,Charities,Northern Cape,548407
Thabiso,Charities,Northern Cape,399715
"Yonder Northern Cape Mental Health Society, Kimberley",Charities,Northern Cape,800000
Abraham Kriel Children's Home,Charities,North West,1000000
ACVV Reivilo,Charities,North West,305600
Age-in-Action: North West,Charities,North West,600000
Alabama Child & Family Welfare Society,Charities,North West,59950
Balesang Day Care Centre Mabopane,Charities,North West,200000
Bertoni Mercy Clinic,Charities,North West,1700000
Brits Hospice,Charities,North West,50000
Christelike Maatskaplike Raad: Brits,Charities,North West,250000
Christelike Maatskaplike Raad: Rustenburg,Charities,North West,197844
Disabled People North West,Charities,North West,1000000
Epilepsy South Africa: Free State & North West,Charities,North West,504000
Epilepsy South Africa: Free State & North West,Charities,North West,165100
"Evanna SAVF Home for Senile, Frail & Disabled People",Charities,North West,200000
FAMSA Potchefstroom,Charities,North West,814145
Hartbeeshof Retirement Village,Charities,North West,40000
Hartbeeshof Service Centre,Charities,North West,400000
Holy Cross Home,Charities,North West,580722
Hospice North West,Charities,North West,300000
Hospice North West,Charities,North West,1000000
Hospice Potchefstroom,Charities,North West,1297389
Hospice Rustenburg,Charities,North West,377000
Keletsong Community Training & Resource Centre,Charities,North West,50000
Klerksdorp SPCA,Charities,North West,70000
Lifeline Mafikeng,Charities,North West,140000
Lifeline Rustenburg,Charities,North West,100000
Maboloka HIV/AIDS Awareness Organisation,Charities,North West,1034705
Mercy Aids Project,Charities,North West,200000
Mercy Clinic,Charities,North West,1200000
Mercy Clinic (Mmashiko Community Centre),Charities,North West,985360
National Welfare & Social Service Dev Forum A Re Tshwaraganeng Skills Club,Charities,North West,120000
National Welfare & Social Service Dev Forum Ipelegeng Day Care Centre,Charities,North West,415000
National Welfare & Social Service Dev Forum Itumeleng Ororiseng,Charities,North West,748250
National Welfare & Social Service Dev Forum Lebogang Day Care Centre,Charities,North West,415000
National Welfare & Social Service Dev Forum Reitshupile Crèche,Charities,North West,30000
National Welfare & Social Service Dev Forum Zenzele Bricks,Charities,North West,208000
National Welfare & Social Service Development Forum Sekampananeng Furniture,Charities,North West,200000
North West Mental Health: Tswaraganang Day Care Centre,Charities,North West,300000
Ons Tuis Care Purpose Frail Centre: Pfanani Project Hammanskraal,Charities,North West,306910
Orkney Child Welfare,Charities,North West,500000
Potchefstroom Child & Family Welfare,Charities,North West,200000
Potchefstroom Service Centre for the Aged,Charities,North West,236002
Potchefstroom Service Centre for the Aged: Happy Hearts Service Centre for the Aged,Charities,North West,148850
Rustenburg Child & Family Welfare Society,Charities,North West,100000
Saamspan Service Centre,Charities,North West,125943
Sanpark Centre,Charities,North West,667810
SAVF Child & Family Care: Potchefstroom,Charities,North West,132465
SAVF Coligny,Charities,North West,80000
SAVF Family Care: Klerksdorp,Charities,North West,331227
SAVF Frail Aged: Lichtenburg,Charities,North West,128000
SAVF Huis Anna Viljoen,Charities,North West,131265
SAVF Huis Lou van Wyk,Charities,North West,200000
SAVF Lichtenburg,Charities,North West,132000
SAVF Lichthuis Behuising,Charities,North West,30000
SAVF Ons Hulde,Charities,North West,943000
SAVF Rethabile Klerksdorp Children's Home,Charities,North West,494820
SAVF Rustenburg,Charities,North West,83633
SAVF Sannieshof Delareyville,Charities,North West,52437
SAVF Siembamba Pre-Primary Baby Care,Charities,North West,488134
SAVF Ventersdorp Ouetehuis,Charities,North West,530000
SPCA Mafikeng,Charities,North West,45000
SPCA Potchefstroom,Charities,North West,350000
St John the Baptist Catholic Clinic,Charities,North West,129127
Stilfontein Child & Family Welfare Society,Charities,North West,260000
Suid Afrikaanse Vroue Federasie Zeerust,Charities,North West,100000
The Rural Action Committee (TRAC),Charities,North West,300000
Thusanang Disabled Centre,Charities,North West,601000
Thuso Social Service Foundation,Charities,North West,380000
Touch (Neo Birth),Charities,North West,96000
Triest Training Centre,Charities,North West,300000
Triest Training Centre,Charities,North West,71799
Wolmer Community Project: Winterveldt Community Project,Charities,North West,304359
Aanhouwen Work & Care Centre for Mentally Handicapped Adults,Charities,Western Cape,798000
Abigail Women's Movement,Charities,Western Cape,50000
ACVV Algoapark Govan Mbeki Intergrated Programme,Charities,Western Cape,1131535
ACVV Bothasig Crèche Dienstak,Charities,Western Cape,83878
ACVV Calitzdorp,Charities,Western Cape,206800
ACVV Clanwilliam,Charities,Western Cape,254425
ACVV De Grendle,Charities,Western Cape,350000
ACVV Dienstak Bambi Versorgingsoord,Charities,Western Cape,250000
ACVV Dysselsdorp,Charities,Western Cape,170000
ACVV George,Charities,Western Cape,490149
ACVV Huis Malan Jacobs,Charities,Western Cape,500000
ACVV Huis Ysterplaat,Charities,Western Cape,400000
AACVV Intergrated Programme ACVV Caledon,Charities,Western Cape,400000
ACVV Montagu,Charities,Western Cape,303970
ACVV Moorreesburg,Charities,Western Cape,345000
ACVV Moreson Children's Home: George,Charities,Western Cape,619100
ACVV Northern Paarl,Charities,Western Cape,26750
ACVV Oudtshoorn,Charities,Western Cape,1754458
ACVV Paarl,Charities,Western Cape,100000
ACVV Paarl Valley,Charities,Western Cape,268815
ACVV Piketberg,Charities,Western Cape,163940
ACVV Riversdale,Charities,Western Cape,59359
ACVV Robertson Intergrated Programme,Charities,Western Cape,455384
ACVV Somerset West,Charities,Western Cape,1140000
ACVV Stellenbosch,Charities,Western Cape,100000
ACVV Swellendam,Charities,Western Cape,350000
ACVV Worcester,Charities,Western Cape,295000
Age-in-Action: St Monica Centre,Charities,Western Cape,327720
Age-in-Action: Western Cape,Charities,Western Cape,186300
Andries Olivier: Durbanville Quadriplegic Centre,Charities,Western Cape,214537
,Charities,Western Cape,200000
,Charities,Western Cape,388500
,Charities,Western Cape,150000
,Charities,Western Cape,400000
,Charities,Western Cape,150000
,Charities,Western Cape,243900
,Charities,Western Cape,200000
,Charities,Western Cape,50000
,Charities,Western Cape,1157228
,Charities,Western Cape,200000
,Charities,Western Cape,1920399
,Charities,Western Cape,3934009
,Charities,Western Cape,623100
,Charities,Western Cape,1000000
,Charities,Western Cape,500000
,Charities,Western Cape,268800
,Charities,Western Cape,36000
,Charities,Western Cape,3621900
,Charities,Western Cape,546824
,Charities,Western Cape,1062410
,Charities,Western Cape,1888666
,Charities,Western Cape,453432
,Charities,Western Cape,289462
,Charities,Western Cape,1064369
,Charities,Western Cape,364480
,Charities,Western Cape,1095809
,Charities,Western Cape,557541
,Charities,Western Cape,681204
,Charities,Western Cape,661617
,Charities,Western Cape,5000000
,Charities,Western Cape,300000
,Charities,Western Cape,277901
,Charities,Western Cape,400000
,Charities,Western Cape,508000
,Charities,Western Cape,180000
,Charities,Western Cape,235600
,Charities,Western Cape,230000
,Charities,Western Cape,154377
,Charities,Western Cape,50000
,Charities,Western Cape,318000
,Charities,Western Cape,100000
,Charities,Western Cape,100000
,Charities,Western Cape,50000
,Charities,Western Cape,55000
,Charities,Western Cape,200000
,Charities,Western Cape,50000
,Charities,Western Cape,1200000
,Charities,Western Cape,500000
,Charities,Western Cape,150000
,Charities,Western Cape,246976
,Charities,Western Cape,600000
,Charities,Western Cape,150000
,Charities,Western Cape,344249
,Charities,Western Cape,775248
,Charities,Western Cape,528520
,Charities,Western Cape,300000
,Charities,Western Cape,289330
,Charities,Western Cape,400000
,Charities,Western Cape,300000
,Charities,Western Cape,595134
,Charities,Western Cape,120000
,Charities,Western Cape,772831
,Charities,Western Cape,143030
,Charities,Western Cape,500000
,Charities,Western Cape,149625
,Charities,Western Cape,1659157
,Charities,Western Cape,380000
