Name,Province,Sector,Amount
Phoenix Poverty Reduction Association,KwaZulu Natal,CHARITIES,25000
Pietermaritzburg Ass for the Aged,KwaZulu Natal,CHARITIES,495232
Pietermaritzburg Association for the Aged,KwaZulu Natal,CHARITIES,526279
Pietermaritzburg Children's Home,KwaZulu Natal,CHARITIES,370000
Pietermaritzburg Mental Health Society,KwaZulu Natal,CHARITIES,700000
Pinetown Highway Child & Family Welfare Society,KwaZulu Natal,CHARITIES,1000000
Pinetown Highway Child & Family Welfare Society,KwaZulu Natal,CHARITIES,1000000
PMB Cerebral Palsy,KwaZulu Natal,CHARITIES,200000
Port Shepstone Child & Family Welfare Society,KwaZulu Natal,CHARITIES,1000000
Pregnancy Resource Centre,KwaZulu Natal,CHARITIES,200000
Project Empower,KwaZulu Natal,CHARITIES,200000
Project Gateway,KwaZulu Natal,CHARITIES,550000
Quadriplegics Association of KZN,KwaZulu Natal,CHARITIES,662865
Queensburgh Cheshire Home,KwaZulu Natal,CHARITIES,509301
Rehoboth Trust,KwaZulu Natal,CHARITIES,142650
Richards Bay Family Care,KwaZulu Natal,CHARITIES,487355
Rob Smetherham Bereavement Service for Children,KwaZulu Natal,CHARITIES,345240
SANCA Durban,KwaZulu Natal,CHARITIES,400000
SANCA Durban Alcohol & Drug Centre,KwaZulu Natal,CHARITIES,223608
SANCA Pietermaritzburg,KwaZulu Natal,CHARITIES,450000
Shepherds Keep,KwaZulu Natal,CHARITIES,500000
Sibusisiwe Clermont Child & Family Welfare,KwaZulu Natal,CHARITIES,400000
South Coast Hospice Association,KwaZulu Natal,CHARITIES,500000
SPCA Amanzimtoti,KwaZulu Natal,CHARITIES,200000
SPCA Howick,KwaZulu Natal,CHARITIES,100000
SPCA Kloof & Highway,KwaZulu Natal,CHARITIES,260000
SPCA Pietermaritzburg,KwaZulu Natal,CHARITIES,229780
SPCA Richards Bay,KwaZulu Natal,CHARITIES,319282
SPCA SANI Underberg,KwaZulu Natal,CHARITIES,100000
SPCA SANI Underberg,KwaZulu Natal,CHARITIES,193082
St Clements Home Based Care Project,KwaZulu Natal,CHARITIES,1000000
St Thomas Home,KwaZulu Natal,CHARITIES,100000
Street Children Forum,KwaZulu Natal,CHARITIES,233900
Thembalethu Welfare,KwaZulu Natal,CHARITIES,800000
Union of Jewish Women,KwaZulu Natal,CHARITIES,50000
Verulam Regional Hospice Association,KwaZulu Natal,CHARITIES,100000
Zibambeleni Gamalakhe,KwaZulu Natal,CHARITIES,150000
"Ziphakamise, Port Shepstone",KwaZulu Natal,CHARITIES,1000000
Zululand Hospice,KwaZulu Natal,CHARITIES,500000
Zululand Mental Health Society,KwaZulu Natal,CHARITIES,139700
APD Limpopo,Limpopo,CHARITIES,500000
CHOICE Comprehensive Health Care Trust,Limpopo,CHARITIES,150000
Christian Social Council Louis Trichardt,Limpopo,CHARITIES,74200
Christian Social Council Musina,Limpopo,CHARITIES,30000
Christian Social Council Potgietersrus,Limpopo,CHARITIES,263800
CSC Louis Trichardt,Limpopo,CHARITIES,94000
Golang / Kulani ELC,Limpopo,CHARITIES,411109
Golang Early Learning Centre,Limpopo,CHARITIES,600000
Hlatlolanang Health & Nutrition Project,Limpopo,CHARITIES,1000000
Itereleng Development Phalaborwa,Limpopo,CHARITIES,3588500
Kurisani Crèche,Limpopo,CHARITIES,50000
Lifeline Durban,Limpopo,CHARITIES,800000
Mabana Crèche,Limpopo,CHARITIES,194280
Magnus Pre-School Phalaborwa,Limpopo,CHARITIES,330000
"Makotse Women's Club, Lebowakgomo",Limpopo,CHARITIES,785000
Mangaya Crèche Mangaya Village,Limpopo,CHARITIES,147544
Molailai Day Care & Selfhelp Sewing Project,Limpopo,CHARITIES,200000
Mzilela Early Learning Centre & Alpha Support Care,Limpopo,CHARITIES,234058
Nababeep Advice & Development,Limpopo,CHARITIES,500000
Namaqualand Association for Pre-School Education,Limpopo,CHARITIES,1248707
Paramount Children of Africa,Limpopo,CHARITIES,100000
Pietersburg Child & Family Welfare Society,Limpopo,CHARITIES,790775
Potgietersrus Service Centre for the Aged,Limpopo,CHARITIES,164618
Raliphaswa Faranani Community Pre-School,Limpopo,CHARITIES,153000
Rehlahleng Centre for Disabled Project,Limpopo,CHARITIES,50000
Riakona Community Based Rehabilitation,Limpopo,CHARITIES,750000
SA National Tuberculosis Association,Limpopo,CHARITIES,205040
SAVF Ellisras,Limpopo,CHARITIES,500000
SAVF Hansie & Grietjie Kleuterskool,Limpopo,CHARITIES,45000
SAVF Maroela Dienssentrum,Limpopo,CHARITIES,82950
SAVF Tzaneen,Limpopo,CHARITIES,416576
SAVF Tzaneen Kleuterskool,Limpopo,CHARITIES,260000
Shirley Pre-School,Limpopo,CHARITIES,100000
SPCA Letaba,Limpopo,CHARITIES,200000
SPCA Louis Trichardt,Limpopo,CHARITIES,100000
SPCA Percy Fyfe  Mokopane,Limpopo,CHARITIES,207000
SPCA Phalaborwa,Limpopo,CHARITIES,100000
The Thusanang Association & Trust Haenertsburg,Limpopo,CHARITIES,381214
Thohoyandou Victim Empowerment Trust,Limpopo,CHARITIES,533335
Thusanang Association & Trust,Limpopo,CHARITIES,469524
Warmbad Rusoord Maatskapy,Limpopo,CHARITIES,240000
"Aids Care Training & Support, White River",Mpumalanga,CHARITIES,1220000
Catholic Women's League,Mpumalanga,CHARITIES,193957
Child Welfare Witbank,Mpumalanga,CHARITIES,101750
Christian Social Council Carolina,Mpumalanga,CHARITIES,252000
"Christian Social Council, Lydenburg",Mpumalanga,CHARITIES,257265
CMR Ermelo,Mpumalanga,CHARITIES,100000
CMR Volksrust,Mpumalanga,CHARITIES,106645
CSC Mpumalanga,Mpumalanga,CHARITIES,700000
FAMSA Northern Mpumalanga,Mpumalanga,CHARITIES,233135
FAMSA Northern Mpumalanga,Mpumalanga,CHARITIES,233155
Hamlet Foundation,Mpumalanga,CHARITIES,709906
Highveld Ass for the Physically Disabled,Mpumalanga,CHARITIES,500000
Highveld East AIDS Project Support,Mpumalanga,CHARITIES,1000000
Hospice of White River,Mpumalanga,CHARITIES,402536
Hospice of White River,Mpumalanga,CHARITIES,560000
Jabulani Crèche Moteti,Mpumalanga,CHARITIES,100000
Khulakahle Educare Centre,Mpumalanga,CHARITIES,668899
Kubonakele Human Rights Democracy & Justice Centre,Mpumalanga,CHARITIES,200000
Kwa Guqa One Stop Health & Welfare Centre,Mpumalanga,CHARITIES,192250
Lowveld Association for Persons with Disabilities,Mpumalanga,CHARITIES,250000
Lydenburg Service Centre,Mpumalanga,CHARITIES,380214
Millennium Home of Hope White River,Mpumalanga,CHARITIES,125000
Mkhondo Alathia Rehabilitation Centre,Mpumalanga,CHARITIES,1000000
Mpumalanga Council for Persons with Disabilities,Mpumalanga,CHARITIES,500000
Mpumalanga Council for Persons with Disabilities,Mpumalanga,CHARITIES,500000
Mpumalanga Mental Health Society,Mpumalanga,CHARITIES,319763
Nelspruit Child & Family Welfare,Mpumalanga,CHARITIES,1269207
Ons Eie Old Age Home,Mpumalanga,CHARITIES,398430
Phakamang Community Resource Centre,Mpumalanga,CHARITIES,381100
SANCA Nelspruit,Mpumalanga,CHARITIES,382738
SANTA Senotlelo Branch,Mpumalanga,CHARITIES,50000
SAVF Belfast Children's Home,Mpumalanga,CHARITIES,750000
SAVF Bethal,Mpumalanga,CHARITIES,170042
SAVF Carolina Ons Eie Ouetehuis,Mpumalanga,CHARITIES,305538
SAVF Immergroen Home for Frail Aged,Mpumalanga,CHARITIES,87003
SAVF Korale Dienssentrum Amersfoort,Mpumalanga,CHARITIES,180000
SAVF Louis Hildebrandt Children's Home,Mpumalanga,CHARITIES,500000
SAVF Nelspruit,Mpumalanga,CHARITIES,400000
SAVF Rustig Old Age Home,Mpumalanga,CHARITIES,500000
SAVF Schoongesicht Luncheon Club,Mpumalanga,CHARITIES,100000
SAVF Silwerjare Old Age Home,Mpumalanga,CHARITIES,400000
SAVF Social Work Office Nelspruit,Mpumalanga,CHARITIES,345000
SAVF Tzaneen,Mpumalanga,CHARITIES,255706
SAVF Volksrust,Mpumalanga,CHARITIES,173127
Siyaphumelela Day Care Centre,Mpumalanga,CHARITIES,214510
Siyathuthuka Nursery School Project,Mpumalanga,CHARITIES,400000
Siyathuthuka Nursery School Project Delmas,Mpumalanga,CHARITIES,300000
"SPCA Highveldridge, Secunda",Mpumalanga,CHARITIES,150000
SPCA Witbank,Mpumalanga,CHARITIES,200000
SPCA Witbank,Mpumalanga,CHARITIES,150000
Topsy Foundation,Mpumalanga,CHARITIES,500000
Volksrust Rusoord Old Aged Home,Mpumalanga,CHARITIES,697268
Vulindlela Crèche,Mpumalanga,CHARITIES,100000
Vulingcondo Stimulation Centre,Mpumalanga,CHARITIES,385266
White River Child Welfare,Mpumalanga,CHARITIES,500000
Witbank Society for the Aged,Mpumalanga,CHARITIES,835072
Zamokuhle Child & Family Welfare Society,Mpumalanga,CHARITIES,148180
Zihlomiseni Community Development Centre,Mpumalanga,CHARITIES,300000
ACVV De Aar,Northern Cape,CHARITIES,200000
ACVV Loeriesfontein,Northern Cape,CHARITIES,200000
ACVV Loeriesfontein,Northern Cape,CHARITIES,200000
"ACVV Oranjehof, Upington",Northern Cape,CHARITIES,200000
ACVV Prieska,Northern Cape,CHARITIES,328000
ACVV Prieska,Northern Cape,CHARITIES,275655
ACVV Springbok,Northern Cape,CHARITIES,156275
Association for Persons with Physical Disabilities,Northern Cape,CHARITIES,500000
Bosele Home Based Care,Northern Cape,CHARITIES,50000
Colesburg Old Age Home,Northern Cape,CHARITIES,236000
Diakonale Dienste Springbok,Northern Cape,CHARITIES,100000
Ethembeni Community Centre,Northern Cape,CHARITIES,584500
Family & Marriage Soc of SA,Northern Cape,CHARITIES,4000000
"Hospice Association , Kimberley",Northern Cape,CHARITIES,284821
Integrated Programme ACVV Danielskuil,Northern Cape,CHARITIES,384216
Kimberley Benevolent Society,Northern Cape,CHARITIES,50000
"Kindersorg Suid Afrika, Fraserburg",Northern Cape,CHARITIES,384000
Kindersorgvereeniging Delportshoop,Northern Cape,CHARITIES,69400
Mother Theresa Hospice,Northern Cape,CHARITIES,400000
Naledi Ya Moso,Northern Cape,CHARITIES,72612
Namakwa Katolieke Ontwikkeling,Northern Cape,CHARITIES,400000
Namaqualand Association for Pre-School Education,Northern Cape,CHARITIES,865606
NG Welsyn Kimberley,Northern Cape,CHARITIES,944876
NG Welsyn Kimberley,Northern Cape,CHARITIES,1130562
Northern Cape Alcohol & Drug Office,Northern Cape,CHARITIES,469000
Northern Cape Educare Trust,Northern Cape,CHARITIES,959400
Northern Cape Mental Health for Yonder,Northern Cape,CHARITIES,822317
Rooms Katolike Sending Kinderhuis,Northern Cape,CHARITIES,110000
SPCA Kimberley,Northern Cape,CHARITIES,245687
Steinkopf Advice Centre,Northern Cape,CHARITIES,164460
Tamar Shelter Society,Northern Cape,CHARITIES,160908
ADRA Schweizer-Reneke,North West,CHARITIES,198749
Bertoni Mercy Clinic,North West,CHARITIES,500000
Brits Hospice,North West,CHARITIES,200000
Brits Hospice,North West,CHARITIES,313000
Child & Family Welfare Society Stilfontein,North West,CHARITIES,500000
Christian Social Council Bela Bela,North West,CHARITIES,145691
CSC Brits,North West,CHARITIES,728000
ECD Projects Association,North West,CHARITIES,256250
FAMSA Potchefstroom,North West,CHARITIES,1890237
"Guidance Educational Youth Project, Kanana",North West,CHARITIES,622561
"Hospice North West, Klerksdorp",North West,CHARITIES,1000000
Hospice Potchefstroom,North West,CHARITIES,899000
Huis Delarey,North West,CHARITIES,8514173
Itireleng Community Advice Centre,North West,CHARITIES,322880
Johannesburg Parent & Child Counselling Centre's,North West,CHARITIES,562012
Keletsong Community Training & Resource Centre,North West,CHARITIES,200000
"Leseding Care Givers, Hammanskraal",North West,CHARITIES,400000
Lifeline Mafikeng,North West,CHARITIES,259210
Lifeline North West Rustenburg,North West,CHARITIES,324615
Maboloka HIV/AIDS Awareness Organisation,North West,CHARITIES,598340
"Mercy Clinic, Rosslyn",North West,CHARITIES,2250000
Moretele Sunrise Hospice,North West,CHARITIES,600000
National Welfare Social Service & Development Forum,North West,CHARITIES,6191929
"NG Welfare Abraham Kriel, Potchefstroom",North West,CHARITIES,1000000
NG Welfare Potchefstroom,North West,CHARITIES,1000000
"North West Mental Health, Potchefstroom",North West,CHARITIES,510000
Orkney Child Welfare,North West,CHARITIES,718000
Orkney Community Legal Development & Education Centre,North West,CHARITIES,150000
Potchefstroom Child & Family  Welfare Society,North West,CHARITIES,500000
Potchefstroom Child & Family Welfare Society,North West,CHARITIES,450000
Potchefstroom Service Centre for the Aged,North West,CHARITIES,730030
Potchefstroom Service Centre for the Aged,North West,CHARITIES,461682
Reiteretse Disabled Association,North West,CHARITIES,300000
Relebogile Care & Support Group,North West,CHARITIES,331499
Rustenburg Child & Family Welfare Society,North West,CHARITIES,400000
"Saamspan Service Centre , Rustenburg",North West,CHARITIES,111288
"SAVF Edith Smith, Christiana",North West,CHARITIES,453077
SAVF Evanna Old Age Home,North West,CHARITIES,346584
SAVF Family Care Klerksdorp,North West,CHARITIES,500000
SAVF Huis Lou van Wyk,North West,CHARITIES,300000
SAVF Lichtenburg,North West,CHARITIES,207280
SAVF Lolliepop Crèche,North West,CHARITIES,230182
SAVF Ons Hulde,North West,CHARITIES,1088048
SAVF Rethabile Klerksdorp,North West,CHARITIES,482000
SAVF Rethabile Klerksdorp Children's Home,North West,CHARITIES,360650
SAVF Rustenburg,North West,CHARITIES,384056
SAVF Rustenburg,North West,CHARITIES,40860
SAVF Standerton Family Crisis Centre,North West,CHARITIES,500000
SAVF Ventersdorp Old Age Home,North West,CHARITIES,171400
SAVF Ventersdorp Ouetehuis,North West,CHARITIES,458636
Society for Prevention of Cruelty to Animals,North West,CHARITIES,50000
SPCA Hartebeespoort,North West,CHARITIES,150000
SPCA Mafikeng,North West,CHARITIES,310000
SPCA Potchefstroom,North West,CHARITIES,100000
SPCA Rustenburg,North West,CHARITIES,50000
Tlamelang Day Care Centre,North West,CHARITIES,200000
Traditional HIV/AIDS Home Based Care,North West,CHARITIES,578080
Tsholofelo Early Learning Centre,North West,CHARITIES,100000
Tsibogang Christian Action Group,North West,CHARITIES,300000
"Tumelong Mission , Hillcrest",North West,CHARITIES,3500000
Zeerust Tehuis vir Bejaardes,North West,CHARITIES,500000
Abbeyfield Society of SA,Western Cape,CHARITIES,200000
"ACVV Bambi Centre, Canterburg",Western Cape,CHARITIES,200000
ACVV Bothasig Crèche,Western Cape,CHARITIES,284650
ACVV Bothasig Crèche Dienstak Bothasig,Western Cape,CHARITIES,333700
ACVV Caledon,Western Cape,CHARITIES,628549
ACVV Calitzdorp,Western Cape,CHARITIES,200000
ACVV Cape Town,Western Cape,CHARITIES,300000
ACVV Cape Town,Western Cape,CHARITIES,800000
ACVV De Grendel Crèche,Western Cape,CHARITIES,105000
ACVV Dysseldorp,Western Cape,CHARITIES,489225
ACVV Edelweiss  Dienstak en Wooneenhede,Western Cape,CHARITIES,300000
ACVV Hoofbestuur Cape Town (Vredenburg),Western Cape,CHARITIES,92266
ACVV Huis van Niekerk  Strand,Western Cape,CHARITIES,163340
ACVV Huis Ysterplaat Cape Town,Western Cape,CHARITIES,500000
ACVV Mooreesburg,Western Cape,CHARITIES,259550
ACVV Paarl Vallei,Western Cape,CHARITIES,172949
ACVV Paarl Vallei,Western Cape,CHARITIES,154785
ACVV Porterville,Western Cape,CHARITIES,31950
ACVV Riversdal,Western Cape,CHARITIES,270000
ACVV Robertson,Western Cape,CHARITIES,500000
ACVV Robertson,Western Cape,CHARITIES,684622
ACVV Somerset West,Western Cape,CHARITIES,250000
ACVV Stellenbosch,Western Cape,CHARITIES,450000
ACVV Strand,Western Cape,CHARITIES,1198000
ACVV Swellendam,Western Cape,CHARITIES,200000
ACVV Touwsrivier,Western Cape,CHARITIES,245086
ACVV Uniondale,Western Cape,CHARITIES,370000
ACVV Wellington,Western Cape,CHARITIES,800000
African Scholars Fund,Western Cape,CHARITIES,75000
"Animal Anti-Cruelty League, Cape Town",Western Cape,CHARITIES,100000
Animal Rescue Organisation,Western Cape,CHARITIES,200000
Association for Physically Disabled Western Cape,Western Cape,CHARITIES,386000
Athlone School for the Blind Association Bellville,Western Cape,CHARITIES,624960
Autism Western Cape,Western Cape,CHARITIES,600000
Aviat Crèche,Western Cape,CHARITIES,75000
Beautiful Gate Ministry,Western Cape,CHARITIES,300000
Beautiful Gate Ministry Muizenburg,Western Cape,CHARITIES,295000
Beth Rapha,Western Cape,CHARITIES,100000
Biblionef South Africa,Western Cape,CHARITIES,906672
Breede River Community Learning Centre,Western Cape,CHARITIES,100000
Breede River Hospice,Western Cape,CHARITIES,398444
Build a Better Society (BABS) Kewtown,Western Cape,CHARITIES,500000
"Camphill Village, Dassenberg",Western Cape,CHARITIES,887550
Cape Mental Health Society,Western Cape,CHARITIES,700000
Cape Mental Health Society,Western Cape,CHARITIES,1000000
Cape Town Association for the Physically Disabled,Western Cape,CHARITIES,473100
Cape Town City Mission,Western Cape,CHARITIES,2500000
Carel Du Toit Centre,Western Cape,CHARITIES,500000
Caring Network,Western Cape,CHARITIES,500000
Catholic Hostel for the Deaf,Western Cape,CHARITIES,369647
Centre for Conflict Resolution Cape Town,Western Cape,CHARITIES,400000
Child & Family Care Society of the Sandveld,Western Cape,CHARITIES,279000
Child Welfare Napier,Western Cape,CHARITIES,1000000
Christine Revell Children's Home,Western Cape,CHARITIES,320000
Christine Revell Children's Home,Western Cape,CHARITIES,317400
Citizens Advice Bureau,Western Cape,CHARITIES,150000
Citizens Advice Bureau,Western Cape,CHARITIES,185000
Comcare Trust,Western Cape,CHARITIES,303000
Comcare Trust,Western Cape,CHARITIES,88029
Community Based Child & Youth Protection Programme,Western Cape,CHARITIES,264400
Community Based Child & Youth Protection Programme,Western Cape,CHARITIES,286400
Coronation Memorial Home for the Aged,Western Cape,CHARITIES,300000
Coronation Memorial Home for the Aged,Western Cape,CHARITIES,450000
Deaf Community of Cape Town,Western Cape,CHARITIES,500000
Drakenstein Centre for Persons with Disabilities,Western Cape,CHARITIES,615528
Drakenstein Hospice,Western Cape,CHARITIES,506923
Eerste River Blue Downs HIV/AIDS Action Group,Western Cape,CHARITIES,333595
Ekhulaleni Pre-School,Western Cape,CHARITIES,350000
Elim Home,Western Cape,CHARITIES,303700
Elkana Childcare Project,Western Cape,CHARITIES,360000
Emma Animal Rescue Society,Western Cape,CHARITIES,1138000
Emma Animal Rescue Society,Western Cape,CHARITIES,100000
Empilweni,Western Cape,CHARITIES,500000
Epilepsy SA,Western Cape,CHARITIES,500000
Eric Miles Cheshire Home,Western Cape,CHARITIES,200000
Eric Miles Cheshire Home,Western Cape,CHARITIES,652923
Eye Bank Foundation of SA,Western Cape,CHARITIES,50000
Eyethu Educare Centre,Western Cape,CHARITIES,10000
FAMSA Karoo,Western Cape,CHARITIES,500000
FAMSA Knysna,Western Cape,CHARITIES,549516
FAMSA Knysna,Western Cape,CHARITIES,350000
FAMSA Western Cape,Western Cape,CHARITIES,1000000
Fikelela Aids Project Cape Town,Western Cape,CHARITIES,231507
Fish Hoek Kommetjie Noordhoek Welfare Association,Western Cape,CHARITIES,175017
Flagship Project Beaufort West,Western Cape,CHARITIES,228900
Foundation for Community Work,Western Cape,CHARITIES,445210
Foundation for Community Work,Western Cape,CHARITIES,968094
Friends Day Care Centre,Western Cape,CHARITIES,503665
George Association for the Physically Disabled,Western Cape,CHARITIES,377063
George Child & Family Welfare Society,Western Cape,CHARITIES,269200
Goedgedacht Roman Catholic Trust,Western Cape,CHARITIES,500000
Grassroots Adult Education & Training Trust,Western Cape,CHARITIES,500000
Grassroots Adult Education & Training Trust,Western Cape,CHARITIES,300000
Happy Valley Home,Western Cape,CHARITIES,147309
Haven Night Shelter Welfare Organisation,Western Cape,CHARITIES,1500000
"Haven of Hope, Retreat",Western Cape,CHARITIES,100000
Helderberg Child & Family Welfare Society,Western Cape,CHARITIES,350000
Helderberg Child & Family Welfare Society,Western Cape,CHARITIES,500000
"Helderberg Hospice, Somerset West",Western Cape,CHARITIES,500000
Helderberg Society for the Aged,Western Cape,CHARITIES,500000
Hermanus & District Society for Welfare of the Aged,Western Cape,CHARITIES,50000
Hermanus Child & Family Welfare Society,Western Cape,CHARITIES,454375
"Homestead , Cape Town",Western Cape,CHARITIES,200000
Hospice Stellenbosch,Western Cape,CHARITIES,361725
Hurdy Gurdy,Western Cape,CHARITIES,133523
Ikamva Labantu,Western Cape,CHARITIES,499200
Ilingelethu Service Centre,Western Cape,CHARITIES,165000
"Includid, Pinelands",Western Cape,CHARITIES,350000
Institute for Social Concerns,Western Cape,CHARITIES,123500
Institute for the Deaf Worcester,Western Cape,CHARITIES,858545
Jagersbosch Community Care Centre Stilbaai,Western Cape,CHARITIES,344058
James House,Western Cape,CHARITIES,250000
James House,Western Cape,CHARITIES,670000
Jeug Uitreik/Youth Outreach Idas Valley,Western Cape,CHARITIES,100000
Jireh Community Projects,Western Cape,CHARITIES,500000
Joy Day Care Centre,Western Cape,CHARITIES,50000
Joy for Life,Western Cape,CHARITIES,500000
Karoo Lelies,Western Cape,CHARITIES,56650
Khanyisa Educare Centre,Western Cape,CHARITIES,149000
Klein Kapteintjies Day Care Centre,Western Cape,CHARITIES,144767
Knysna Association for the Physically Disabled,Western Cape,CHARITIES,200000
Knysna Association for the Physically Disabled,Western Cape,CHARITIES,150000
Knysna Hospice,Western Cape,CHARITIES,417385
Knysna Sedgefield Hospice,Western Cape,CHARITIES,500000
"Kranshoek Child & Family Welfare Society, Plettenberg Bay",Western Cape,CHARITIES,300000
Ladismith Kinder en Gesingsorg,Western Cape,CHARITIES,362842
Laingsburg Child & Family Welfare Society,Western Cape,CHARITIES,40200
Lat Wiel Self Help,Western Cape,CHARITIES,160000
Lingelihle Old Age Home,Western Cape,CHARITIES,233481
Little Flower Pre-School,Western Cape,CHARITIES,100000
Little Stars Pre School,Western Cape,CHARITIES,250000
Llitha Labantu,Western Cape,CHARITIES,470000
Manenberg Pre-School,Western Cape,CHARITIES,300000
Margaret's House,Western Cape,CHARITIES,176000
Marsh Memorial Homes,Western Cape,CHARITIES,300000
Maryland Literacy Programme,Western Cape,CHARITIES,150000
Maryland Literacy Programme,Western Cape,CHARITIES,270865
Masakane Youth Centre,Western Cape,CHARITIES,100000
Masakhane Youth Centre,Western Cape,CHARITIES,666429
Masigcine Children's Home,Western Cape,CHARITIES,183391
Matie Community Service,Western Cape,CHARITIES,950000
Matie Community Service,Western Cape,CHARITIES,850000
Media & Training Centre for Health,Western Cape,CHARITIES,61150
Mosaic Training Service & Healing Centre for Women,Western Cape,CHARITIES,500000
Muscular Dystrophy Foundation,Western Cape,CHARITIES,600000
N & J Huisskool,Western Cape,CHARITIES,108200
N & J Huisskool,Western Cape,CHARITIES,94600
National War Memorial Health Foundation,Western Cape,CHARITIES,500000
National War Memorial Health Foundation,Western Cape,CHARITIES,200000
Nolubabalo Pre School,Western Cape,CHARITIES,50000
Nolukhanyo Educare Centre,Western Cape,CHARITIES,476014
Noluthando Educare Centre,Western Cape,CHARITIES,60000
Nomzamo Educare Centre,Western Cape,CHARITIES,91180
O.W.L. Haven Shelter,Western Cape,CHARITIES,233430
Oasis Association,Western Cape,CHARITIES,502100
Oasis Association,Western Cape,CHARITIES,250000
OIL Reach Out Adolescent Training,Western Cape,CHARITIES,100000
Olifantriver Association for the Physically Disabled,Western Cape,CHARITIES,500000
Orion Organisation,Western Cape,CHARITIES,400000
Oudtshoorn Vereeniging vir Ligaamlik Gestremdes,Western Cape,CHARITIES,406000
Overstrand Child & Youth Care Centre,Western Cape,CHARITIES,300000
Paarl & District Child & Family Welfare Society,Western Cape,CHARITIES,330100
Paarl & District Child & Family Welfare Society,Western Cape,CHARITIES,385888
Paarl Hospice,Western Cape,CHARITIES,350000
Parent Centre,Western Cape,CHARITIES,500000
Parent Centre,Western Cape,CHARITIES,396000
Philippi Trust SA,Western Cape,CHARITIES,50000
Plettenburg Bay Child & Family Welfare,Western Cape,CHARITIES,413999
Pondo Children's Village Trust McGregor,Western Cape,CHARITIES,120000
Qhamani Educare,Western Cape,CHARITIES,100000
Qhamani Educare,Western Cape,CHARITIES,215949
Rachel Swart Fund,Western Cape,CHARITIES,500000
Rachel Swart Fund,Western Cape,CHARITIES,400000
Rape Crisis,Western Cape,CHARITIES,1000000
Rape Crisis,Western Cape,CHARITIES,180000
Ravensmead Welfare Society,Western Cape,CHARITIES,300000
Robertson House,Western Cape,CHARITIES,300000
Rosemoor Dienssentrum vir Bejaardes,Western Cape,CHARITIES,200000
Rosemore Home for the Aged,Western Cape,CHARITIES,500000
Rural Development Support Programme,Western Cape,CHARITIES,179300
Rural Institute for Education & Training,Western Cape,CHARITIES,500000
SA Brain Research,Western Cape,CHARITIES,50000
SA Kinderhuis Cape Town,Western Cape,CHARITIES,500000
Saartjie Baartman Centre for Women & Children,Western Cape,CHARITIES,954617
Saartjie Baartman Centre for Women & Children,Western Cape,CHARITIES,603200
Salesian Institute Street Youth Projects,Western Cape,CHARITIES,730792
Salesian Projects Office,Western Cape,CHARITIES,421250
SANCA - Zululand,Western Cape,CHARITIES,200000
Selfhelp Manenberg,Western Cape,CHARITIES,400000
Sex Worker Education & Advocacy,Western Cape,CHARITIES,50000
Share Literacy Project,Western Cape,CHARITIES,100000
"Sisters Incorporated, Kenilworth",Western Cape,CHARITIES,250000
Siyazama Pre-School,Western Cape,CHARITIES,1693875
Skierelandse Beheerkomitee van die ACVV,Western Cape,CHARITIES,376992
Skierelandse Beheerkomittee van die ACVV,Western Cape,CHARITIES,748774
"Soyisile Pre-School, Nyanga",Western Cape,CHARITIES,632100
SPCA Garden Route,Western Cape,CHARITIES,100000
SPCA Montagu & Ashton,Western Cape,CHARITIES,100000
SPCA Oudtshoorn,Western Cape,CHARITIES,65000
SPCA Paarl,Western Cape,CHARITIES,100000
SPCA Robertson,Western Cape,CHARITIES,87285
SPCA Swellendam,Western Cape,CHARITIES,263991
St Joseph's Adult Education,Western Cape,CHARITIES,277532
St Luke's Hospice,Western Cape,CHARITIES,1000000
St Michael's Children's Home,Western Cape,CHARITIES,250000
St Michael's Children's Home,Western Cape,CHARITIES,200000
Stellenbosch Hospice,Western Cape,CHARITIES,546775
Sunrise Special Care Centre,Western Cape,CHARITIES,25000
Tikkun,Western Cape,CHARITIES,2500000
Trauma Centre for Survivors of Violence,Western Cape,CHARITIES,500000
Triangle Project,Western Cape,CHARITIES,50000
Triangle Project Cape Town,Western Cape,CHARITIES,50000
Turfhall Cheshire Home,Western Cape,CHARITIES,695183
Tygerberg Ass for the Physically Disabled,Western Cape,CHARITIES,124124
Umthathi Training Project,Western Cape,CHARITIES,600000
Uniondale Advice Office,Western Cape,CHARITIES,150000
Vera School for Autistic Learners,Western Cape,CHARITIES,717300
Victoria Service Centre for the Aged,Western Cape,CHARITIES,100000
Victoria Service Centre for the Aged,Western Cape,CHARITIES,150000
"Wallace Anderson Home, Riversdale",Western Cape,CHARITIES,506000
Wellington Child Welfare Organisation,Western Cape,CHARITIES,250000
Wellington Child Welfare Organisation,Western Cape,CHARITIES,134050
Wellington Society for the Aged,Western Cape,CHARITIES,200000
West Coast Ass for Persons with Disabilities,Western Cape,CHARITIES,250000
Western Cape Cerebral Palsy Association,Western Cape,CHARITIES,1500000
Western Cape Cerebral Palsy Association,Western Cape,CHARITIES,789231
"Wola Nani, Cape Town",Western Cape,CHARITIES,500000
"Women on Farms Project, Stellenbosch",Western Cape,CHARITIES,600000
Worcester Ekumeniesie Dienste,Western Cape,CHARITIES,535000
Zanempilo Trust,Western Cape,CHARITIES,500000
Zenzele Training & Development,Western Cape,CHARITIES,250000
Zizamele Educare Centre,Western Cape,CHARITIES,50000
