Project Number,Sector,Province,Name,Amount
64478,SPORTS,KWAZULU-NATAL,Kwavusumuzi High School,99350.0
64559,SPORTS,KWAZULU-NATAL,SAFA - Ethekwini Region,552398.0
60931,SPORTS,KWAZULU-NATAL,Kwa-Msinga Lower Primary School,100025.0
62680,SPORTS,KWAZULU-NATAL,Ndlelanhle Secondary School,96543.0
63124,SPORTS,KWAZULU-NATAL,Madlala Full Service School,70000.0
64688,SPORTS,KWAZULU-NATAL,Pinetown Senior Primary School,100000.0
61051,SPORTS,KWAZULU-NATAL,Wasbank Boxing Club,200254.0
61787,SPORTS,KWAZULU-NATAL,Ezimpakaneni Primary School,50340.0
63599,SPORTS,KWAZULU-NATAL,Siyahlomula Secondary School,87432.4
39640,SPORTS,KWAZULU-NATAL,KZN Gymnastics Union,368577.0
49009,SPORTS,KWAZULU-NATAL,Bellair Primary School,180000.0
62640,SPORTS,KWAZULU-NATAL,Nkiyankiya School,50000.0
60731,SPORTS,KWAZULU-NATAL,Manzamhlophe J S School,100000.0
61633,SPORTS,KWAZULU-NATAL,Horizon Farm Trust,47270.0
62727,SPORTS,KWAZULU-NATAL,Biva Public School,100000.0
47223,SPORTS,KWAZULU-NATAL,Vryheid Golf Club,200000.0
62474,SPORTS,KWAZULU-NATAL,Malanga H P School,69961.71
47113,SPORTS,KWAZULU-NATAL,Dundee Country Club,273000.0
62110,SPORTS,KWAZULU-NATAL,Otto Amateur Swimming Club,250000.0
62472,SPORTS,KWAZULU-NATAL,Emhlubulweni School Committee,53500.0
61963,SPORTS,KWAZULU-NATAL,Mbelebele Primary School,50000.0
61779,SPORTS,KWAZULU-NATAL,Phowane L P School,100000.0
63123,SPORTS,KWAZULU-NATAL,Sea View Primary School,99965.5
48736,SPORTS,KWAZULU-NATAL,Kwavulamehlo Public Primary School,106980.0
63744,SPORTS,KWAZULU-NATAL,Natal Canoe Club,101476.81
63268,SPORTS,KWAZULU-NATAL,Umbango Secondary School,99300.0
61945,SPORTS,KWAZULU-NATAL,Burford Primary School,100000.0
49297,SPORTS,KWAZULU-NATAL,University of Kwazulu Natal,1200000.0
62656,SPORTS,KWAZULU-NATAL,Emasangweni LP School,85696.0
62130,SPORTS,KWAZULU-NATAL,Sherwood Primary School,100000.0
62682,SPORTS,KWAZULU-NATAL,Mphondi Primary School,50000.0
69738,SPORTS,KWAZULU-NATAL,Project Empower,405000.0
60925,SPORTS,KWAZULU-NATAL,Ezakheleni Junior Secondary School,100000.0
61794,SPORTS,KWAZULU-NATAL,Kadwa Secondary School,50775.0
63607,SPORTS,KWAZULU-NATAL,Wembley Primary School,100000.0
61337,SPORTS,KWAZULU-NATAL,Isikhalisanamuhla Primary School,100000.0
63025,SPORTS,KWAZULU-NATAL,Brooklyn Heights Primary School,100000.0
64660,SPORTS,KWAZULU-NATAL,Sibusiso High School,100514.0
66835,SPORTS,KWAZULU-NATAL,Nothando JS School,100000.0
64919,SPORTS,KWAZULU-NATAL,Port Shepstone Volley Ball Association,104520.0
64197,SPORTS,KWAZULU-NATAL,Senzokuhle Creche and Pre-School,26442.3
65123,SPORTS,KWAZULU-NATAL,Ferndale Combined School,100000.0
61940,SPORTS,KWAZULU-NATAL,Emaswazini Primary School,100925.0
63222,SPORTS,KWAZULU-NATAL,Northlands Primary School,99760.0
64879,SPORTS,KWAZULU-NATAL,Gillitts Sports Club,182700.0
39485,SPORTS,KWAZULU-NATAL,Jai Hind Primary School,310000.0
47421,SPORTS,KWAZULU-NATAL,Olwandle High School,660000.0
47467,SPORTS,KWAZULU-NATAL,Berea West Senior Primary School,180000.0
48479,SPORTS,KWAZULU-NATAL,Victoria Primary School,180000.0
48733,SPORTS,KWAZULU-NATAL,Mzamoyethu Primary School,113030.0
48910,SPORTS,KWAZULU-NATAL,Tongaat Secondary School,100000.0
48965,SPORTS,KWAZULU-NATAL,Ridge Junior Primary School,167518.0
49011,SPORTS,KWAZULU-NATAL,Durban High School,180000.0
49295,SPORTS,KWAZULU-NATAL,Fairbreeze Secondary School,100000.0
61965,SPORTS,KWAZULU-NATAL,Mzomusha Primary School,99913.0
61973,SPORTS,KWAZULU-NATAL,Mthandi Combined Primary School,50000.0
62497,SPORTS,KWAZULU-NATAL,Umtentweni Tennis Club,200000.0
62557,SPORTS,KWAZULU-NATAL,Canoeing South Africa,2097613.0
62602,SPORTS,KWAZULU-NATAL,Phezulu High School,99035.45
62769,SPORTS,KWAZULU-NATAL,Manzamnyama Primary School,100000.0
63214,SPORTS,KWAZULU-NATAL,Cygnet Pre Primary School,50000.0
63370,SPORTS,KWAZULU-NATAL,Umhlali Preparatory School,100000.0
63480,SPORTS,KWAZULU-NATAL,Kwazulu Natal Triathlon Association,1000000.0
63492,SPORTS,KWAZULU-NATAL,Durban Rowing Club,200000.0
63775,SPORTS,KWAZULU-NATAL,Greenbury Primary School,100000.0
64482,SPORTS,KWAZULU-NATAL,Kloof High School,100000.0
64488,SPORTS,KWAZULU-NATAL,Hillcrest Tennis Club,200000.0
64516,SPORTS,KWAZULU-NATAL,John Wesley Kosi Bay Private School,99943.0
64846,SPORTS,KWAZULU-NATAL,ST Anthony School,99927.0
64857,SPORTS,KWAZULU-NATAL,Arsenal Football Club,25000.0
65050,SPORTS,KWAZULU-NATAL,Sunflower Womens FC,200000.0
65101,SPORTS,KWAZULU-NATAL,Verulam Secondary School,100000.0
65284,SPORTS,KWAZULU-NATAL,Sukumani Community Organisation,42261.0
65303,SPORTS,KWAZULU-NATAL,Sastri Park Secondary School,100000.0
75546,SPORTS,KWAZULU-NATAL,Sineke Primary School,300000.0
21270,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Timbila Poetry Project,1481000.0
56680,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Hoedspruit Training Trust,122560.0
56516,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Neotha Arts & Culture,330800.0
55114,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Global White Lion Protection Trust,131012.0
55331,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Rivoningo Family Preservation Project,408416.04
56315,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Elim Care Group Project,300000.0
72688,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Rehlahlilwe Home Community Based Care,513740.35
72907,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Valoyi Traditional Authority Trust,2096000.0
73038,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Itireleng Educational Project,1028538.0
73148,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Vhalondoti Cultural Clan,2724542.11
73170,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Elim-Hlanganani Society for the Aged,250000.0
73251,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Lefine Makgomo Drop In Centre,1410250.0
73252,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Lenkwane La Maphiri Drop In Centre,4000000.0
73289,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Human Resource & Social Information Centre,546489.0
73297,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Mokwasele Primary School,300000.0
73513,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Lehlogonolo Educare Centre,240512.0
73575,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,FAMSA Limpopo,479904.0
73678,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Matsila Community Development Trust,1.356E7
73784,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Matsila Community Development Trust,1738110.66
73858,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Matsila Community Development Trust,4475965.0
73947,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,The Best Art Centre,297000.0
74855,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Fihliwa Community Organisation,898516.2
74891,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Golang Kulani Early Learning Centre,475000.0
74921,"ARTS, CULTURE AND NATIONAL HERITAGE",LIMPOPO,Matsila Community Development Trust,4422000.0
66237,CHARITIES,LIMPOPO,Mphego Child Resource Centre,402996.0
59536,CHARITIES,LIMPOPO,Lufuno Drop In Centre,434319.0
59563,CHARITIES,LIMPOPO,Unity Day Care Centre,262539.0
59614,CHARITIES,LIMPOPO,Ntshuxekani Community Home Base Org,485750.0
59031,CHARITIES,LIMPOPO,Grootkop Creche,41150.0
68826,CHARITIES,LIMPOPO,Leratong Stimulation,130450.0
66109,CHARITIES,LIMPOPO,Makushu Musholombi Community Creche,87500.0
69381,CHARITIES,LIMPOPO,Gorutha Centre,287000.0
68532,CHARITIES,LIMPOPO,Choice Comprehensive Health Care Trust,679228.0
58526,CHARITIES,LIMPOPO,Botlokwa Disabled Centre,226728.0
67748,CHARITIES,LIMPOPO,Dudisanang Kgabedi Project,95878.0
67695,CHARITIES,LIMPOPO,Magwedzha Home Base Care,90750.0
67354,CHARITIES,LIMPOPO,Vhushavhelo AIDS Project Support,883150.0
68850,CHARITIES,LIMPOPO,Batau Creche,100014.0
66303,CHARITIES,LIMPOPO,Itumeleng Communities Orphanage Centre,620497.0
68096,CHARITIES,LIMPOPO,Boitumelo Educare Centre,179500.0
67197,CHARITIES,LIMPOPO,Kodumela Community Creche,113000.0
65604,CHARITIES,LIMPOPO,Zaaiplaas Bambanani Home Based Care,587000.0
67675,CHARITIES,LIMPOPO,Tshimbupfe Home Based Care,423010.0
67238,CHARITIES,LIMPOPO,Mogoto Drop In Centre,590000.0
66357,CHARITIES,LIMPOPO,Nhlahla-N-Day Care Centre/ Creche,91307.0
67727,CHARITIES,LIMPOPO,Potgietersrus Service Centre for the Aged,162000.0
68867,CHARITIES,LIMPOPO,Reratile Community Day Care,93566.0
67758,CHARITIES,LIMPOPO,Mankweng Advisory Centre,84500.0
67883,CHARITIES,LIMPOPO,Kurhuleni Home Based Care,152500.0
63363,CHARITIES,LIMPOPO,Ipelegeng Educare Centre,212190.0
67004,CHARITIES,LIMPOPO,Lefine Makgomo Drop In Centre,175350.0
67755,CHARITIES,LIMPOPO,Sefele Creche,69391.0
68124,CHARITIES,LIMPOPO,Community Responsiveness Programme,417500.0
53783,CHARITIES,LIMPOPO,Lehlabile Development Project,240454.0
67749,CHARITIES,LIMPOPO,Reja le Lena Drop in Centre,199454.0
69033,CHARITIES,LIMPOPO,Mpelegeng Early Learning Centre,79550.0
69612,CHARITIES,LIMPOPO,Naledi Community Creche,280900.0
65509,CHARITIES,LIMPOPO,Phologo Drop In Centre,53150.0
65828,CHARITIES,LIMPOPO,Dakari Home Based Care Project,242800.0
65760,CHARITIES,LIMPOPO,Tshepong Child. Pro.Ass,234800.0
59064,CHARITIES,LIMPOPO,Samaritan Family Care Organisation,268930.0
67003,CHARITIES,LIMPOPO,Manepa Day Care Centre,121380.0
66723,CHARITIES,LIMPOPO,Kuvonakala Day Care Centre,113849.0
65164,CHARITIES,LIMPOPO,Mamphela Ramphele Creche,454950.0
68461,CHARITIES,LIMPOPO,SAVF Tzaneen,260900.0
51664,CHARITIES,LIMPOPO,Maledu Creche,206841.0
57938,CHARITIES,LIMPOPO,Bambanani Home Based Care Project,287750.0
57492,CHARITIES,LIMPOPO,Shammah Drop In Centre,216209.0
64271,CHARITIES,LIMPOPO,Seed of Hope & Community Based Care,155400.0
59346,CHARITIES,LIMPOPO,Eisleben Drop In Centre,261125.0
65770,CHARITIES,LIMPOPO,Are Ikemeng Womens Health Development Org,200350.0
64320,CHARITIES,LIMPOPO,Vurhonga Day Care,243256.0
58337,CHARITIES,LIMPOPO,Kgopodi Primary School,150000.0
52940,CHARITIES,LIMPOPO,Ramongwana Primary School,355738.0
57565,CHARITIES,LIMPOPO,Rekgonakayena Disability Project,43481.0
66990,CHARITIES,LIMPOPO,Nsuku Early Learning Centre,125555.0
50863,CHARITIES,LIMPOPO,God Is Love Creche,195013.0
54296,CHARITIES,LIMPOPO,Jim Rhangane Secondary School,117523.0
67333,CHARITIES,LIMPOPO,Vuwani Home Based Care,199000.0
64380,CHARITIES,LIMPOPO,Shayandima Community Creche,126600.0
56916,CHARITIES,LIMPOPO,Early Academic Creche,93950.0
59339,CHARITIES,LIMPOPO,Roossenekal Home Based Care,345588.0
66632,CHARITIES,LIMPOPO,Tshirenzheni Community Creche,330358.0
67055,CHARITIES,LIMPOPO,Ebenenza Day Care Centre,124580.0
53170,CHARITIES,LIMPOPO,Hlanganani Malamulele Society for the Aged,175250.0
59245,CHARITIES,LIMPOPO,Bright Morning Star Nursery T/A Brick Making Sub Project,1682300.0
66023,CHARITIES,LIMPOPO,Vurhonga Drop-In Centre,71250.0
65514,CHARITIES,LIMPOPO,Mmalebe Community Creche,205062.0
59240,CHARITIES,LIMPOPO,Smokey Home Base Care,390000.0
64374,CHARITIES,LIMPOPO,Dikoting Centre for the Elderly,140449.0
66998,CHARITIES,LIMPOPO,Motumpane Day Care Centre,134428.0
67348,CHARITIES,LIMPOPO,Refiloe OVC Centre,229750.0
59561,CHARITIES,LIMPOPO,Hlatlaganya Drop In Centre,415718.0
67010,CHARITIES,LIMPOPO,Dyondzani Day Care Centre,158006.0
65497,CHARITIES,LIMPOPO,Babanana Day Care Centre,183782.0
54505,CHARITIES,LIMPOPO,Letaba Skool vir Gestremdes,370000.0
66011,CHARITIES,LIMPOPO,(Dzimauli) Rambuda Home Based Care 2,250494.0
65513,CHARITIES,LIMPOPO,Masechaba Creche,195425.0
65972,CHARITIES,LIMPOPO,Mashau Home Based Care,300000.0
55270,CHARITIES,LIMPOPO,Ikageng Kromhoek Drop-in Centre,232806.0
60206,CHARITIES,LIMPOPO,Ikgopoleng Drop In Centre,174454.0
66125,CHARITIES,LIMPOPO,Loveday Nursery Centre,90704.0
57280,CHARITIES,LIMPOPO,Hlayisekani Community Home Project Care,221832.0
64743,CHARITIES,LIMPOPO,Leratong Disability Centre,179855.0
51126,CHARITIES,LIMPOPO,Tshakhuma Ditike Home Based Care,154500.0
65179,CHARITIES,LIMPOPO,Guyuni Community Home Based Care Project,161075.0
60063,CHARITIES,LIMPOPO,Lufuno Home Based Care,273645.0
54780,CHARITIES,LIMPOPO,Tiyiselani Nkomo Day Care Centre,160530.0
59544,CHARITIES,LIMPOPO,Releleng Drop In Centre,375623.0
59281,CHARITIES,LIMPOPO,Mahlafolane Day Care Centre,476001.0
65890,CHARITIES,LIMPOPO,Keep The Dream 196,251000.0
69445,CHARITIES,LIMPOPO,Enable Area Development Program,125250.0
55378,CHARITIES,LIMPOPO,Makgeila Creche,63965.0
55284,CHARITIES,LIMPOPO,Rirhandzu Early Learn Centre,113190.0
66143,CHARITIES,LIMPOPO,Straighthardt Home Based Care,152750.0
53033,CHARITIES,LIMPOPO,Mhlava-Wellem Day Care Centre,216622.0
71971,CHARITIES,LIMPOPO,Thushang-Pfunani Disabled Project,101700.0
66456,CHARITIES,LIMPOPO,Nesengani Home Based Care Project,200000.0
68216,CHARITIES,LIMPOPO,Mothoa Maleka Aphane Community Creche,95372.0
59077,CHARITIES,LIMPOPO,Ranoto Drop in Centre,295194.0
61373,CHARITIES,LIMPOPO,Elshaddai Farm Ministry,187250.0
51983,CHARITIES,LIMPOPO,Makhushane Drop-In Centre,356000.0
55579,CHARITIES,LIMPOPO,Seshego Ikageng Community HBC & Orphans Centre,337931.0
54751,CHARITIES,LIMPOPO,Lafata Project,321053.0
65806,CHARITIES,LIMPOPO,Ntobeng Creche,101000.0
64263,CHARITIES,LIMPOPO,Muila Londolani Community Home Based Care,223500.0
65111,CHARITIES,LIMPOPO,Bophelo Pelo Community Development,129114.0
65974,CHARITIES,LIMPOPO,Tsogang Re Itirele Home Based Care,182800.0
63593,CHARITIES,LIMPOPO,Santa Mamokgobishi Community Care Group,271989.0
52293,CHARITIES,LIMPOPO,Tafelkop Lesedi Home Based Care,192000.0
45239,CHARITIES,LIMPOPO,Mzilela Early Learning Centre,147400.0
66146,CHARITIES,LIMPOPO,Dambuwo Community Home Based Care,245546.0
52476,CHARITIES,LIMPOPO,Yahweh Educare Centre,220101.0
66469,CHARITIES,LIMPOPO,Reatlegile Drop in Centre,200000.0
65913,CHARITIES,LIMPOPO,Life Orientation Home Based Care,143150.0
55590,CHARITIES,LIMPOPO,Itsoseng Batsofe Project,309213.0
53926,CHARITIES,LIMPOPO,Simunye Drop In Centre,213425.0
67012,CHARITIES,LIMPOPO,Mapitlula Rethabile Day Care Centre,155485.0
68033,CHARITIES,LIMPOPO,Tshilwavhusiku Care Group Health Centre,136600.0
50450,CHARITIES,LIMPOPO,Magatagabotse School,225000.0
56895,CHARITIES,LIMPOPO,Amos Mahloana Pre-School,71334.0
66259,CHARITIES,LIMPOPO,Tsireledzo Home Based Care,80130.0
65209,CHARITIES,LIMPOPO,Lehlogonolo Educare Centre,90102.0
65697,CHARITIES,LIMPOPO,Community Health Development Project,167500.0
68881,CHARITIES,LIMPOPO,Mowela Rethabile Creche,57500.0
71063,CHARITIES,LIMPOPO,Tondani Day Care Centre,70000.0
68569,CHARITIES,LIMPOPO,Hoedspruit Training Trust,391383.0
68822,CHARITIES,LIMPOPO,Musina Old Age Group,169000.0
66535,CHARITIES,LIMPOPO,Letaba-Helen Franz Bursary Scheme,211000.0
69100,CHARITIES,LIMPOPO,Mpho Creche,137752.0
65853,CHARITIES,LIMPOPO,Bennde Mutale Home Based Care,127999.0
66106,CHARITIES,LIMPOPO,Opret Community Health Care Centre,207500.0
65857,CHARITIES,LIMPOPO,Phakgamang Re Tiisane Ba Phalaborwa,249600.0
67833,CHARITIES,LIMPOPO,Tshilidzini Society for the Care of the Aged,584000.0
67005,CHARITIES,LIMPOPO,Rabohale Day Care Centre,272653.0
66139,CHARITIES,LIMPOPO,Life Savers Foundation,121074.0
69021,CHARITIES,LIMPOPO,Centre For Positive Care,589400.0
67345,CHARITIES,LIMPOPO,Mafotsha Pre-School,141000.0
65809,CHARITIES,LIMPOPO,Phindulo Community Home Based Care,194069.0
51248,CHARITIES,LIMPOPO,Radzambo Secondary School,95511.0
70523,CHARITIES,LIMPOPO,Dirisanang Drop in Centre,327000.0
67049,CHARITIES,LIMPOPO,Motloo Creche,132220.0
66908,CHARITIES,LIMPOPO,Thohoyandou Community Home Based Care,135000.0
67470,CHARITIES,LIMPOPO,Seobi-Dikgale Way-Forward Care Group,608500.0
66151,CHARITIES,LIMPOPO,Vusanani Home Based Care,179692.0
45685,CHARITIES,LIMPOPO,Badiegile Community Project,572000.0
71926,CHARITIES,LIMPOPO,Bulang Mahlo Home Based Care,397000.0
71607,CHARITIES,LIMPOPO,Batlaphela Bakone Service Centre,152700.0
65444,CHARITIES,LIMPOPO,Lenyenye Creche,449480.0
66915,CHARITIES,LIMPOPO,Moruleng Creche,175942.0
69032,CHARITIES,LIMPOPO,Tshilidzi Community Creche,179000.0
67973,CHARITIES,LIMPOPO,Wundlani Child Day Care,168900.0
66459,CHARITIES,LIMPOPO,Mohlarekoma Home Based Care,368000.0
58004,CHARITIES,LIMPOPO,Charlotte Makgomo Mannya-Maxeke Community Project,477150.0
66467,CHARITIES,LIMPOPO,Tshedza Dots Supporters,200000.0
52703,CHARITIES,LIMPOPO,Makoko Secondary School,27507.0
58836,CHARITIES,LIMPOPO,Mmamati Wa Tsie Drop In Centre,336650.0
51080,CHARITIES,LIMPOPO,Makhado Youth Development Organisation,144650.0
71601,CHARITIES,LIMPOPO,Devrede Home Based Care,149696.0
71546,CHARITIES,LIMPOPO,Molwantwa Drop in Centre,156750.0
69814,CHARITIES,LIMPOPO,Mabotsha Home Based Care Project,326800.0
71559,CHARITIES,LIMPOPO,Byldrift Community Home Based Care,159888.0
70274,CHARITIES,LIMPOPO,Montsosa Bosego Creche,100354.0
67030,CHARITIES,LIMPOPO,Thabang Bethany Creche,144855.0
71654,CHARITIES,LIMPOPO,Re Hloka Eng Drop in Centre,135850.0
71660,CHARITIES,LIMPOPO,Fahloshanang Home Based Care,181850.0
48920,CHARITIES,LIMPOPO,Phasoane Secondary School,100000.0
50693,CHARITIES,LIMPOPO,Mamone Home Based Care Project,239000.0
50758,CHARITIES,LIMPOPO,Kedishi Secondary School,336806.0
52000,CHARITIES,LIMPOPO,Magofa Coomunity Creche,98500.0
52583,CHARITIES,LIMPOPO,Africa Cry Aids Pandemic Organization,219200.0
53201,CHARITIES,LIMPOPO,Serokoloana Primary,200000.0
54148,CHARITIES,LIMPOPO,Ratanang Creche,22400.0
54319,CHARITIES,LIMPOPO,Guwela Drop-In Centre,178941.0
54505,CHARITIES,LIMPOPO,Letaba Skool vir Gestremdes,370000.0
56720,CHARITIES,LIMPOPO,Moilanong Matsepe Primary School,275000.0
56911,CHARITIES,LIMPOPO,Magate-Leope Primary School,150000.0
57474,CHARITIES,LIMPOPO,Ndiya Hamutsha School,169025.0
57538,CHARITIES,LIMPOPO,Msengi Drop-In Centre,472022.0
57692,CHARITIES,LIMPOPO,Musa Wenkosi Pre-School,151117.0
57902,CHARITIES,LIMPOPO,Mantlhanyane Secondary School,150000.0
57961,CHARITIES,LIMPOPO,Motlake Creche,119305.0
57979,CHARITIES,LIMPOPO,Motheo Creche,271680.0
58439,CHARITIES,LIMPOPO,Setotolwane Elsen School,584857.0
58533,CHARITIES,LIMPOPO,Phadzima Home Based Care,196177.0
59038,CHARITIES,LIMPOPO,Tooseng Home Based Care,450669.0
59084,CHARITIES,LIMPOPO,Lebowakgomo Pre-School,238543.0
59936,CHARITIES,LIMPOPO,Bopanang Community Based Organisation,258850.0
64268,CHARITIES,LIMPOPO,Mampa Drop In Centre,222024.0
64332,CHARITIES,LIMPOPO,Khanyisa Child and Youth Development Project,67000.0
65219,CHARITIES,LIMPOPO,Santa Sedibeng Community Care Group,243712.0
65507,CHARITIES,LIMPOPO,Taukgaga Pre-School,84050.0
65578,CHARITIES,LIMPOPO,Nweli Home Based Care,335000.0
65869,CHARITIES,LIMPOPO,Makgalaborwa Centre for the Mentally and Physically Disable Project,135200.0
65915,CHARITIES,LIMPOPO,Santa Motsephiri Community Based Care,156240.0
65934,CHARITIES,LIMPOPO,Hlulani Home Based Care,316850.0
65976,CHARITIES,LIMPOPO,Baphuthaditshaba Drop In Centr,128448.0
66012,CHARITIES,LIMPOPO,Lephoula Creche,100000.0
66130,CHARITIES,LIMPOPO,Maupa Drop-In Centre,228049.0
66144,CHARITIES,LIMPOPO,Matsa Konde Health Care & AIDS Awa Project,181200.0
66247,CHARITIES,LIMPOPO,Matolo Creche,152104.0
66302,CHARITIES,LIMPOPO,Hlatlaganya Drop In Centre,920900.0
66310,CHARITIES,LIMPOPO,Gingirikani Matsakali Organisation,125349.0
66343,CHARITIES,LIMPOPO,Mapungubwe Home Based Care,388600.0
66345,CHARITIES,LIMPOPO,Mmakwena Creche and Pre-School,134298.0
66362,CHARITIES,LIMPOPO,Lesedi Drop-In Centre,74900.0
66455,CHARITIES,LIMPOPO,The Malamulele Mental Health Society,171141.0
66645,CHARITIES,LIMPOPO,Nduvheni Community Creche,81500.0
66711,CHARITIES,LIMPOPO,HIV / AIDS Prevention Group,674200.0
66800,CHARITIES,LIMPOPO,Human Resource & Social Information Centre,483500.0
66815,CHARITIES,LIMPOPO,Tautlou Day Care,49200.0
66843,CHARITIES,LIMPOPO,SPCA Phalaborwa,446943.0
66876,CHARITIES,LIMPOPO,SANCA PE,921900.0
66966,CHARITIES,LIMPOPO,APD Northern Province,665400.0
66967,CHARITIES,LIMPOPO,Lufuno Home Based Care,843008.0
66985,CHARITIES,LIMPOPO,James Mokgadi Day Care Centre,125562.0
66992,CHARITIES,LIMPOPO,Khethuku Day Care Centre,123050.0
66997,CHARITIES,LIMPOPO,Mohokone Day Care Centre,138691.0
67020,CHARITIES,LIMPOPO,Ngwako Mathekga Educare Centre,219894.0
67036,CHARITIES,LIMPOPO,Selae Day Care Centre,139485.0
67056,CHARITIES,LIMPOPO,Kuranta Day Care Centre,139358.0
67063,CHARITIES,LIMPOPO,Molatelo Day Care Centre,137080.0
67122,CHARITIES,LIMPOPO,Messina Advice Office,153675.0
67240,CHARITIES,LIMPOPO,Simunye Drop In Centre,301500.0
67464,CHARITIES,LIMPOPO,Train Up a Child Educare Centre,381500.0
67473,CHARITIES,LIMPOPO,Thari Ya Sechaba,764691.0
67516,CHARITIES,LIMPOPO,Kgabela Learning Centre Creche,279778.0
67531,CHARITIES,LIMPOPO,Bambanani Home Based Care Project,325000.0
67532,CHARITIES,LIMPOPO,Ndindani Nursery School,114403.0
67541,CHARITIES,LIMPOPO,Maserumule Park Community Based Care,143483.0
67721,CHARITIES,LIMPOPO,Dithabaneng Home Based Care(DHBC),107000.0
67873,CHARITIES,LIMPOPO,Itukisetseng Home Based Care,210000.0
68032,CHARITIES,LIMPOPO,Londotanani Drop-In Centre,247850.0
68107,CHARITIES,LIMPOPO,Mninginisi Early Learning Centre,631200.0
68120,CHARITIES,LIMPOPO,Munna Ndi nnyi,325000.0
68193,CHARITIES,LIMPOPO,Sethele Community Creche,186100.0
68383,CHARITIES,LIMPOPO,Nebo Community Victim Support Centre,486000.0
68452,CHARITIES,LIMPOPO,FAMSA Limpopo,984352.0
68543,CHARITIES,LIMPOPO,The Sumbandila Scholarship Trust,183350.0
68808,CHARITIES,LIMPOPO,Marapong HIV/AIDS Care Group,292000.0
68816,CHARITIES,LIMPOPO,Nakedi Drop in Centre,139850.0
68857,CHARITIES,LIMPOPO,Zamokuhle Community Creche,80065.0
68971,CHARITIES,LIMPOPO,ABC Ikageng Creche,22500.0
69060,CHARITIES,LIMPOPO,New Life Consultants,359000.0
69160,CHARITIES,LIMPOPO,Progress Pre-School and Creche,139750.0
69274,CHARITIES,LIMPOPO,Pax Drop-In Centre,173021.0
69415,CHARITIES,LIMPOPO,Seleka Home Community Based Care,250500.0
69501,CHARITIES,LIMPOPO,Pfunanani Home Based Care,239300.0
69511,CHARITIES,LIMPOPO,Rikonise Home Based Care,311445.0
69658,CHARITIES,LIMPOPO,Londolani Home Based Care,273000.0
69821,CHARITIES,LIMPOPO,Tshamulungwi Home Based Care Masetoni,170550.0
70010,CHARITIES,LIMPOPO,Khakhu Victim Empowerment Intergrated Elder Persons Youth Development,71000.0
70026,CHARITIES,LIMPOPO,Fahloshang Project,357000.0
70210,CHARITIES,LIMPOPO,Mohube Creche,133800.0
70255,CHARITIES,LIMPOPO,Tiyiselani Mageva Early Learning Centre,281199.0
70290,CHARITIES,LIMPOPO,God Is Love Creche,97897.0
70291,CHARITIES,LIMPOPO,Maolinyana Day Care Centre,301000.0
70403,CHARITIES,LIMPOPO,Kwelobohloko Tzaneen Catholic Parish HIV/AIDS Project,405943.0
70439,CHARITIES,LIMPOPO,Relemogile Rural Development Project,205000.0
70457,CHARITIES,LIMPOPO,Mamasegare Creche,138500.0
70476,CHARITIES,LIMPOPO,Itsani Home Based Care and Aids Awareness,114500.0
70592,CHARITIES,LIMPOPO,Gudani Mutakalo Community Project,112356.0
70615,CHARITIES,LIMPOPO,Mveledzandivho Pre-School,124750.0
70620,CHARITIES,LIMPOPO,Eisleben Home Based Care,469000.0
70649,CHARITIES,LIMPOPO,Dikgale Home Based Care,247000.0
70768,CHARITIES,LIMPOPO,Tipfuxeni Community Counselling Centre,254200.0
70775,CHARITIES,LIMPOPO,Sepitsi Creche,39540.0
71059,CHARITIES,LIMPOPO,Lepelle Health & Social Services Consortium,400600.0
71089,CHARITIES,LIMPOPO,Tsakani Society on Alcoholism & Drug Dependence,260299.0
71434,CHARITIES,LIMPOPO,Makotse Womens Club,372300.0
71444,CHARITIES,LIMPOPO,Bophelo Bja Batho Home Community Based Care,425350.0
