Province,Sector,Project Number,Name,Amount
GAUTENG,CHARITIES,69471,Intuthuko Creche And Preschool,178414.0
GAUTENG,CHARITIES,69506,Wedela Pre-Primary School,157246.0
GAUTENG,CHARITIES,69535,Osizweni Day Care Soup Kitchen,110598.0
GAUTENG,CHARITIES,69596,Ekhaya Foundation,99760.0
GAUTENG,CHARITIES,69767,Asibavikele Support Group,350100.0
GAUTENG,CHARITIES,69977,Neo Preschool & Creche,78660.0
GAUTENG,CHARITIES,69995,Nomfundo Preschool,166937.0
GAUTENG,CHARITIES,70276,The Thusanani Childrens Foundation Trust,158588.0
GAUTENG,CHARITIES,70554,Zichabangeleni Self-Help Association,1385575.0
GAUTENG,CHARITIES,70588,Noluthando Creche and Pre School,296500.0
GAUTENG,CHARITIES,70625,SPCA Vanderbijlpark / Sasolburg & Districts,450840.0
GAUTENG,CHARITIES,70666,Masihlanganeni Association For The Blind,231550.0
GAUTENG,CHARITIES,70666,Masihlanganeni Association For The Blind,231550.0
GAUTENG,CHARITIES,70734,Leboeng Home Based Care,43500.0
GAUTENG,CHARITIES,70743,Life Line Johannesburg,990102.0
GAUTENG,CHARITIES,70847,Fatyela Preschool,139050.0
GAUTENG,CHARITIES,70881,Rising Star Preschool,117267.0
GAUTENG,CHARITIES,70881,Rising Star Preschool,117267.0
GAUTENG,CHARITIES,70893,Imbali Enhle Day Care Centre,160500.0
GAUTENG,CHARITIES,70912,Thlolo World Bible School Support Group & Projects,73899.0
GAUTENG,CHARITIES,71087,Columba 1400 SA Trust,2000000.0
GAUTENG,CHARITIES,71196,Tshepo Tumelong Day Care Centre,161650.0
GAUTENG,CHARITIES,71246,The National Burn Association of South Africa,300000.0
GAUTENG,CHARITIES,72191,Sendlalelo Caring Organisation,208050.0
GAUTENG,CHARITIES,72204,Thiesa Burgers Pre Primary School,280350.0
GAUTENG,CHARITIES,72224,Sehlakoane creche,105500.0
GAUTENG,CHARITIES,72505,Khomanani Katlehong Home Based Care HIV & AIDS,292050.0
GAUTENG,CHARITIES,72506,Junior Tech Nursery School,492100.0
GAUTENG,CHARITIES,72517,SANCA Greater Heidelberg,817400.0
GAUTENG,CHARITIES,72521,Kitso-Net,580495.0
GAUTENG,CHARITIES,72530,Little Teddies Day Care Centre,130147.0
GAUTENG,CHARITIES,72534,Sunshine Preschool,564534.0
GAUTENG,CHARITIES,72562,Westbury AIDS Support Group,371500.0
GAUTENG,CHARITIES,75050,Ebuhleni Bethu Edu-Care Centre,136000.0
GAUTENG,CHARITIES,75051,Maano Communnity Development Projects,82500.0
GAUTENG,CHARITIES,85930,Thabo Mbeki Devpt Trst for Disabled People,1574300.0
GAUTENG,CHARITIES,86007,Little Eden Society for Care,2505000.0
GAUTENG,CHARITIES,86028,Gauteng Childrens Rights Committee,1634854.0
GAUTENG,CHARITIES,86038,Bakone Community Home Based Care Centre,633000.0
GAUTENG,CHARITIES,86073,Johannesburg Childrens Home,2970000.0
GAUTENG,CHARITIES,86116,CHOC-Childhood Cancer Foundation SA,4664000.0
GAUTENG,CHARITIES,86239,Twins Day Care,669500.0
GAUTENG,CHARITIES,86275,Tshwane North Outreach,753300.0
GAUTENG,CHARITIES,86639,Legae La Bana Home Based Care,824000.0
GAUTENG,CHARITIES,87295,Botshabelo Community Home Based Care,547500.0
GAUTENG,MISCELLANEOUS,75129,Kagiso Trust,4499994.34
GAUTENG,MISCELLANEOUS,75146,G.E.M Village Irene,217054.92
GAUTENG,MISCELLANEOUS,75187,Tshwane Youth Arts Festival,943200.0
GAUTENG,MISCELLANEOUS,75206,Thuso/Sizo Home Based Care,1000000.0
GAUTENG,MISCELLANEOUS,75324,Teachers Education and Curriculum Help South Africa,1500000.0
GAUTENG,MISCELLANEOUS,75372,The Down Syndrome Association,723890.0
GAUTENG,MISCELLANEOUS,75442,Dance Forum,3412446.12
GAUTENG,MISCELLANEOUS,75472,SASCOC,1500000.0
GAUTENG,MISCELLANEOUS,79793,The Tommorrow Trust,865000.0
GAUTENG,MISCELLANEOUS,80153,Kgatelopele Rehabilitation Centre,1952204.8
GAUTENG,MISCELLANEOUS,80153,Kgatelopele Rehabilitation Centre,488051.2
GAUTENG,MISCELLANEOUS,80214,Winners in Commitment,815850.0
GAUTENG,MISCELLANEOUS,80875,Katlehong Early Learning Resource Unit,420000.0
GAUTENG,MISCELLANEOUS,81292,Lebogang Mpho Early Learning Centre,185700.0
GAUTENG,MISCELLANEOUS,81351,Fear Free Life,314160.0
GAUTENG,MISCELLANEOUS,81457,Show Me Your Number,800000.0
GAUTENG,MISCELLANEOUS,81612,Technology Education in the Rural School,375708.0
GAUTENG,MISCELLANEOUS,82906,Albinism Society of South Africa,1000000.0
GAUTENG,MISCELLANEOUS,82988,Moses Mabhida Foundation,2000000.0
GAUTENG,MISCELLANEOUS,82988,Moses Mabhida Foundation,2000000.0
GAUTENG,MISCELLANEOUS,85784,BWOSA-Black Women Organisation,300000.0
GAUTENG,MISCELLANEOUS,86240,Thuto Bophelo,250000.0
GAUTENG,SPORTS,78004,Fish Hoek Surf-Lifesaving Club,196750.0
GAUTENG,SPORTS,76226,Olievenhoutbosch Secondary School,282248.04
GAUTENG,SPORTS,11645,Central Gauteng Athletics,250000.0
GAUTENG,SPORTS,11946,Technickon Witwatersrand,474000.0
GAUTENG,SPORTS,32314,Volleyball South Africa,3155000.0
GAUTENG,SPORTS,32357,Bowls South Africa,1325641.0
GAUTENG,SPORTS,32616,Gauteng Cricket Board,539868.0
GAUTENG,SPORTS,38255,University of Pretoria,2250000.0
GAUTENG,SPORTS,40020,Troyeville Primary School,350000.0
GAUTENG,SPORTS,40101,Isikhumbuzo High School,173000.0
GAUTENG,SPORTS,40111,Siyaphambili Secondary School,172721.0
GAUTENG,SPORTS,46156,SA National Archery Association,500000.0
GAUTENG,SPORTS,46482,Tshwane South College for FET,2000000.0
GAUTENG,SPORTS,46525,Randfontein Local Municipality,2500000.0
GAUTENG,SPORTS,46679,Gauteng Softball Association,614000.0
GAUTENG,SPORTS,46724,Northerns Cricket Union,1125000.0
GAUTENG,SPORTS,46731,Squash South Africa,1782320.0
GAUTENG,SPORTS,46809,South African Riding for the Disabled Association,50000.0
GAUTENG,SPORTS,47321,Gauteng North Table Tennis Board,415982.0
GAUTENG,SPORTS,49157,Modilati Junior Secondary School,100000.0
GAUTENG,SPORTS,60454,Ntsele Primary School,100000.0
GAUTENG,SPORTS,60904,South African Korfball Federation,1997000.0
GAUTENG,SPORTS,60940,Bophelo/Impilo Community Association,50000.0
GAUTENG,SPORTS,61095,SAFA Winterveldt Local Football Association,250000.0
GAUTENG,SPORTS,61099,Whispers Speech And Hearing Centre,49303.0
GAUTENG,SPORTS,61182,Swimming South Africa,4000000.0
GAUTENG,SPORTS,61759,Melodi LP Primary School,100000.0
GAUTENG,SPORTS,61992,SASCOC,2.8666668E7
GAUTENG,SPORTS,62190,Matsediso School Committee,50000.0
GAUTENG,SPORTS,62239,Yeoville Community School,50000.0
GAUTENG,SPORTS,62299,Wedela Technical High School,99813.0
GAUTENG,SPORTS,62420,Eastern Gauteng Badminton Association,248200.0
GAUTENG,SPORTS,62543,Eastern Gauteng Wrestling Association,498641.0
GAUTENG,SPORTS,63507,Pretoria Police Rugby Club,199985.0
GAUTENG,SPORTS,63522,Rietvlei Akademie Skool,97661.75
GAUTENG,SPORTS,63651,Kungwini Welfare Organisation,50000.0
GAUTENG,SPORTS,63692,Setjhaba Sohle Secondary School,100399.0
GAUTENG,SPORTS,63730,Casa Do Sol Association,50500.0
GAUTENG,SPORTS,63954,Gauteng Netball,1000000.0
GAUTENG,SPORTS,64007,Randfontein Rugby Club,184958.53
GAUTENG,SPORTS,64070,Siphethu Primary School,100000.0
GAUTENG,SPORTS,64371,Easterns Squash,214000.0
GAUTENG,SPORTS,64461,Randburg Bowls Club,180000.0
GAUTENG,SPORTS,64550,Hoerskool Johan Jurgens High School,100511.52
GAUTENG,SPORTS,64742,Hoerskool Wonderfontein,100000.0
GAUTENG,SPORTS,65365,Centurion Rugby Club,200630.26
GAUTENG,SPORTS,65791,Michael Zulu Primary School,100000.0
GAUTENG,SPORTS,66287,Blue Bulls Rugby Union,1273600.0
GAUTENG,SPORTS,72798,SASCOC,1.5E7
GAUTENG,SPORTS,75433,SASCOC,4000000.0
GAUTENG,SPORTS,75511,Bodubelo Primary School,300000.0
GAUTENG,SPORTS,75530,Olifantsvlei Primary School,300000.0
GAUTENG,SPORTS,75534,Tiisetso-Bekezela Primary School,300000.0
GAUTENG,SPORTS,75630,Springfield Junior Secondary School,300000.0
GAUTENG,SPORTS,75657,Centurion Gymnastics Club,200000.3
GAUTENG,SPORTS,75733,Lekoa Athletics Club,152229.8
GAUTENG,SPORTS,75760,Qedusizi Primary School,300000.0
GAUTENG,SPORTS,76206,Rand Gold Primary School,300000.0
GAUTENG,SPORTS,76228,Florida Lake Canoe Club,200114.0
GAUTENG,SPORTS,76244,Seageng Secondary School,299999.86
GAUTENG,SPORTS,76261,Mighty Squad Football Club,113676.3
GAUTENG,SPORTS,76323,Rivoningo Primary School,300000.0
GAUTENG,SPORTS,76497,Lulama Higher Primary School,301479.53
GAUTENG,SPORTS,76506,Mehlareng Combined Farm School,300000.0
GAUTENG,SPORTS,76547,Delfos Football Club,200000.0
GAUTENG,SPORTS,76603,Parkrand Tennis Club,200000.0
GAUTENG,SPORTS,76639,ST Athanasius Orthodox Christian School,300000.0
GAUTENG,SPORTS,76649,Thaba Jabula Secondary School,300000.0
GAUTENG,SPORTS,76655,Phomolong Secondary School,300000.0
GAUTENG,SPORTS,76659,Gugulesizwe Primary School,300000.0
GAUTENG,SPORTS,76665,Ratanda Primary School,300000.0
GAUTENG,SPORTS,76675,Motsweding Primary School,300068.0
GAUTENG,SPORTS,76787,Wisani Primary School,299043.33
GAUTENG,SPORTS,76790,Inxiweni Primary School,300000.0
GAUTENG,SPORTS,76794,Leihlo Primary School,299843.0
GAUTENG,SPORTS,76822,Umnyezane Primary Farm School,300000.0
GAUTENG,SPORTS,76834,Emfundisweni Primary School,300000.0
GAUTENG,SPORTS,76928,Windmill Park Primary School,300000.0
GAUTENG,SPORTS,76936,Nkone Maruping Primary School,300000.0
GAUTENG,SPORTS,76945,Windmill Park  Secondary School,300000.0
GAUTENG,SPORTS,76956,Emadwaleni Secondary School,259002.0
GAUTENG,SPORTS,76958,Maboelleng Primary School,261272.04
GAUTENG,SPORTS,76962,Duduza Primary School,300000.0
GAUTENG,SPORTS,76965,Fundulwazi Secondary School,260022.6
GAUTENG,SPORTS,76967,Moqhaka Secondary School,260022.6
GAUTENG,SPORTS,76968,Bopasenatla Secondary School,300000.0
GAUTENG,SPORTS,76971,JB Marks Primary School,300000.0
GAUTENG,SPORTS,77036,Bovet Primary School,58100.0
GAUTENG,SPORTS,77041,Sizuzile Primary School,301450.0
GAUTENG,SPORTS,77085,Siamisang Higher Primary,300000.0
GAUTENG,SPORTS,77086,Vukosi Primary School,300000.0
GAUTENG,SPORTS,77090,Kekana Primary School,300000.0
GAUTENG,SPORTS,77263,Langaville Primary School,250000.0
GAUTENG,SPORTS,77366,Dabulamanzi Canoe Club,197604.28
GAUTENG,SPORTS,78914,Sibonile School for the Visually Impaired,300000.0
GAUTENG,SPORTS,78919,Mohlodi Primary School,300000.0
GAUTENG,SPORTS,79590,Pimville Cameroon Football Club,184448.0
GAUTENG,SPORTS,79600,Zola Juventus,130848.0
GAUTENG,SPORTS,79607,Zola Seven Stars Football Club,180490.0
GAUTENG,SPORTS,79615,Eleven Aces Football Club,143519.99
GAUTENG,SPORTS,79623,Doornkop Football Club,107290.0
GAUTENG,SPORTS,79657,Doornkop United Football Club,158589.0
GAUTENG,SPORTS,79672,Vultures Athletic Club,190672.0
GAUTENG,SPORTS,79693,Black Horns Development Club,166332.71
GAUTENG,SPORTS,79713,Orange Farm Trampoline Club,201000.0
GAUTENG,SPORTS,79734,Zola Sports Academy,200421.33
GAUTENG,SPORTS,79781,Vuyani Primary School,300268.3
GAUTENG,SPORTS,79786,Esokwazi Secondary School,300000.0
GAUTENG,SPORTS,79788,Inkululeko Yesizwe Combined School,229214.98
GAUTENG,SPORTS,79790,Zithulele Primary School,234250.0
GAUTENG,SPORTS,79819,Chipa-Tabane Secondary School,299820.0
GAUTENG,SPORTS,79843,Tim Modise Primary School,299250.0
GAUTENG,SPORTS,80069,Modiselle Primary School,300000.0
GAUTENG,SPORTS,80070,Lucas Motshabanosi Secondary School,257321.61
GAUTENG,SPORTS,80079,Makgatho Primary School,300022.48
GAUTENG,SPORTS,80751,Swimming South Africa,3001000.0
GAUTENG,SPORTS,80756,Netball South Africa,1200000.0
GAUTENG,SPORTS,80757,Roller Sport South Africa,1200000.0
GAUTENG,SPORTS,80758,South African Student Sports Union,6026000.0
GAUTENG,SPORTS,80768,SASCOC,1.720689857E7
GAUTENG,SPORTS,80775,South African Korfball Federation,1198650.0
GAUTENG,SPORTS,80779,South African Table Tennis Board,1200000.0
GAUTENG,SPORTS,80787,Triathlon South Africa,1275000.0
GAUTENG,SPORTS,80788,Rowing South Africa,3000000.0
GAUTENG,SPORTS,80789,Triathlon South Africa,3000000.0
GAUTENG,SPORTS,80807,Athletics South Africa,3000000.0
GAUTENG,SPORTS,80812,Special Olympics South Africa,1499976.01
GAUTENG,SPORTS,80841,South African Deaf Sport Federation,1510000.0
GAUTENG,SPORTS,80846,South African Water Ski Federation,1498893.0
GAUTENG,SPORTS,80876,South African Golf Association,1200000.0
GAUTENG,SPORTS,80990,Cricket South Africa,1200000.0
GAUTENG,SPORTS,81206,Boxing South Africa,2641833.34
GAUTENG,SPORTS,81206,Boxing South Africa,2641833.33
GAUTENG,SPORTS,81210,Mavu Sports and Education,3000000.0
GAUTENG,SPORTS,81211,Mavu Sport and Education,2827867.2
GAUTENG,SPORTS,81603,Triathlon South Africa,3162000.0
GAUTENG,SPORTS,82595,Soweto Football Association,1000000.0
GAUTENG,SPORTS,82595,Soweto Football Association,769530.0
GAUTENG,SPORTS,82601,South African Equestrian Council,1296496.56
GAUTENG,SPORTS,82993,SASCOC,2.6E7
GAUTENG,SPORTS,82993,SASCOC,3.4E7
GAUTENG,SPORTS,84196,Pretoria Gold Club,1901939.18
GAUTENG,SPORTS,84486,Lulamisa Community Development Orginisation,6.4E7
GAUTENG,SPORTS,84787,Maropeng Primary School,300000.0
GAUTENG,SPORTS,98174,SASCOC,6.3E7
KWA-ZULU NATAL,ARTS,13360,Ethekwini Municipality,1.312E7
KWA-ZULU NATAL,ARTS,34732,Natal Society of Arts,1021931.4
KWA-ZULU NATAL,ARTS,42142,Durban Music School,1060000.0
KWA-ZULU NATAL,ARTS,43094,Womens Leadership Training Programme,538200.0
KWA-ZULU NATAL,ARTS,43202,African Conservation Trust,828375.0
KWA-ZULU NATAL,ARTS,43204,African Conservation Trust,400000.0
KWA-ZULU NATAL,ARTS,46053,African Conservation Trust,3391887.0
KWA-ZULU NATAL,ARTS,46195,Mzunduzi Innovation & Development Institute Trust,2921630.0
KWA-ZULU NATAL,ARTS,54710,African Conservation Trust,5050705.0
KWA-ZULU NATAL,ARTS,54964,Manzamnyama Creche,292885.0
KWA-ZULU NATAL,ARTS,55010,Siwela Sonke Dance Theatre,671760.0
KWA-ZULU NATAL,ARTS,55977,Phoenix Community Centre,2940400.0
KWA-ZULU NATAL,ARTS,56304,Phumelela Educational Training Project,5394941.42
KWA-ZULU NATAL,ARTS,56365,Andhra Maha Sabha of South Africa,134068.0
KWA-ZULU NATAL,ARTS,56367,Project Preparation Trust of KZN,371073.1
KWA-ZULU NATAL,ARTS,56410,Natal Blind & Deaf Society-Finance Committee,392000.0
KWA-ZULU NATAL,ARTS,56453,Green Network,2020572.0
KWA-ZULU NATAL,ARTS,56469,Art for Humanity,99052.0
KWA-ZULU NATAL,ARTS,56576,Thubalethu Creche,168006.89
KWA-ZULU NATAL,ARTS,56672,Inkosenezigi Secondary School,74109.5
KWA-ZULU NATAL,ARTS,59272,Durban Music School,200000.0
KWA-ZULU NATAL,ARTS,65685,Itekeng Homebased Care,386239.0
KWA-ZULU NATAL,ARTS,72610,Gandhi Development Trust,350000.0
KWA-ZULU NATAL,ARTS,72849,Embocroft Training Centre,405787.8
KWA-ZULU NATAL,ARTS,72901,Project Gateway,570000.0
KWA-ZULU NATAL,ARTS,72902,Zakhele Training Trust,987125.0
KWA-ZULU NATAL,ARTS,72912,Khulani Children's Shelter,1820297.7
KWA-ZULU NATAL,ARTS,72927,Ngwenya Msomi Primary School,917478.5
KWA-ZULU NATAL,ARTS,72930,Bhekulwandle School,582170.5
KWA-ZULU NATAL,ARTS,72971,Childline Kwazulu Natal,300000.0
KWA-ZULU NATAL,ARTS,72976,Twist Theatre Development Projects,1189854.0
KWA-ZULU NATAL,ARTS,73031,Port Shepstone Twinning Association,570000.0
KWA-ZULU NATAL,ARTS,73037,Natal Society for the Blind,540000.0
KWA-ZULU NATAL,ARTS,73072,Werda High School,199999.94
KWA-ZULU NATAL,ARTS,73132,Natal Blind And Deaf Society,1182001.25
KWA-ZULU NATAL,ARTS,73137,The Hillcrest Aids Centre Trust,163455.6
KWA-ZULU NATAL,ARTS,73155,Free Me Wildlife Rehabilitation KZN,296595.32
KWA-ZULU NATAL,ARTS,73368,St Anthony's Home,1188563.65
KWA-ZULU NATAL,ARTS,73412,Phoenix Community Centre,2399871.0
KWA-ZULU NATAL,ARTS,73422,Ilembe District Municipality,300000.0
KWA-ZULU NATAL,ARTS,73450,Kwazulu-Natal Museum,450000.0
KWA-ZULU NATAL,ARTS,73475,Zizameleni Action Group,300000.0
KWA-ZULU NATAL,ARTS,73506,CBR Education & Training for Empower,299305.3
KWA-ZULU NATAL,ARTS,73561,Durban & Coastal Mental Health,42806.0
KWA-ZULU NATAL,ARTS,73563,Kwazulu-Natal Youth Orchestra,568938.0
KWA-ZULU NATAL,ARTS,73586,Folweni Community Resource Centre,897000.0
KWA-ZULU NATAL,ARTS,73590,Zisize Ingwavuma Educational Trust,570000.0
KWA-ZULU NATAL,ARTS,73602,Ukusa Arts Programme,365520.0
KWA-ZULU NATAL,ARTS,73604,English Language Educational Trust,627000.0
KWA-ZULU NATAL,ARTS,73652,Mpilonhle Organisation,570000.0
KWA-ZULU NATAL,ARTS,73665,Kwamakhutha Community Resource Centre,7731669.0
KWA-ZULU NATAL,ARTS,73798,Inkanyamba Development,856080.0
KWA-ZULU NATAL,ARTS,73804,Inkanyamba Development,1365000.0
KWA-ZULU NATAL,ARTS,73915,University Of Kwazulu Natal,4611941.4
KWA-ZULU NATAL,ARTS,73978,Tembaletu Trust,924660.0
KWA-ZULU NATAL,ARTS,73980,The Duzi-Umngeni Conservation Trust,570000.0
KWA-ZULU NATAL,ARTS,73985,Biowatch South Africa,704850.0
KWA-ZULU NATAL,ARTS,74024,Natal Canoe Club,300000.0
KWA-ZULU NATAL,ARTS,74055,Melokuhle Combined School,200000.0
KWA-ZULU NATAL,ARTS,74159,Esayidi FET College,6580000.0
KWA-ZULU NATAL,ARTS,74242,Africa Productions Trading Trust,1740000.0
KWA-ZULU NATAL,ARTS,74259,Kuswag School,185158.98
KWA-ZULU NATAL,ARTS,74282,Brighton Beach Senior Primary School,200000.0
KWA-ZULU NATAL,ARTS,74294,Khulani Children's Shelter,945000.0
KWA-ZULU NATAL,ARTS,74300,Kwazulu-Natal Arts and CultureTrust,1.0329211E7
KWA-ZULU NATAL,ARTS,74304,Intinyane Lower Primary School,693330.0
KWA-ZULU NATAL,ARTS,74309,Hillary Primary School,192034.06
KWA-ZULU NATAL,ARTS,74353,Ntinini Primary School,200000.0
KWA-ZULU NATAL,ARTS,74356,Lotto Primary School,199000.0
KWA-ZULU NATAL,ARTS,74358,Mhlakothi High School,200000.0
KWA-ZULU NATAL,ARTS,74371,Mziwenkosi Primary School,100000.0
KWA-ZULU NATAL,ARTS,74376,Bethulo Public Primary School,200000.0
KWA-ZULU NATAL,ARTS,74378,Ntabende Primary School,192410.0
KWA-ZULU NATAL,ARTS,74385,Mfunzi Combined School,200000.0
KWA-ZULU NATAL,ARTS,74390,Kubuyakwezwe Primary School,200000.0
KWA-ZULU NATAL,ARTS,74486,Thuthukani Special School,84531.0
KWA-ZULU NATAL,ARTS,74488,Network Action Group,249883.2
KWA-ZULU NATAL,ARTS,74495,Bat Centre Trust,570000.0
KWA-ZULU NATAL,ARTS,74497,Clowns Without Borders,570000.0
KWA-ZULU NATAL,ARTS,74509,Luvisi Primary School,200000.0
KWA-ZULU NATAL,ARTS,74511,Zindlalele Secondary School,200000.0
KWA-ZULU NATAL,ARTS,74516,Fabeni Primary School,199670.0
KWA-ZULU NATAL,ARTS,74517,Emtateni Primary School,200000.0
KWA-ZULU NATAL,ARTS,74518,Nteneshana Primary School,196440.0
KWA-ZULU NATAL,ARTS,74524,Pro Nobis School,120000.0
KWA-ZULU NATAL,ARTS,74526,Melokuhle Combined School,200000.0
KWA-ZULU NATAL,ARTS,74529,Zamokuhle Primary School,200000.0
KWA-ZULU NATAL,ARTS,74531,Macingwane High School,200000.0
KWA-ZULU NATAL,ARTS,74533,Biggaberg Primary School,157478.0
KWA-ZULU NATAL,ARTS,74534,Siyabonga Secondary School,199400.0
KWA-ZULU NATAL,ARTS,74536,Mzimela Primary School,200000.0
KWA-ZULU NATAL,ARTS,74538,Intoyethu Primary School,200000.0
KWA-ZULU NATAL,ARTS,74544,Mgombane Primary School,200000.0
KWA-ZULU NATAL,ARTS,74553,Esibila Primary School,200000.0
KWA-ZULU NATAL,ARTS,74576,Sampofu Primary School,200000.0
KWA-ZULU NATAL,ARTS,74591,Nyoniyezwe Secondary School,200000.0
KWA-ZULU NATAL,ARTS,74595,Livangeli Primary School,200000.0
KWA-ZULU NATAL,ARTS,74597,Mashunka  Primary School,200000.0
KWA-ZULU NATAL,ARTS,74598,Ndabankulu Primary School,200000.0
KWA-ZULU NATAL,ARTS,74599,Khulani Primary School,200000.0
KWA-ZULU NATAL,ARTS,74605,Khanyisani Primary School,200000.0
KWA-ZULU NATAL,ARTS,74609,Pietermaritzburg Gay & Lesbian Network,335150.0
KWA-ZULU NATAL,ARTS,74612,Mzomusha Primary School,200000.0
KWA-ZULU NATAL,ARTS,74613,Ulwazi Primary School,200000.0
KWA-ZULU NATAL,ARTS,74614,Music Voyage,300000.0
KWA-ZULU NATAL,ARTS,74617,Hlubi High School,200000.0
KWA-ZULU NATAL,ARTS,74621,Umgungundlovu Community Radio,300000.0
KWA-ZULU NATAL,ARTS,74624,Ndlelanhle Secondary School,98200.0
KWA-ZULU NATAL,ARTS,74626,Mkhuphulangwenya Primary School,200000.0
KWA-ZULU NATAL,ARTS,74627,Dumabemsola Primary School,198200.0
KWA-ZULU NATAL,ARTS,74632,Makhandana Primary School,200000.0
KWA-ZULU NATAL,ARTS,74633,Mbomvu Higher Primary School,172997.89
KWA-ZULU NATAL,ARTS,74647,Kwanqunqushe Primary School,200000.0
KWA-ZULU NATAL,ARTS,74652,Siphimfundo Senior Secondary School,200000.0
KWA-ZULU NATAL,ARTS,74654,Muntu High School,200000.0
KWA-ZULU NATAL,ARTS,74662,Mawele Memorial High School,100000.0
KWA-ZULU NATAL,ARTS,75061,Kwamakhutha Community Resource Centre,831911.0
KWA-ZULU NATAL,ARTS,75073,Umphithi Theatre Project Management,399600.0
KWA-ZULU NATAL,ARTS,86016,Heritage Development Trust,8021502.4
KWA-ZULU NATAL,ARTS,88143,Indoni SA,2396642.1
KWA-ZULU NATAL,ARTS,88143,Indoni SA,599160.52
KWA-ZULU NATAL,ARTS,90875,Kwazulu-Natal Arts and CultureTrust,9000000.0
KWA-ZULU NATAL,ARTS,91629,South African National Council YMCA,4799920.0
KWA-ZULU NATAL,ARTS,92597,St Anthony's Home,1933155.0
KWA-ZULU NATAL,ARTS,37888,Umtapo Centre,302400.0
KWA-ZULU NATAL,CHARITIES,70964,Harmony Retreat,133000.0
KWA-ZULU NATAL,CHARITIES,50176,Ncengimpilo Home Based  Care,109500.0
KWA-ZULU NATAL,CHARITIES,51408,Qhubekani Creche and Preschool,79389.0
KWA-ZULU NATAL,CHARITIES,51784,Siyasiza Health And Development Society,332800.0
KWA-ZULU NATAL,CHARITIES,53905,Ilungelo Home Based Training Development,250000.0
KWA-ZULU NATAL,CHARITIES,54732,Mandosi Lower Primary School,396000.0
KWA-ZULU NATAL,CHARITIES,57001,Sinozwelo Resource Centre,199994.0
KWA-ZULU NATAL,CHARITIES,58233,Isinamuva High School,197500.0
KWA-ZULU NATAL,CHARITIES,59204,ST. Alphonse Thembalethu HIV/AIDS Programme,236200.0
KWA-ZULU NATAL,CHARITIES,64103,Amakhumbuza Community Development,200000.0
KWA-ZULU NATAL,CHARITIES,64104,Intando Community Project,157354.0
KWA-ZULU NATAL,CHARITIES,64111,Isiduduzo Coomunity Development,100000.0
KWA-ZULU NATAL,CHARITIES,64746,Pietermaritzburg Childrens Homes,780000.0
KWA-ZULU NATAL,CHARITIES,66032,Living Hope Halfway House,799468.0
KWA-ZULU NATAL,CHARITIES,66240,Lihlithemba Noah Centre,141750.0
KWA-ZULU NATAL,CHARITIES,66261,Child Welfare Ukhahlamba Thuthukani,258500.0
KWA-ZULU NATAL,CHARITIES,66280,Thokomala Orphan Care Organisation,500000.0
KWA-ZULU NATAL,CHARITIES,66314,Siyadingana Community Service Project,101750.0
KWA-ZULU NATAL,CHARITIES,66971,Phaphamani Creche & Preschool,69503.0
KWA-ZULU NATAL,CHARITIES,67259,Ahihhanyeni Community Project,77500.0
KWA-ZULU NATAL,CHARITIES,67460,Imbali Encane Creche,194558.0
KWA-ZULU NATAL,CHARITIES,67588,Umvoti Aids Centre,445000.0
KWA-ZULU NATAL,CHARITIES,67609,Mary Queen Creche and Preschool,115806.0
KWA-ZULU NATAL,CHARITIES,67643,Eagle Training and Development,139500.0
KWA-ZULU NATAL,CHARITIES,67729,The Durban Holocaust Resource Centre Trust,157374.0
KWA-ZULU NATAL,CHARITIES,67995,Ekukhanyeni Creche & Preschool,40645.0
KWA-ZULU NATAL,CHARITIES,68000,Khanyisa Creche,341076.0
KWA-ZULU NATAL,CHARITIES,68223,Siphesihle Flint Creche,48550.0
KWA-ZULU NATAL,CHARITIES,68492,Sidlubhedu Creche & Preschool,112500.0
KWA-ZULU NATAL,CHARITIES,68495,Mbalenhle Creche & Pre- School,153955.0
KWA-ZULU NATAL,CHARITIES,68499,Machobeni Creche,129500.0
KWA-ZULU NATAL,CHARITIES,68518,Velabahleke Educare Centre,112569.0
KWA-ZULU NATAL,CHARITIES,69175,Joy Creche,83323.0
KWA-ZULU NATAL,CHARITIES,69407,Tholithemba E.C.D Centre,75503.0
KWA-ZULU NATAL,CHARITIES,69479,Hlangabeza Luncheon Club,255868.0
KWA-ZULU NATAL,CHARITIES,69686,Pietermaritzburg Association for the Aged,601055.0
KWA-ZULU NATAL,CHARITIES,69697,Heifer Project,512000.0
KWA-ZULU NATAL,CHARITIES,69803,Family  Health & Communication,195918.0
KWA-ZULU NATAL,CHARITIES,69812,Las Vegas Skills and Development Centre,81100.0
KWA-ZULU NATAL,CHARITIES,69895,SA Riding for the Disabled-Durban,200000.0
KWA-ZULU NATAL,CHARITIES,69899,Nsengeni Creche,61000.0
KWA-ZULU NATAL,CHARITIES,69928,Ubumbano Drop-In Centre,131644.0
KWA-ZULU NATAL,CHARITIES,70111,Ntambanana HIV/AIDS Project,168750.0
KWA-ZULU NATAL,CHARITIES,70245,Pretty Angels Creche,92882.0
KWA-ZULU NATAL,CHARITIES,70361,Ikhambi Drop In And Information Centre,151500.0
KWA-ZULU NATAL,CHARITIES,70504,Siyaphambili Qondile Home Based Care,186000.0
KWA-ZULU NATAL,CHARITIES,70601,Asiphile E ST James Lamontville,103100.0
