Date,"Project Number",Name,Amount
2017-07-13T00:00:00Z,90401,"MAKAPANSTAD AD RURAL DEVELOPMENT CENTRE",1250000.0
2017-05-11T00:00:00Z,90402,"KHAYA TSHEPO HOME OF HOPE FOR VULNERABLE CHILDREN",171000.0
2018-02-09T00:00:00Z,90409,"MASITHETHE COUNSELLING SERVICES",380167.0
2017-09-07T00:00:00Z,90411,"AFRICANA LIBRARY TRUST",354044.68
2017-04-12T00:00:00Z,90417,"MANCI SIQALILE COMMUNITY SERVICE",795169.0
2017-11-21T00:00:00Z,90450,"RAPHAEL SUPPORT AND SKILLS DEVELOPMENT ORGANISATION",293000.0
2017-09-07T00:00:00Z,90468,"ATLEGANG CREATIVE YOUTH PRODUCTION",98387.28
2017-07-20T00:00:00Z,90479,"KIMBERLEY BOYS HIGH SCHOOL",183008.2
2017-07-07T00:00:00Z,90481,"OBAKENG DISABILITY ORGANISATION",576800.0
2018-03-16T00:00:00Z,90486,"NELSON MANDELA BAY TOURISM",189743.5
2017-12-20T00:00:00Z,90487,"EASTERN CAPE PHILHARMONI SOCIETY",863384.0
2018-01-16T00:00:00Z,90497,"MZOMTSHA CHILDREN'S HOME",688000.0
2017-07-07T00:00:00Z,90509,"MANGAUNG STRING PROGAMME",950000.0
2018-03-16T00:00:00Z,90514,"MUSIC ACADEMY OF GAUTENG",288024.0
2017-04-07T00:00:00Z,90516,"THE IFA LETHU FOUNDATION",438400.0
2017-04-26T00:00:00Z,90520,TIQWA,163643.0
2017-04-07T00:00:00Z,90521,"KIMBERLEY GIRLS' HIGH SCHOOL",259848.65
2017-08-08T00:00:00Z,90529,"HANDS ON !",400000.0
2017-09-28T00:00:00Z,90546,"TSUVUKA PRIMARY SCHOOL",194261.52
2017-04-19T00:00:00Z,90548,"THE SOUTH AFRICAN SAN INSTITUTE TRUST",473000.0
2017-09-13T00:00:00Z,90571,"APD BENEDE ORANJE",349500.0
2017-12-05T00:00:00Z,90592,"PERFOMING ARTS AND CULTURE DEVELOPMENT",365360.0
2017-12-14T00:00:00Z,90593,"MASIZAME TRAINING CENTRE FOR INTELLECTUAL IMPAIRED",598040.0
2017-06-29T00:00:00Z,90605,"NOMZAMO SPECIAL CARE CENTRE",483500.0
2018-03-29T00:00:00Z,90615,"KWASIZABANTU COMMUNITY DEVELOPMENT PROJECT FOR THE AGED",168000.0
2017-05-05T00:00:00Z,90628,"KAROO DEVELOPMENT FOUNDATION",1477916.0
2018-03-16T00:00:00Z,90628,"KAROO DEVELOPMENT FOUNDATION",369479.0
2017-11-17T00:00:00Z,90631,CHRISTELIKE,237709.0
2018-01-25T00:00:00Z,90635,"ALCOHOL & DRUG HELP CENTRE",103400.0
2017-05-03T00:00:00Z,90639,"INDONI DANCE ARTS AND LEARDERSHIP ACADEMY",200000.0
2018-01-19T00:00:00Z,90639,"INDONI DANCE ARTS AND LEARDERSHIP ACADEMY",50000.0
2017-11-14T00:00:00Z,90662,"ZWARINE CULTURAL PROMOTIONS",264080.0
2017-10-19T00:00:00Z,90685,"DIABETES SOUTH AFRICA",299500.0
2017-05-03T00:00:00Z,90728,"SELLO'S COMPUTER INSTITUTE",497450.0
2017-07-07T00:00:00Z,90769,"ABUNDANT POSSIBILITIES COMMUNICATION FOUNDATION",400000.0
2017-08-08T00:00:00Z,90770,"MAFIKENG FM",205500.0
2017-04-12T00:00:00Z,90808,"AZOLA DAY CARE CENTRE",150000.0
2017-11-17T00:00:00Z,90817,"CHILD WELFARE SOUTH AFRICA PORT ST. JOHNS",350000.0
2017-08-17T00:00:00Z,90826,"PORT ST JOHNS COMMUNITY LEGAL ADVICE CENTRE",503100.0
2017-08-21T00:00:00Z,90835,"CAPE TOWN ENVIROMENTAL EDUCATION TRUST",400000.0
2017-08-21T00:00:00Z,90840,"ITSELENG YOUTH CLUB",384800.0
2017-12-14T00:00:00Z,90855,"SIHLANGENE PROJECT",608688.0
2017-05-11T00:00:00Z,90858,"NOXOLO CARE CENTRE",304000.0
2017-11-28T00:00:00Z,90859,"JABULANI RURAL HEALTH FOUNDATION",200000.0
2018-01-19T00:00:00Z,90868,"SIYAKHANA YOUTH OUTREACH AND EDUCATIONAL PROGRAMME TRUST",437737.0
2017-11-14T00:00:00Z,90873,"MASIMANYANE WOMAN'S SUPPORT CENTRE",2365000.0
2017-09-28T00:00:00Z,90887,"GAUTENG MUSIC DEVELOPMENT",1317200.0
2017-05-25T00:00:00Z,90897,"EKWENZENI PRIMARY SCHOOL",50000.0
2017-06-05T00:00:00Z,90899,"BHAMBATHA PRIMARY SCHOOL",50000.0
2017-11-17T00:00:00Z,90910,"MAKGOKGWANA DROP IN CENTRE",145958.0
2017-09-28T00:00:00Z,90919,"THE MIGHTY GIANTS RUGBY CLUB",130424.0
2017-10-27T00:00:00Z,90963,"ALLIANCE FOR PARENTING EDUCARE IN AFRICA",60000.0
2017-10-27T00:00:00Z,91069,"ONS TUISTE A CVV DIENSTAK",109500.0
2017-12-20T00:00:00Z,91074,"LUTHANDO PRE",111475.0
2017-07-07T00:00:00Z,91104,"ATLEHANG BABIES DAY CARE",79500.0
2017-11-28T00:00:00Z,91109,"MUKHOMI PFUNEKANI DROP IN CENTRE",100000.0
2017-06-29T00:00:00Z,91113,"MAKUKHANYE DAY CARE CENTRE",100000.0
2017-06-29T00:00:00Z,91120,"PHAKAMANI DAY CARE CENTRE",80000.0
2017-04-26T00:00:00Z,91123,"THEMBEKA CHILD & YOUTH CENTRE",75000.0
2017-08-21T00:00:00Z,91124,"NOORDGESIG EVANGELISTIC LIFE SKILLS DEVELOPMENT",80000.0
2017-05-05T00:00:00Z,91125,UNAKO,61750.0
2018-02-09T00:00:00Z,91126,"SIVUNYIWE IKHWEZI PRE",175000.0
2017-07-07T00:00:00Z,91135,"FURTHERING ARTISTS MEDIA ENTITY",399568.0
2017-09-07T00:00:00Z,91138,"IKAMOHELENG COMMUNITY PROJECT FREE STATE",100000.0
2017-10-13T00:00:00Z,91155,"ZOE DANCE ACADEMY",120000.0
2017-05-12T00:00:00Z,91157,"YAYAMA HOME COMMUNITY BASED CARE PROJECT",122450.0
2017-11-14T00:00:00Z,91164,"ELUNCEDWENI COMMUNITY BASED SUPPORT CENTRE",80000.0
2017-05-25T00:00:00Z,91169,"BUYAMBO CULTURAL REVIVAL",36370.0
2017-12-15T00:00:00Z,91169,"BUYAMBO CULTURAL REVIVAL",36370.0
2017-09-28T00:00:00Z,91171,"KIDZCALL NPC",299534.0
2018-01-09T00:00:00Z,91171,KIDZCALL,299533.0
2017-12-05T00:00:00Z,91175,"ILINGELETHU DAY CARE CENTRE",100000.0
2017-05-25T00:00:00Z,91182,"TSALANANG CULTURAL GROUP",363875.0
2017-06-29T00:00:00Z,91191,"PHUMELELANI DAY CARE CENTRE",70000.0
2018-02-15T00:00:00Z,91194,"EMTHONJENI WOKUPHILA CENTRE FOR THE AGED AND CHILDERN",252000.0
2017-04-26T00:00:00Z,91208,"VUSISIZWE DAY CARE CENTRE",100000.0
2017-08-01T00:00:00Z,91210,"ZIMASA DAY CARE CENTRE",100000.0
2017-08-25T00:00:00Z,91215,"NZONDELELO DAY CARE CENTRE",100000.0
2017-04-26T00:00:00Z,91233,"MOTHEHO DAY CARE AND PRE",100000.0
2017-11-17T00:00:00Z,91233,"MOTHEHO DAY CARE AND PRE",96660.0
2017-05-25T00:00:00Z,91235,"MOHAUNG EDUCARE CENTRE",187450.0
2017-08-01T00:00:00Z,91237,"MOHLAKANENG PRE SCHOOL",245000.0
2018-02-09T00:00:00Z,91252,REBOLOKEHILE,79812.0
2018-03-16T00:00:00Z,91254,"FREEDOM CARE COMMUNITIES BASE ORGANISATION",161000.0
2017-05-12T00:00:00Z,91259,"CEE JAY TELEKA EDUCARE CENTRE",253342.0
2017-05-12T00:00:00Z,91260,"WHY SALA",100000.0
2017-08-01T00:00:00Z,91267,"SOUTHERN FREESTATE MENTAL HEALTH SOCIETY",826500.0
2017-05-12T00:00:00Z,91278,"JEMINA LETSIE CRECHE",220500.0
2017-08-30T00:00:00Z,91288,"VRYSTAATVERSOGING INAKASIE TAK KROONSTAD",221910.0
2018-03-07T00:00:00Z,91309,"THE GOEDGEDACHT  ROMAN CATHOLIC TRUST",350000.0
2017-05-03T00:00:00Z,91313,"ASSOCIATION FOR PERSONS WITH DISABILITIES: FREE STATE",785000.0
2018-02-09T00:00:00Z,91314,"NTSOANATSATSI DAY CARE CENTRE",121000.0
2017-08-23T00:00:00Z,91316,"KAPA BOKONE COMMUNITY ARTS CENTRE",100000.0
2017-11-17T00:00:00Z,91318,"LETHABONG DAY CARE CENTRE",181500.0
2017-10-13T00:00:00Z,91321,"HUIS MARANATA (DIENSVERTAKKING VAN VRYSTAAT VERSORGING IN AKSIE)",60400.0
2017-10-13T00:00:00Z,91322,"MORESON ACVV KINDER",80100.0
2018-02-09T00:00:00Z,91324,"LESEDI DAY CARE CENTRE",100000.0
2017-08-15T00:00:00Z,91329,"FAMILIES SOUTH AFRICA",708411.0
2017-12-14T00:00:00Z,91333,"BETHESDA MEDICAL & RELIEF SERVICES NPC",158148.0
2017-08-01T00:00:00Z,91334,"AURORA ALKOHOL EN DWELMSENTRUM",1118901.0
2017-08-25T00:00:00Z,91342,"FREE STATE CARE IN ACTION",350500.0
2018-01-16T00:00:00Z,91346,REALEBOGA,200000.0
2018-03-16T00:00:00Z,91350,VRYSTAAT,491000.0
2017-10-13T00:00:00Z,91354,"HUIS SORGVRY SENTRUM VIR BEJAARDES, REITZ",126896.0
2017-06-21T00:00:00Z,91356,"NOMZAMO DAY CARE CENTER",100000.0
2017-07-24T00:00:00Z,91358,"ASEMAHLE EDUCARE CENTRE",100000.0
2017-08-25T00:00:00Z,91362,"SIGN LANGUAGE EDUCATION AND DEVELOPMENT",419288.0
2017-09-07T00:00:00Z,91366,"KNYSNA / SEDGEFIELD HOSPICE",720000.0
2018-03-16T00:00:00Z,91366,"KNYSNA SEDGEFIELD HOSPICE",720000.0
2017-10-13T00:00:00Z,91367,"RELEBOGILE SOCIO",139275.0
2017-07-07T00:00:00Z,91371,"KGATELOPELE PRE SCHOOL",160000.0
2018-03-16T00:00:00Z,91373,"SICELA ENKOSIN FOR OLD PERSON",67200.0
2017-08-17T00:00:00Z,91375,"THUSANANG COMMUNITY BASED ORGANISATION",125000.0
2017-07-07T00:00:00Z,91378,"MAMA`S TOUCH DAY CARE CENTRE",170700.0
2017-10-13T00:00:00Z,91387,"QHOLAQHWE ADVICE CENTRE",533210.0
2017-06-08T00:00:00Z,91392,"MANTEKEDI CRECHE & PRE",161500.0
2017-05-03T00:00:00Z,91397,"SIPHEPHELAKHONA COMMUNITY PROJECT",148500.0
2017-04-21T00:00:00Z,91399,"HLAYISANI DEVELOPMENT CENTRE",119486.0
2017-10-27T00:00:00Z,91399,"HLAYISANI DEVELOPMENT CENTRE",100000.0
2018-03-16T00:00:00Z,91400,"KHWELA THREATRE PRODUCTION",184686.0
2017-09-13T00:00:00Z,91441,"PROGRESSIVE PRIMARY HEALTH CARE FREE STATE TRUST",217448.0
2017-05-12T00:00:00Z,91458,"FANANG DIATLA HEALTH CARE GROUP (DROP IN CENTRE)",117000.0
2017-05-11T00:00:00Z,91459,"JEWISH NATIONAL FUND, WATER SISULU ENVIRONMENTAL CENTRE MAMELODI",510104.8
2017-05-25T00:00:00Z,91468,"IKAGENG INDIE HOME BASED CARE",186000.0
2017-05-25T00:00:00Z,91472,"MOGODI DROP IN CENTRE",141000.0
2018-02-09T00:00:00Z,91472,"MOGODI DROP IN CENTRE",100000.0
2017-11-28T00:00:00Z,91475,"DIKOLOBE MULTI",163000.0
2017-12-05T00:00:00Z,91485,"ELANDSKRAAL HOME BASED CARE",196000.0
2017-08-15T00:00:00Z,91487,"BAEMEDI HOME BASED CARE",179600.0
2017-08-30T00:00:00Z,91489,"TSHIKONELO HOME BASED CARE",380000.0
2017-08-15T00:00:00Z,91501,"TLHOLONG DAY CRECHE",100000.0
2017-08-23T00:00:00Z,91506,"MOLWANTWA DROP",425000.0
2017-08-01T00:00:00Z,91522,"SUNSHINE HOME BASED CARE AND COUNSELLING ASSOCIATION",262471.0
2017-11-28T00:00:00Z,91528,"KOPANONG PRE SCHOOL AND CRECHE",252200.0
2017-08-15T00:00:00Z,91531,"SHIRILELE HLAYISEKANI OLD AGE CENTRE",41000.0
2018-03-14T00:00:00Z,91535,"CHILD WELFARE SOUTH AFRICA VIRGINIA",188660.0
2017-10-13T00:00:00Z,91540,"JERUSALEM HOME BASED CARE ORGANISATION",442800.0
2017-09-07T00:00:00Z,91563,"THE BETHLEHEM SOCIETY FOR PREVENTION OF CRUELTY TO ANIMALS",167096.0
2018-01-23T00:00:00Z,91567,TSHINO,142500.0
2017-05-23T00:00:00Z,91583,"MUSIC IN AFRICA FOUNDATION",600000.0
2017-07-07T00:00:00Z,91585,"IKHAUHELENG PRE SCHOOL & CRECHE",351819.0
2017-08-25T00:00:00Z,91595,"BOPANG LERATO DAY CARE",130478.0
2017-12-14T00:00:00Z,91607,"ELKANA CHILDCARE",137000.0
2017-09-28T00:00:00Z,91611,"HEATHERDALE DIAKONALE DIENSTE",483654.0
2017-07-07T00:00:00Z,91624,"AFRICA CRY AIDS PANDEMIC ORGANISATION",185498.0
2017-12-14T00:00:00Z,91630,"LITSHANI VHANA",100000.0
2017-05-25T00:00:00Z,91635,"NGOVE DROP IN CENTRE",85000.0
2017-12-05T00:00:00Z,91642,"PHEDISANANG HOME BASED CARE",275996.0
2017-12-05T00:00:00Z,91643,"TIANGMAATLA DROP IN CENTRE",243200.0
2017-08-25T00:00:00Z,91644,"MATSHIKA CRECHE",100000.0
2017-05-12T00:00:00Z,91648,"L B KUBAY DAY CARE CENTRE",100000.0
2018-03-16T00:00:00Z,91648,"LB KUBAY DAY CARE CENTRE",67000.0
2017-07-07T00:00:00Z,91649,"VURHONGA DAY CARE",188000.0
2018-03-16T00:00:00Z,91651,"ASIPHUMELELE MPAKENI YOUTH CENTRE",100000.0
2017-08-01T00:00:00Z,91657,"RE HLOKA ENG DROP IN CENTRE",174000.0
2017-08-30T00:00:00Z,91678,"ITHEMBA LESIZWE HOME BASED CAREGIVER",137550.0
2017-10-13T00:00:00Z,91680,"LINDOKUHLE HOME BASED CARE GROUP",100000.0
2017-10-27T00:00:00Z,91699,"SIYANQOBA YOUTH PROJECT",100000.0
2017-05-17T00:00:00Z,91723,"IONIAN MUSIC SOCIETY (IONIANS )",744400.0
2018-03-16T00:00:00Z,91723,"IONIAN MUSIC SOCIETY (IONIANS)",186201.0
2017-10-02T00:00:00Z,91729,"KUSWAG SCHOOL",100000.0
2017-08-23T00:00:00Z,91730,"HILLARY PRIMARY SCHOOL",100000.0
2017-06-05T00:00:00Z,91735,"RETHABILE TRADITIONAL GROUP",250000.0
2017-08-23T00:00:00Z,91759,"CHILDREN'S ECO TRAINING",195728.0
2017-10-13T00:00:00Z,91794,"INGOMSO FILM SKILLS AND YOUTH DEVELOPMENT",1282481.0
2017-12-05T00:00:00Z,91815,"WERDA SKOOL",100000.0
2017-05-17T00:00:00Z,91837,"VIA SIMUNYE YOUTH CLUB",169332.0
2017-08-30T00:00:00Z,91887,"MARULENG COMMUNITY HOME BASED CARE",210500.0
2018-01-18T00:00:00Z,91911,"MAALA WA SEBILO FOUNDATION",1500000.0
2017-08-23T00:00:00Z,91957,"MUTHUNDINNYI PROJECT FOR DISABLED",212000.0
2017-08-01T00:00:00Z,91993,"CAPE PENINSULA UNIVERSITY OF TECHNOLOGY",579584.0
2017-11-02T00:00:00Z,92012,"RHYTMIC INDEGENIOUS DANCERS ORGANISATION",346825.0
2017-08-25T00:00:00Z,92023,"SEEDI COMMUNITY ARTS AND PROJECTS",98964.0
2017-05-17T00:00:00Z,92053,"ARTISTS UNITED FORUM",389600.0
2017-08-25T00:00:00Z,92054,"NDIMA COMMUNITY SERVICES",1105600.0
2017-05-17T00:00:00Z,92111,"FOCUS ON MATHS AND LANGUAGES SATURDAY SCHOOL",250000.0
2017-08-17T00:00:00Z,92185,"CENTRE OF HOPE",148800.0
2018-01-09T00:00:00Z,92185,"CENTRE OF HOPE",37200.0
2017-05-11T00:00:00Z,92188,"TAWANDA PRODUCTION",2170400.0
2017-08-30T00:00:00Z,92188,"TAWANDA PRODUCTION",542600.0
2017-08-17T00:00:00Z,92190,"AFRICA! IGNITE",352000.0
2017-10-27T00:00:00Z,92224,"LOOUISVILLE DROP IN CENTRE",100000.0
2017-07-06T00:00:00Z,92233,"ONE CITY EVENTS COMPANY",797973.0
2017-08-30T00:00:00Z,92247,"BIRDLIFE SOUTH AFRICA",555160.0
2017-05-04T00:00:00Z,92261,"HUMUN RESOURCE AND SOCIAL INFORMATION CENTRE",955200.0
2018-02-09T00:00:00Z,92261,"HUMAN RESOURCE AND SOCIAL INFOMATION CENTRE (HURESIC",238800.0
2017-11-17T00:00:00Z,92294,"THEMBISILE EMPOWERMENT CENTRE",297600.0
2017-11-17T00:00:00Z,92314,"DANCE FOR ALL",375830.4
2017-05-05T00:00:00Z,92339,"HARMONY MUSIC FOUNDATION",122100.0
2018-02-23T00:00:00Z,92350,"PLANT MEMORIAL PRIMARY SCHOOL",80000.0
2018-02-23T00:00:00Z,92370,"THE CO",140000.0
2018-03-12T00:00:00Z,92373,"NG WELFARE VANDERBIJLPARK/ NG WELSYN VANDERBIJLPARK",140000.0
2017-11-30T00:00:00Z,92374,"KWAVULAMEHLO PRIMARY SCHOOL",50000.0
2018-03-05T00:00:00Z,92377,"NG WELFARE CARLETONVILLE/ NG WELSYN CARLETONVILLE",133390.0
2017-08-25T00:00:00Z,92416,"IMVELAPHI YETHU ARTS CULTURE",28400.0
2017-05-12T00:00:00Z,92441,"HEALING HANDS HOME BASED CARE",134000.0
2018-01-16T00:00:00Z,92446,"TRADITIONAL HEALERS ORGANISATION",2000000.0
2018-01-19T00:00:00Z,92464,"ASSOCIATION FOR THE PHYSICALLY DISABLED",258000.0
2017-08-08T00:00:00Z,92470,"13TH FLOOR TRUST",600000.0
2018-01-09T00:00:00Z,92521,"ALPHA TRAUMA CENTRE",653914.0
2018-01-16T00:00:00Z,92541,"S.A.V.F HOOFBESTUUR",144000.0
2017-08-21T00:00:00Z,92552,"THE VISHWA SHAKTI COMMUNITY TRUST",128360.0
2018-01-29T00:00:00Z,92599,"SINQOBILE SECONDARY  SCHOOL",320000.0
2017-09-28T00:00:00Z,92619,"EMKHINDINI C.P SCHOOL",160000.0
2017-05-12T00:00:00Z,92622,"CHURCH OF THE NAZARENE PRE",152200.0
2017-08-08T00:00:00Z,92701,"EAST RAND YOUTH ORCHESTRA ASSOCIATION",304000.0
2018-03-22T00:00:00Z,92731,"EMTHONJENI SATELLITE 2",251812.0
2017-05-12T00:00:00Z,92754,JEHOVA,71300.0
2017-04-07T00:00:00Z,92762,"KWADELA MULTI",100000.0
2018-03-16T00:00:00Z,92762,"KWADELA MULTI PURPOSE CENTRE",67550.0
2017-11-14T00:00:00Z,92781,"AGENDA FEMINIST MEDIA",252800.0
2017-11-28T00:00:00Z,92787,"SPEECH DRAMA ASSOCIATION OF SOUTH AFRICA",67000.0
2018-01-16T00:00:00Z,92791,"PFUNA RIXAKA DAY CARE",150000.0
2018-01-16T00:00:00Z,92797,"UNATHI CRECHE & PRE",96154.0
2017-12-14T00:00:00Z,92803,"YOUTH IN FRONT YOUTH'S ORGANISATION",127000.0
2017-11-17T00:00:00Z,92811,"SISONKHE HOME BASED CARE",99217.0
2017-12-14T00:00:00Z,92824,MPEPU,57694.0
2017-10-02T00:00:00Z,92825,"KIDDIES JOY EARLY LEARNING CENTRE",50000.0
2017-08-30T00:00:00Z,92827,"BOKAMOSO EDU",105807.0
2017-11-30T00:00:00Z,92828,"UKUKHANYA KWEZWE SPIRITUAL HOME BASED CARE",85200.0
2018-03-16T00:00:00Z,92829,"BULEMBU PRIMARY SCHOOL",24852.0
2018-02-23T00:00:00Z,92835,"BOB MMOLA DROP",141000.0
2018-02-28T00:00:00Z,92842,"PHOLOSHO MULTIPURPOSE CENTRE",160000.0
2017-11-23T00:00:00Z,92844,"EKULINDENI DAY CARE CENTRE",100000.0
2017-11-17T00:00:00Z,92846,"BAVUMILE HOME COMMUNITY BASED CARE OGARNISATION",100000.0
2017-11-30T00:00:00Z,92856,"THABANG MOGARI CRÈCHE",159280.0
2017-05-03T00:00:00Z,92875,"SWARANANG CENTRE FOR THE PREVENTION OF DRUGS AND SUBSTANCE ABUSE PROJECT",94600.0
2018-02-09T00:00:00Z,92875,"SWARANANG CENTRE FOR THE PREVENTION OF DRUGS AND SUBSTANCE ABUSE PROJECT",80000.0
2018-02-09T00:00:00Z,92884,"MOTIBIDI PRE",100000.0
2017-04-21T00:00:00Z,92886,"MMABATHO DAY CARE",112000.0
2018-02-09T00:00:00Z,92886,"MMABATHO DAY CARE",100000.0
2017-04-21T00:00:00Z,92916,"LEPASIYE CARE CENTRE",131500.0
2017-11-17T00:00:00Z,92916,"LEPASIYE DAY CARE CENTRE",100000.0
2017-04-21T00:00:00Z,92917,"MAVILJAN DAY CARE CENTRE",111000.0
2017-12-15T00:00:00Z,92918,"MOGAU DAY CARE CENTRE",100000.0
2017-04-21T00:00:00Z,92922,"IKEMELENG CRECHE",57200.0
2018-02-09T00:00:00Z,92922,"IKEMELENG CRECHE",57200.0
2018-01-25T00:00:00Z,92926,"PHUTHANANG DAY CARE CENTRE",90000.0
2017-11-14T00:00:00Z,92935,"COLLEGE OF MAGIC",100264.6
2017-05-12T00:00:00Z,92958,"NAOMI COMMUNITY HOME BASED CARE",93387.0
2017-04-07T00:00:00Z,92959,"SENZOKUHLE HOME COMMUNITY BASED CARE",100000.0
2017-05-12T00:00:00Z,92972,"DIGAPENG CHILDCARE CENTRE",91700.0
2017-11-30T00:00:00Z,92991,"MBIZANA PRIMARY SCHOOL",80000.0
2018-01-25T00:00:00Z,93005,"PHAFOGANG COMMUNITY HOME BASED CARE",145979.0
2018-02-09T00:00:00Z,93022,"DIKOTING CENTER FOR THE ELDERLY",141203.0
2017-11-30T00:00:00Z,93048,"PHUTHANANG HOME BASED CARE",139600.0
2018-03-26T00:00:00Z,93056,"YOUNG MINDS EARLY LEARNING CENTER",113000.0
2018-01-09T00:00:00Z,93061,"MARIETTA DAY CARE AND PRE",140000.0
2017-12-14T00:00:00Z,93063,"KGOTSO DAY CARE AND PRE",101000.0
2017-11-28T00:00:00Z,93127,"MOHLALETSE DROP",162000.0
2017-06-29T00:00:00Z,93149,"UKUKHANYA KWE",80000.0
2017-08-23T00:00:00Z,93151,"SEGO HOME BASED CARE GROUP",124000.0
2018-02-23T00:00:00Z,93162,"ASSOCIATION FOR PEOPLE WITH PEOPLE WITH DISABILITIES GAUTENG NORTH",71500.0
2017-11-30T00:00:00Z,93167,MY,166000.0
2017-05-12T00:00:00Z,93173,"LUSITO LWEMPHAKATSI DAY CARE CENTRE",117300.0
2017-11-30T00:00:00Z,93180,"MOKWENA EDWINSDALE HOME BASE CARE",90400.0
2018-03-05T00:00:00Z,93181,"MULENZHE COMMUNITY HOME BASED CARE PROJECT",139000.0
2018-02-09T00:00:00Z,93199,"KOPANANG VAALKOP DROP IN CENTER",123000.0
2017-11-30T00:00:00Z,93223,KWAZULU,193600.0
2018-01-19T00:00:00Z,93229,"NJABULO PRE",141750.0
2017-06-29T00:00:00Z,93235,"DOBBY YOUTH ADVISORY CENTRE",51500.0
2018-01-29T00:00:00Z,93253,"MZIMHLOPHE SERVICES CENTRE",104395.0
2017-08-23T00:00:00Z,93260,"MZAMANI OLD AGE CENTRE",60400.0
2017-04-26T00:00:00Z,93291,"REFILOE OVC CENTRE",228500.0
2017-05-12T00:00:00Z,93292,"MANKWENG VICTIM SUPPORT CENTRE",100000.0
2017-10-19T00:00:00Z,93294,"SHAMMAH DROP",145000.0
2017-08-01T00:00:00Z,93297,"TSHAKHUMA DITIKE HOME BASED CARE",212500.0
2017-12-14T00:00:00Z,93306,"BONTSHANG BOKGWARI",160000.0
2017-07-20T00:00:00Z,93308,"IKHWEZI CRECHE AND PRE",100000.0
2017-10-19T00:00:00Z,93314,"KODUMELA ENVIRONMENTAL HOME BASED CARE",248000.0
2017-12-05T00:00:00Z,93334,"NKGODISHENG DAY CARE",150000.0
2017-08-23T00:00:00Z,93357,"HLAYISANI DROP IN CENTRE",60000.0
2017-09-07T00:00:00Z,93368,"THABANG HOME BASED CARE",76500.0
2017-06-29T00:00:00Z,93442,"LUSITO LETEMPILO HOME COMMUNITY BASED CARE ORGANISATION",90000.0
2017-06-29T00:00:00Z,93444,"ENKABA HOME BASED CARE",90000.0
2018-03-12T00:00:00Z,93446,"JABULANI DAY CARE  CENTRE",95549.0
2018-02-28T00:00:00Z,93453,"JABUSIZABANTU EDUCARE  CENTRE",166888.0
2017-08-01T00:00:00Z,93455,"MELESI DAY CARE CENTRE/AFTER CARE",100000.0
2017-12-14T00:00:00Z,93472,"LITTLE SHEPERD EDUCARE CENTRE",31595.0
2017-10-19T00:00:00Z,93499,"EKUTHULENI CRECHE AND PRE",49665.0
2017-12-14T00:00:00Z,93537,"SWAZIMNYAMANE HOME COMMUNITY  BASED CARE",136000.0
2018-01-25T00:00:00Z,93544,"MAFOTSHA PRE",63000.0
2017-05-05T00:00:00Z,93558,"THE CAPE TOWN OPERA COMPANY",2684000.0
2018-03-12T00:00:00Z,93583,"SIZIMISELE CRECHE & PRESCHOOL",131985.0
2018-02-09T00:00:00Z,93584,"BEYOND EXPECTATION ENVIRONMENT PROJECT",152000.0
2017-12-20T00:00:00Z,93609,"LITTLE BJ'S PRE",138000.0
2018-01-29T00:00:00Z,93618,DOTTY,108292.0
2017-11-17T00:00:00Z,93633,"NSIZWANE HOME BASED CARE",100000.0
2017-08-01T00:00:00Z,93634,"KENNAN PRE SCHOOL",100000.0
2017-12-05T00:00:00Z,93635,"GOOD SHEPHERD DAY CARE & PE",103000.0
2017-06-29T00:00:00Z,93646,"MIKHULEKO HOME BASED CARE",60000.0
2018-03-05T00:00:00Z,93658,"NTHABISENG CRECHE & PRE SCHOOL",129300.0
2017-11-17T00:00:00Z,93670,"SIYAMTHANDA MULTI PURPOSE",92400.0
2017-05-12T00:00:00Z,93671,"BARKLY  EAST YOUTH  DEVELOPMENT PROGRAMME",232636.02
2018-01-29T00:00:00Z,93700,"ISIQALO E.C.D CENTRE",110008.0
2018-01-25T00:00:00Z,93701,"S A RIDING FOR THE DISABLED ASSOCIATION",120000.0
2018-03-16T00:00:00Z,93708,"MPHAHLOLELE DAY CARE CENTRE AND PRESCHOOL",100492.0
2017-08-15T00:00:00Z,93734,"AMAQHAWE HEROES FORUM ORGANISATION",662280.0
2017-12-05T00:00:00Z,93739,ELIM,136000.0
2018-03-16T00:00:00Z,93766,"KRANSDRAAI PRE SCHOOL",110600.0
2017-08-15T00:00:00Z,93767,"THE RESONANCE BAZAAR",199200.0
2017-11-21T00:00:00Z,93767,"THE RESONANCE BAZAAR",49800.0
2017-09-13T00:00:00Z,93797,"SCHOEMANSDAL VICTIM EMPOWERMENT SHELTER",100000.0
2018-01-29T00:00:00Z,93798,"THE UNITED CHRISTIAN CHURCH OF AFRICA DROP",140000.0
2017-05-25T00:00:00Z,93799,"EPHEPENG PROTECTIVE WORKSHOP",100000.0
2017-08-23T00:00:00Z,93832,"EDUCAPE TRUST",299200.0
2017-08-25T00:00:00Z,93848,"TWINKLE TWINKLE LITTLE STARS PRE",116500.0
2017-12-20T00:00:00Z,93866,"REHAUHETSWE PRE",114500.0
2018-01-29T00:00:00Z,93873,"KHANYA PRE",145000.0
2017-12-14T00:00:00Z,93886,"LITTLE ANGELS NURSERY SCHOOL",133000.0
