Date,Project,Name,Province,Sector,Amount
2018-01-29,93618,DOTTY-DOTTY PROGRESS EDUCARE,GP,CHARITIES,108292.0
2018-03-12,93623,THE ZWELONKE WOMEN'S GROUP (EAST RAND) TRUST,GP,CHARITIES,128000.0
2017-11-17,93633,NSIZWANE HOME BASED CARE,MP,CHARITIES,100000.0
2017-08-01,93634,KENNAN PRE SCHOOL,MP,CHARITIES,100000.0
2017-12-05,93635,GOOD SHEPHERD DAY CARE & PE-SCHOOL,GP,CHARITIES,103000.0
2017-12-14,93639,CHOSEN NATION DAY CARE CENTRE,GP,CHARITIES,123000.0
2017-12-20,93645,KOPANO KE MATLA SERVICE POINT,GP,CHARITIES,103460.0
2017-06-29,93646,MIKHULEKO HOME BASED CARE,MP,CHARITIES,60000.0
2018-03-02,93651,CAREERLINX EMPOWERMENT SOLUTIONS NPC,KZN,CHARITIES,45000.0
2018-01-09,93653,UMUSA COMMUNITY DEVELOPMENT PROJECTS,GP,CHARITIES,83286.0
2018-03-05,93658,NTHABISENG CRECHE & PRE SCHOOL,GP,CHARITIES,129300.0
2017-11-17,93670,SIYAMTHANDA MULTI PURPOSE,MP,CHARITIES,92400.0
2017-05-12,93671,BARKLY  EAST YOUTH  DEVELOPMENT PROGRAMME,EC,ARTS,232636.02
2018-01-25,93676,LITTLE SUNSHINE DAYCARE & PRESCHOOL,GP,CHARITIES,139368.0
2018-01-29,93700,ISIQALO E.C.D CENTRE,KZN,CHARITIES,110008.0
2018-01-25,93701,S A RIDING FOR THE DISABLED ASSOCIATION - DURBAN BRANCH,KZN,CHARITIES,120000.0
2018-02-15,93704,NYAKAZANI CRECHE,KZN,CHARITIES,135780.0
2018-01-25,93705,ITSHEPENG DAY CARE CENTRE,GP,CHARITIES,67967.0
2018-02-15,93706,NHLANZINI CLUB,KZN,CHARITIES,147000.0
2018-01-25,93707,BADISA DAY CARE CENTRE,GP,CHARITIES,93220.0
2018-03-16,93708,MPHAHLOLELE DAY CARE CENTRE AND PRESCHOOL,GP,CHARITIES,100492.0
2018-03-12,93717,MPHO CARE CENTER,GP,CHARITIES,100607.0
2017-08-15,93734,AMAQHAWE HEROES FORUM ORGANISATION,EC,ARTS,662280.0
2018-01-16,93736,GOOD HOPE REHABILITATION CENTRE,KZN,CHARITIES,111400.0
2017-12-05,93739,ELIM- HLANGANANI SOCIETY FOR THE CARE OF THE AGED,LP,CHARITIES,136000.0
2018-03-12,93750,QALAKANCANE CRECHE,KZN,CHARITIES,128400.0
2018-03-16,93766,KRANSDRAAI PRE SCHOOL,KZN,CHARITIES,110600.0
2017-08-15,93767,THE RESONANCE BAZAAR,WC,ARTS,199200.0
2017-11-21,93767,THE RESONANCE BAZAAR,WC,ARTS,49800.0
2018-02-28,93769,THANDO LWETHU CARE CENTRE,KZN,CHARITIES,140294.0
2017-09-13,93797,SCHOEMANSDAL VICTIM EMPOWERMENT SHELTER,MP,CHARITIES,100000.0
2018-01-29,93798,THE UNITED CHRISTIAN CHURCH OF AFRICA DROP-IN-CENTRE,MP,CHARITIES,140000.0
2017-05-25,93799,EPHEPENG PROTECTIVE WORKSHOP,MP,CHARITIES,100000.0
2018-01-25,93824,THE CHARITY STORES,GP,CHARITIES,97000.0
2017-08-23,93832,EDUCAPE TRUST,WC,ARTS,299200.0
2018-03-07,93836,THE SOUTH AFRICAN HEALTHCARE FOUNDATION,GP,CHARITIES,122895.0
2017-08-25,93848,TWINKLE TWINKLE LITTLE STARS PRE-SCHOOL / DAY CARE,GP,CHARITIES,116500.0
2017-11-15,93851,MUSIQUELAINE SA,WC,ARTS,211680.0
2018-01-09,93854,SAVF LEEUTJIELAND DAGSORG,GP,CHARITIES,130000.0
2018-02-15,93860,KURISIWANI DAY CARE CENTRE,GP,CHARITIES,132100.0
2017-12-14,93865,MOLEPI RISING STARS,GP,CHARITIES,95000.0
2017-12-20,93866,REHAUHETSWE PRE-SCHOOL,GP,CHARITIES,114500.0
2018-01-29,93873,KHANYA PRE-SCHOOL,GP,CHARITIES,145000.0
2018-01-29,93882,TUISTE VIR BEJAARDES NIGEL,GP,CHARITIES,18500.0
2018-03-12,93883,MMAKWENADI DAY CARE,GP,CHARITIES,140000.0
2017-12-14,93886,LITTLE ANGELS NURSERY SCHOOL,GP,CHARITIES,133000.0
2017-05-05,93889,LEARN &  LIVE CHRISTIAN CRECHE,GP,CHARITIES,207500.0
2017-12-05,93903,BOIKITLAETSO SCHEME,FS,CHARITIES,120000.0
2017-08-17,93904,COMMUNITY WOMEN ACTION,WC,ARTS,88000.0
2017-05-12,93905,KHOTSO EDUCARE CENTRE,FS,CHARITIES,196286.0
2017-08-15,93910,LUNCHBOX THEATRE,WC,CHARITIES,840000.0
2018-02-15,93911,ST MARY'S DAY CARE CENTRE,GP,CHARITIES,111600.0
2017-10-19,93912,KANANELO CRECHE,FS,CHARITIES,100000.0
2017-05-12,93914,THABANG PRE-SCHOOL,FS,CHARITIES,106000.0
2017-12-05,93915,INTUTHUKO CRECHE AND PRE-SCHOOL,GP,CHARITIES,140000.0
2017-04-19,93916,RETHABILE PRE-SCHOOL,FS,CHARITIES,191000.0
2017-06-29,93916,RETHABILE PRE-SCHOOL,FS,CHARITIES,100.0
2017-05-12,93923,IKETSETSE ITUMELE CRECHE,FS,CHARITIES,145920.0
2018-01-18,93923,IKETSETSE ITUMELE CRECHE,FS,CHARITIES,100000.0
2017-08-01,93925,TSHEPONG PRE-SCHOOL,FS,CHARITIES,100000.0
2017-09-07,93929,WESTLEIGH PRE SCHOOL,FS,CHARITIES,84000.0
2018-03-16,93929,WESTLEIGH PRE-SCHOOL,FS,CHARITIES,84000.0
2017-10-13,93930,MOHAU CRECHE,FS,CHARITIES,165161.0
2017-08-01,93931,SETSHABELO DAY CARE CRECHE,FS,CHARITIES,123832.0
2018-01-09,93939,BOKAMOSO DAY CARE CENTRE,GP,CHARITIES,150000.0
2017-08-15,93940,THABONG CRECHE,FS,CHARITIES,149247.0
2017-08-25,93945,TSHISA TALENT,WC,CHARITIES,688000.0
2017-04-26,93951,N.E. MAKHETHA DAY CARE CENTRE,FS,CHARITIES,100000.0
2018-01-09,93954,CHESHIRE HOMES GAUTENG,GP,CHARITIES,79000.0
2017-11-17,93956,REAMOHETSWE DAY CARE CENTRE,FS,CHARITIES,103427.0
2017-12-05,93963,THEBE PRE-SCHOOL,FS,CHARITIES,40000.0
2017-12-05,93965,MAMPEPU CRECHE,LP,CHARITIES,110000.0
2017-05-03,93967,IPELENG EARLY LEARNING CENTRE,FS,CHARITIES,112600.0
2017-12-14,93969,MOGOTO DISABLED CENTRE,LP,CHARITIES,80000.0
2017-08-01,93970,HOOGTE AND KANANA MULTI PURPOSE ORGANISATION,FS,CHARITIES,100000.0
2018-03-26,93972,OLWAMI DAY CARE,GP,CHARITIES,140955.0
2018-01-09,93973,MMABATHO EDUCARE CENTRE,GP,CHARITIES,45374.0
2017-05-12,93974,ITSOSENG DAY CARE CENTRE,FS,CHARITIES,204860.0
2017-08-01,93978,ITHABELENG DAY CARE CENTRE,FS,CHARITIES,100000.0
2017-12-20,93979,PROSPERITY EARLY LEARNING CENTRE,GP,CHARITIES,97650.0
2018-02-28,93981,OREFILE DAY CARE CENTRE,GP,CHARITIES,132060.0
2017-08-30,93986,HIV AND AIDS ABUSE COUNSELLING FOR COMMUNITY,FS,CHARITIES,80000.0
2017-10-02,93990,SENEKAL CHILD CARE FORUM,FS,CHARITIES,100000.0
2018-01-09,93991,KHWEZI EARLY CHILDHOOD DEVELOPMENT,GP,CHARITIES,136000.0
2017-12-05,93996,PELONOLO DAY CARE CENTRE,FS,CHARITIES,162206.0
2017-12-05,94001,TLISANG BANA CHILD CARE,FS,CHARITIES,128539.0
2017-12-05,94004,ITEKENG MAQHEKU CLUB,FS,CHARITIES,90000.0
2018-02-23,94005,BONGANI EDUCARE,GP,CHARITIES,140000.0
2018-03-05,94007,BOPHELONG PLACE OF CARE,GP,CHARITIES,86000.0
2017-12-05,94009,KGOMOTSO DAY CARE CENTRE,GP,CHARITIES,112000.0
2017-08-01,94015,BRENT PARK LUNCHEON CLUB,FS,CHARITIES,100000.0
2017-12-14,94026,VELA NAWE PRE-SCHOOL & AFTER CARE,GP,CHARITIES,141000.0
2018-02-09,94033,THARI YA TSHEPE EDUCARE CENTRE,FS,CHARITIES,143297.0
2018-01-09,94035,THUTO EARLY CHILD HOOD DEVELOPMENT CENTRE,FS,CHARITIES,141789.0
2017-11-17,94036,"UNION INTERNATIONAL DE LA MARIONETTE, SOUTH AFRICA",WC,ARTS,200000.0
2017-04-26,94038,ONKGOPOLE DAY CARE CENTRE,FS,CHARITIES,90000.0
2017-12-14,94040,HAPPY TOT'S DAY CARE CENTRE,GP,CHARITIES,98000.0
2017-05-12,94044,BEYANG BANA PELE CRECHE,FS,CHARITIES,100000.0
2017-08-25,94046,SMART KIDIO DAY CARE CENTRE,FS,CHARITIES,100000.0
2017-12-05,94049,BUBBLES DAY CARE CENTRE,FS,CHARITIES,143000.0
2018-03-26,94051,SPCA - NIGEL,GP,CHARITIES,128000.0
2017-12-14,94057,KRONENDAL MUSIC ACADEMY OF HOUT BAY,WC,ARTS,163020.0
2017-05-12,94060,DIKETSO SPIRITUAL CENTRE,FS,CHARITIES,100000.0
2018-03-14,94060,DIKETSO SPIRITUAL CENTRE,FS,CHARITIES,78800.0
2018-03-26,94062,MIKATEKO COMMUNITY DEVELOPMENT ORGANIZATION,GP,CHARITIES,138000.0
2018-03-02,94063,REALEBUHA OLDER PERSONS SERVICE CLUB,KZN,CHARITIES,121750.0
2017-04-26,94065,RE-ARABETSWE LUNCHEON CLUB,FS,CHARITIES,100000.0
2017-12-14,94065,RE-ARABETSWE LUNCHEON CLUB,FS,CHARITIES,44029.0
2018-03-26,94067,LIFE LINE PRETORIA,GP,CHARITIES,140000.0
2018-03-12,94078,MAMBOZA CRECHE,KZN,CHARITIES,119070.0
2017-11-17,94088,THULANI EDUCARE,MP,CHARITIES,78750.0
2017-08-01,94089,SUN RISE PRE-SCHOOL,FS,CHARITIES,200000.0
2017-12-14,94093,LEHLOGONOLO DAY CARE CENTRE,GP,CHARITIES,130070.0
2017-06-29,94100,SIZANANI BUNDU HOME BASED CARE,MP,CHARITIES,120500.0
2017-08-08,94105,KHOTHALANG EDUCARE CENTRE,FS,CHARITIES,69100.0
2017-12-14,94107,"THE AFRICAN ARTS, CULTURE, EDUCATION AND SPORTS TRUST",WC,ARTS,874092.0
2018-02-15,94110,ZIMISELE CRECHE AND PRE-SCHOOL,KZN,CHARITIES,158000.0
2017-10-19,94115,RETSHEPILE DAY CARE CENTRE,FS,CHARITIES,78100.0
2018-01-29,94118,PINK PHOENIX CANCER FOUNDATION,KZN,CHARITIES,97400.0
2017-08-01,94124,BAMBANANI SUPPORT GROUP,FS,CHARITIES,111400.0
2017-08-25,94132,BONANG BACHA HEALTH CARE CENTRE,FS,CHARITIES,80000.0
2017-12-05,94134,VIRTUSO ARTS INSTITUTE,GP,CHARITIES,109000.0
2017-12-05,94137,SAVF HENDRINA TEHUIS,MP,CHARITIES,40000.0
2017-08-01,94139,JABULANI DAY CARE CENTRE,FS,CHARITIES,80000.0
2018-03-14,94139,JABULANI DAY CARE CENTRE,FS,CHARITIES,78160.0
2017-10-19,94141,PHILANI VICTIM SUPPORT CENTRE,FS,CHARITIES,101502.0
2018-01-18,94147,ITHUSENG LUNCHEON CLUB,FS,CHARITIES,105126.0
2017-08-01,94155,SIYAZENZELA PEOPLE WITH DISABILITIES,FS,CHARITIES,98898.0
2017-09-07,94159,GENESIS CRECHE AND PRE-PRIMARY,FS,CHARITIES,135600.0
2017-06-29,94164,LESEDING DAY CARE CENTRE,MP,CHARITIES,141400.0
2017-08-30,94165,KHUTSHOANE PRE-SCHOOL,FS,CHARITIES,86450.0
2017-05-12,94169,KUYASA DAY CARE,FS,CHARITIES,131698.5
2018-03-16,94169,KUYASA DAY CARE,FS,CHARITIES,131698.0
2017-12-05,94177,MASIQHUBEKE PRE-SCHOOL,MP,CHARITIES,147094.0
2017-05-12,94178,IKETSETSE EDUCARE CENTRE,FS,CHARITIES,34700.0
2018-02-28,94182,ESTCOURT HOSPICE,KZN,CHARITIES,144800.0
2018-03-12,94184,ITHEMBA ALCOHOL AND DRUG REHABILITATION CLINIC,GP,CHARITIES,87307.0
2018-02-09,94193,SIZANANI MULTI-PURPOSE CENTRE,MP,CHARITIES,190650.0
2017-08-01,94200,SIYATHUTHUKA DAY CARE CENTRE,MP,CHARITIES,136292.0
2017-08-30,94209,NOMZAMO CRECHE,FS,CHARITIES,80000.0
2017-04-21,94218,RIXILE COMMUNITY CRECHE,MP,CHARITIES,80750.0
2018-02-09,94218,RIXILE COMMUNITY CRECHE,MP,CHARITIES,80750.0
2017-12-20,94220,LITTLE STAR PRE-SCHOOL CRECHE AND DAY CARE,GP,CHARITIES,25897.9
2017-12-05,94222,RE-GENERATION OF THE LOST GENERATION ORGANISATION,FS,CHARITIES,393580.0
2017-04-21,94234,MATLADIFEDILE PRE SCHOOL,MP,CHARITIES,97000.0
2018-02-09,94234,MATLADIFEDILE PRE-SCHOOL,MP,CHARITIES,97000.0
2018-01-16,94235,INHLANSI YOBUHLE,KZN,CHARITIES,117500.0
2017-10-19,94240,JUNIOR DAY CARE CENTRE,MP,CHARITIES,80000.0
2018-03-12,94251,TLHABOLOGO DAY CARE CENTRE,GP,CHARITIES,146000.0
2018-03-26,94253,MOHLAKENG OLD AGE HOME,GP,CHARITIES,135000.0
2018-03-12,94262,HUIS QUANESSA,GP,CHARITIES,125000.0
2018-02-28,94272,GOOD SAMARITAN FBO,KZN,CHARITIES,119600.0
2018-03-05,94275,BUNNY AND BEARS PRE-SCHOOL AND CRECHE,GP,CHARITIES,109352.0
2017-12-05,94277,BOPHELO BONTLE ORGANIZATION,GP,CHARITIES,131700.0
2017-08-01,94290,NOMYACA LUNCHEON CLUB,KZN,CHARITIES,80000.0
2018-03-12,94300,LITTLE ANGELS DAY CARE CENTRE,GP,CHARITIES,142305.0
2018-01-29,94310,MAGABENI PRE-PRIMARY SCHOOL,KZN,CHARITIES,138000.0
2017-08-01,94311,ISINAMUVA GOGO LUNCHEON CLUB,KZN,CHARITIES,80000.0
2018-01-09,94314,SISTERS OF MERCY SKILLS AND NUTRITION CENTRE-SOWETO,GP,CHARITIES,74000.0
2017-12-05,94326,NOMVUYO DAY/AFTER CARE AND ORPHANAGE,GP,CHARITIES,129332.0
2018-01-16,94332,PATHWAYS-KLOOF,KZN,CHARITIES,113940.0
2018-01-18,94334,HOLLA DAY CARE,GP,CHARITIES,102700.0
2018-02-28,94337,CONSORTIUM FOR WOMEN EMPOWERMENT & PROGRAMMES-UMZIMKHULU,KZN,CHARITIES,134000.0
2018-02-15,94341,HLONGWA CBO NETWORK,KZN,CHARITIES,150300.0
2018-02-28,94342,WOMAN AGAINST RAPE,GP,CHARITIES,124000.0
2018-02-23,94346,LINDOKUHLE DAY CARE CENTRE,MP,CHARITIES,105000.0
2018-02-23,94356,LIFA LETHU PRE-SCHOOL,MP,CHARITIES,123000.0
2018-02-28,94363,VUMANI ECD CENTRE,KZN,CHARITIES,133000.0
2017-05-12,94364,SAVF MIDDELBURG BEHUISING,MP,CHARITIES,42000.0
2018-01-09,94367,THULU-LWAZI DAY CARE CENTRE,GP,CHARITIES,129000.0
2017-12-14,94371,REFENTSE HEALTH CARE GIVING PROGRAMME,GP,CHARITIES,117600.0
2017-09-07,94374,CHRISTELIK MAATSKAPLIKE RAAD HENDRINA,MP,CHARITIES,87500.0
2017-12-05,94376,BUZZY BEE NURSERY CARE CENTRE,GP,CHARITIES,131400.0
2017-11-17,94394,SIYATHUTHUKA WELFARE ORGANISATION,KZN,CHARITIES,429500.0
2018-03-12,94397,BUSHABEZWE AIDS AND CHARITY HOME,GP,CHARITIES,120268.0
2017-09-28,94398,TSHWARANANG EARLY LEARNING CENTRE,NW,CHARITIES,75410.0
2017-12-14,94411,HAPPY HOMES DAY CARE 2,GP,CHARITIES,126000.0
2017-12-05,94412,ITHUTENG DAY CARE CENTRE,GP,CHARITIES,83000.0
2018-02-15,94413,AMEN DAY CARE CENTRE,KZN,CHARITIES,104876.0
2017-05-25,94414,DIRISANANG INFORMATION & CARE GIVERS,NW,CHARITIES,112946.0
2018-02-09,94414,DIRISANANG INFORMATION & CARE GIVERS,NW,CHARITIES,100000.0
2017-12-05,94418,EKANGALA SENIOR CITIZEN,GP,CHARITIES,134040.0
2017-06-21,94428,UBUNTU NON PROFIT ORGANISATION,NW,CHARITIES,145000.0
2018-02-23,94429,THUSANANG OLD AGE CLUB,NW,CHARITIES,186000.0
2017-12-14,94430,LONELY PARK - SIGNAL HILL DISABLED PROJECT,NW,CHARITIES,107130.0
2018-01-19,94436,SOUTH AFRICAN HISTORY ONLINE,WC,ARTS,280500.0
2017-08-17,94445,PRINCESSS VLEI FORUM,WC,ARTS,100000.0
2018-02-28,94445,PRINCESSS VLEI FORUM,WC,ARTS,24000.0
2017-06-29,94446,KHULANOLWAZI DAY CARE CENTRE,MP,CHARITIES,90000.0
2017-08-23,94454,DARKROOM CONTEMPORARY,WC,ARTS,366300.0
2017-12-05,94456,PABALLO DAY CARE CENTRE PRE-SCHOOL,FS,CHARITIES,127800.0
2017-12-14,94460,MOKGWENG DAY CARE,MP,CHARITIES,79500.0
2017-12-14,94462,METSE DAY CARE,GP,CHARITIES,117000.0
2017-12-05,94466,THE HEALING HANDS,GP,CHARITIES,65000.0
2018-02-28,94478,MPILWENHLE SUPPORT GROUP,KZN,CHARITIES,103079.0
2017-12-20,94480,UTLWANANG DAY CARE CENTRE,GP,CHARITIES,144000.0
2017-12-14,94482,SALVATION DAY-CARE CENTRE,FS,CHARITIES,130300.0
2017-12-05,94486,MAMORENA CHILD CARE,FS,CHARITIES,137296.0
2017-10-13,94488,COMMUNITY LIFE CHANGING PROJECT,NW,CHARITIES,83803.0
2017-12-14,94491,ITSOSENG CRECHE,FS,CHARITIES,120000.0
2018-01-16,94494,INKAZIMULO DAY CARE,KZN,CHARITIES,147965.0
2017-08-15,94515,NTSHIDISENG DAY CARE,FS,CHARITIES,100000.0
2017-12-05,94520,THLOLONG CARE OF THE AGED,FS,CHARITIES,90000.0
2018-03-16,94522,DNHLALAKAHLE CRECHE AND PRE-SCHOOL,KZN,CHARITIES,80000.0
2017-08-15,94535,KHAUHELO CRECHE,FS,CHARITIES,130000.0
2018-03-12,94537,PABALLONG DAY CARE CENTRE,FS,CHARITIES,95809.0
2017-08-30,94540,GEORGE SOCIETY OF ARTS,WC,ARTS,84000.0
2018-01-09,94541,TEMBISA OLD AGE HOME,GP,CHARITIES,160000.0
2017-10-02,94542,MPHO CRECHE,FS,CHARITIES,100000.0
2018-03-16,94543,PHAKAMANI DAY CARE & PRESCHOOL,GP,CHARITIES,123500.0
2018-01-16,94544,L H C FOUNDATION,KZN,CHARITIES,103000.0
2017-09-07,94548,HLOMPHONG BOARDING & DAY CARE,FS,CHARITIES,121795.0
2017-08-30,94552,TATAISANGWANA MATHS AND SCIENCE PROJECT,FS,CHARITIES,132700.0
2018-03-14,94552,TATAISANGWANA MATHS AND SCIENCE PROJECT,FS,CHARITIES,100000.0
2017-08-30,94554,LERATONG CRECHE,FS,CHARITIES,109100.0
2017-08-01,94556,TSHIRELETSO DAY CARE,FS,CHARITIES,110400.0
2017-05-25,94562,THEMBELIHLE DAY CARE & PRE SCHOOL,MP,CHARITIES,99819.0
2017-12-14,94569,KEARABILWE DAY CARE CENTRE,GP,CHARITIES,131000.0
2017-12-14,94573,BOTLHE DAY CARE CENTRE,GP,CHARITIES,118000.0
2017-08-15,94577,PABALLO DAY CARE FOR DISABLED,FS,CHARITIES,103534.0
2017-08-15,94582,KUYASA DAY  CARE,FS,CHARITIES,100000.0
2017-05-05,94588,MALERATO DAY CARE CENTRE,FS,CHARITIES,100000.0
2017-05-05,94590,SONIA EDUCARE CENTRE,FS,CHARITIES,100000.0
2018-03-12,94592,RETHABILE NURSERY & PRE-SCHOOL,GP,CHARITIES,114000.0
2018-01-09,94605,IVY'S CRECHE,GP,CHARITIES,136633.0
2017-04-26,94606,TATAISHO PRE- SCHOOL,FS,CHARITIES,100000.0
2018-03-22,94607,LETLHABILE EARLY LEARNING CENTRE,FS,CHARITIES,111100.0
2017-05-12,94609,BOTUMELO EARLY LEARNING CENTRE,FS,CHARITIES,88700.0
2017-04-26,94611,KGATELOPELE DAY CARE CENTRE,FS,CHARITIES,190520.0
2017-04-26,94612,BOTLEHADI EDUCARE CENTRE,FS,CHARITIES,100000.0
2017-04-26,94613,ITSOSENG BASADI PROJECT,FS,CHARITIES,100000.0
2017-04-26,94614,MAROTHODI DAY CARE CENTER,FS,CHARITIES,118315.0
2018-02-09,94614,MAROTHODI DAY CARE CENTER,FS,CHARITIES,100000.0
2017-04-26,94616,ENGO FAMILY CARE SERVICES HENNENMAN/VIRGINIA,FS,CHARITIES,100000.0
2017-11-17,94616,ENGO FAMILY CARE SERVICES HENNENMAN/VIRGINIA,FS,CHARITIES,53977.0
2017-08-21,94617,REATLEGILE PRE SCHOOL,NW,CHARITIES,157000.0
2017-05-17,94618,LERATO DAY CARE CENTRE AND PRE-SCHOOL,FS,CHARITIES,100000.0
2017-04-26,94620,MERAFE EARLY LEARNING CENTRE,FS,CHARITIES,130000.0
2017-04-26,94626,KHUBETSWANA DAY CARE CENTRE,FS,CHARITIES,113120.0
2017-04-26,94629,IPOPENG DAY CARE CENTRE,FS,CHARITIES,91082.0
2017-11-17,94630,ITIRELENG PROJECT,NW,CHARITIES,80000.0
2017-08-01,94632,TLHABOLOGANG DAY CARE CENTRE,FS,CHARITIES,196040.0
2017-11-14,94633,IHOBE LEEBA CRECHE,FS,CHARITIES,122290.0
2017-05-05,94635,WELCOME DAY CARE CENTRE,NW,CHARITIES,165000.0
2017-12-14,94635,WELCOME DAY CARE CENTRE,NW,CHARITIES,100000.0
2017-07-20,94639,FADIMEHA HIV/AIDS ORGANISATION,FS,CHARITIES,132800.0
2018-02-15,94640,VUKA-UZITHATHE DAY CARE CENTER,GP,CHARITIES,117500.0
2017-12-05,94647,SHALOM COMMUNITY CARE CENTRE,GP,CHARITIES,100000.0
2018-02-28,94651,NEW BEGINNINGZ,GP,CHARITIES,109000.0
2018-01-29,94655,TWINKLE STAR DAY AND AFTERCARE CENTRE,GP,CHARITIES,121554.0
2018-01-09,94664,IMANI DAY CARE CENTER,GP,CHARITIES,140000.0
2017-12-05,94668,LETHABO CHILD CARE CENTRE,GP,CHARITIES,126630.0
2017-12-05,94671,GAUTENG BAOBAB EARLY LEARNING TRAINING PROGRAMME,GP,CHARITIES,50000.0
2018-02-23,94676,RYNPARK ASSOCIATION FOR THE AGED,GP,CHARITIES,160000.0
2017-12-14,94686,ENTOKOZWENI HOME BASED CARE,GP,CHARITIES,118000.0
2017-11-21,94701,TLHOMAMANG FAMILY CARE CENTRE,NW,CHARITIES,100000.0
2017-05-05,94711,TSHIMOGO HOME BASED CARE ORGANISATION,NW,CHARITIES,78340.0
2017-12-14,94711,TSHIMOGO HOME BASED CARE ORGANISATION,NW,CHARITIES,60000.0
2017-12-14,94715,MTS ANCILLARY HEALTH CARE SERVICES,NW,CHARITIES,200000.0
2017-12-14,94732,KGATELOPELE HOME BASED CARE,NW,CHARITIES,87000.0
2017-05-17,94734,THE SOUTH AFRICAN DEPRESSION AND ANXIETY GROUP (SADAG),GP,CHARITIES,496500.0
2017-12-20,94739,GELUKSDAL EDUCARE CENTRE,GP,CHARITIES,137000.0
2018-02-15,94752,BONANG LESEDI OLD AGE HOME,GP,CHARITIES,80000.0
2018-02-23,94754,THE KING'S KIDS,NW,CHARITIES,100000.0
2018-01-16,94766,BOTSHELO CENTRE,FS,CHARITIES,92300.0
2017-07-07,94767,FAMILIES SOUTH AFRICA VRYBURG,NW,CHARITIES,151000.0
2017-12-05,94768,ITSOSENG EDUCARE CENTRE,FS,CHARITIES,99039.0
2017-12-05,94770,ITERELENG OLD AGE GROUP,FS,CHARITIES,412290.0
2018-01-16,94781,NALEDI CHILDREN AND YOUTH PROJECTS,GP,CHARITIES,137700.0
2018-02-28,94785,TALIA'S DAY CARE,GP,CHARITIES,127000.0
2017-04-19,94786,THANX GOD PRE-SCHOOL,MP,CHARITIES,162131.0
2017-10-13,94787,NEW BEGINNING CRECHE,FS,CHARITIES,127300.0
2017-10-13,94788,NKANYISO YOUTH DEVELOPMENT CENTRE,MP,CHARITIES,106000.0
2017-04-21,94790,BUHLEBOLWAZI SELF HELP GROUP FOR DISABLED,MP,CHARITIES,111100.0
2018-03-16,94791,HLALEFANG CRECHE,FS,CHARITIES,129075.0
2017-08-30,94793,KGODISO YA KA CRECHE,FS,CHARITIES,133268.0
2018-02-23,94794,ZIMELENI STIMULATION CENTRE AND HOME BASED CARE,MP,CHARITIES,136200.0
2017-10-13,94797,MMABANA DAY CARE CENTRE,FS,CHARITIES,80000.0
2017-08-15,94799,MAFUBE VICTIM SUPPORT CENTRE,FS,CHARITIES,156895.0
2017-08-23,94800,TIRISANO KA BOTSHELO DAY CARE,FS,CHARITIES,100000.0
2017-08-15,94802,TLHOKOMELA SOUP KITCHEN,FS,CHARITIES,80000.0
2017-05-11,94807,REALEBOGA HEALTH CARE GROUP,NW,CHARITIES,143400.0
2017-12-05,94821,SIYADLALA DAY CARE CENTRE,MP,CHARITIES,154087.05
2018-01-29,94822,SIBONILE DAY CARE CENTRE,MP,CHARITIES,140000.0
2017-08-01,94823,FADIMEHANG DAY CARE CENTRE,FS,CHARITIES,90000.0
2017-08-15,94827,VRYSTAAT-VERSORGING IN AKSIE:DANKBAAR SENIOR SENTRUM MEMEL,FS,CHARITIES,100025.0
2017-09-04,94829,TSHWARANANG COMMUNITY PROJECT,FS,CHARITIES,82098.0
2017-10-13,94831,LETHUKUKHANYA DAY CARE CENTRE,MP,CHARITIES,137783.0
2018-01-31,94835,PHAKGAMANG CRECHE,MP,CHARITIES,143550.0
2017-06-29,94836,BOITSHEPO DAY CARE,MP,CHARITIES,118000.0
2017-12-05,94839,SALVATION CRECHE,MP,CHARITIES,112700.0
2017-04-21,94842,INTAMAKUPHILA HOME BASED CARE,MP,CHARITIES,122616.5
2017-04-07,94847,LIKUSASALETFU  CHILD AND COMMUNITY CENTRE,MP,CHARITIES,89915.5
2017-12-05,94850,BAMBANANI HOMEBASED CARE,MP,CHARITIES,104000.0
2017-08-21,94851,SERENITY REHABILITATION AND DEVELOPMENT HOME,NW,CHARITIES,144620.0
2017-10-13,94853,BOSELE CRECHE AND PRE-SCHOOL,MP,CHARITIES,90500.0
2017-10-13,94860,TEMNDENI COMMUNITY DEVELOPMENT CENTRE,MP,CHARITIES,117700.0
2017-10-27,94863,DINGUKWAZI DAY CARE CENTRE,MP,CHARITIES,80384.0
2018-01-29,94871,SINOZWELO PRE-SCHOOL,MP,CHARITIES,150000.0
2017-10-27,94872,UKUKHULAKWETHU MULTIPURPOSE CENTRE,MP,CHARITIES,165997.0
2018-01-31,94876,LIKUSASALETFU PRE-SCHOOL,MP,CHARITIES,118200.0
2017-05-12,94877,ZAMANI DISABLED GROUP,MP,CHARITIES,86737.0
2017-06-21,94878,ONE FOUNDATION,NW,CHARITIES,58650.0
2017-08-17,94881,BOINELO EARLY  LEARNING CENTRE,NW,CHARITIES,97500.0
2017-09-28,94886,VUKUZENZELE DISABILITY CENTRE,NW,CHARITIES,53916.0
2017-06-29,94894,TLANGELANI DAY CARE,MP,CHARITIES,46200.0
2017-06-29,94896,NKAMBONHLE DAY CARE CENTRE,MP,CHARITIES,60329.0
2017-06-21,94902,FLONYKS PRE-SCHOOL,MP,CHARITIES,100000.0
