Name,Province,Sector,Amount
16 SA Sports Confederation and Olympic Comm,National Bodies,SPORT,21930919
17 SA Table Tennis Board,National Bodies,SPORT,3092430
18 SA Taekwondo Federation,National Bodies,SPORT,1512225
19 SA Tennis Association,National Bodies,SPORT,1377200
20 SA Weightlifting Federation,National Bodies,SPORT,741455
21 SA Wrestling Federation,National Bodies,SPORT,1181510
22 Softball SA,National Bodies,SPORT,718575
23 Swimming SA,National Bodies,SPORT,2880000
24 Triathlon SA,National Bodies,SPORT,4794350
1 Eastern Cape Academy of Sport,Eastern Cape,SPORT,5056000
1 Athletics SA,Gauteng,SPORT,7836937
2 Brakpan Primary School,Gauteng,SPORT,650000
3 Emisebenzini Primary School,Gauteng,SPORT,650000
4 Eqinisweni Secondary School,Gauteng,SPORT,60000
5 Forte Secondary School,Gauteng,SPORT,650000
6 Gauteng Academy of Sport,Gauteng,SPORT,3240000
7 Ivory Park Primary School,Gauteng,SPORT,60000
8 Lancea Vale Secondary School,Gauteng,SPORT,60000
9 Morutathuto Primary School,Gauteng,SPORT,60000
10 Noordgesig Secondary School,Gauteng,SPORT,60000
11 Phakamani Primary School,Gauteng,SPORT,60000
12 Protea South Primary School,Gauteng,SPORT,60000
13 Rishile Primary School,Gauteng,SPORT,60000
14 SA Volleyball,Gauteng,SPORT,5404375
15 Shomang Primary School,Gauteng,SPORT,60000
16 Siphamandia Primary School,Gauteng,SPORT,60000
17 The Sports Trust,Gauteng,SPORT,2500000
18 Tshegofatsong Special School,Gauteng,SPORT,60000
19 Tswelelang Primary,Gauteng,SPORT,60000
20 Tumelo Primary School,Gauteng,SPORT,60000
21 Zitikeni Secondary School,Gauteng,SPORT,60000
1 KwaZulu Natal Academy of Sport,KwaZulu Natal,SPORT,3700000
1 Mpumalanga Academy of Sport,Mpumalanga,SPORT,3415000
1 Northern Cape Academy of Sport,Northern Cape,SPORT,3150000
1 Limpopo Academy of Sport,Limpopo,SPORT,5300000
1 Loalane High School,North West,SPORT,650000
2 North West Academy of Sport,North West,SPORT,2560000
1 Reygersdal Primary School,Western Cape,SPORT,60000
2 Sailing SA,Western Cape,SPORT,1700606
3 Western Cape Academy of Sport,Western Cape,SPORT,3147000
1 Disabled People of South Africa,Western Cape,MISCELLANEOUS PURPOSES,4000000
2 National Research Foundation,Western Cape,MISCELLANEOUS PURPOSES,30000000
