Name,Province,Sector,Amount
Durban Children’s Society,KWAZULU-NATAL,CHARITIES,150000
Durban Children’s Society,KWAZULU-NATAL,CHARITIES,250000
Durban Mental Health,KWAZULU-NATAL,CHARITIES,400000
Ekubusisweni Child and Family Welfare Society,KWAZULU-NATAL,CHARITIES,220000
Ekujabuleni Childrens Home,KWAZULU-NATAL,CHARITIES,200000
Emma Barter Home,KWAZULU-NATAL,CHARITIES,50000
Empangeni Child and Family Welfare,KWAZULU-NATAL,CHARITIES,100000
Emuseni Centre For the Aged,KWAZULU-NATAL,CHARITIES,50000
English Language Educational Trust,KWAZULU-NATAL,CHARITIES,400000
Eshowe SPCA,KWAZULU-NATAL,CHARITIES,307000
Ethelbert Children’s Home,KWAZULU-NATAL,CHARITIES,146300
Ezakheni Child and Family Welfare,KWAZULU-NATAL,CHARITIES,20000
Faith Development Organization,KWAZULU-NATAL,CHARITIES,200000
Family Health and Communication,KWAZULU-NATAL,CHARITIES,50000
FAMSA Durban,KWAZULU-NATAL,CHARITIES,250000
FAMSA Pietermaritzburg,KWAZULU-NATAL,CHARITIES,593000
Golden Gateway School for the Disabled Durban,KWAZULU-NATAL,CHARITIES,310000
Greytown & District Child and Family Welfare,KWAZULU-NATAL,CHARITIES,40000
Greytown and District Care of the Aged,KWAZULU-NATAL,CHARITIES,100000
Headway Natal,KWAZULU-NATAL,CHARITIES,150000
Heifer Project,KWAZULU-NATAL,CHARITIES,300000
Highway Aged,KWAZULU-NATAL,CHARITIES,100000
Highway Hospice Association,KWAZULU-NATAL,CHARITIES,1000000
Hlomelikusasa: Skills for the Future,KWAZULU-NATAL,CHARITIES,55000
Horizon Farm Trust,KWAZULU-NATAL,CHARITIES,250000
Howick and District Care of the Aged,KWAZULU-NATAL,CHARITIES,720000
Howick Hospice Association,KWAZULU-NATAL,CHARITIES,100000
Howick SPCA,KWAZULU-NATAL,CHARITIES,90000
Ilala Senior Citizens Care Centre,KWAZULU-NATAL,CHARITIES,179000
Inanda Newtown and District Child and Family Welfare,KWAZULU-NATAL,CHARITIES,85778
Issy Geshen Lamont,KWAZULU-NATAL,CHARITIES,170000
Juana Maria Frail Aged Home,KWAZULU-NATAL,CHARITIES,48000
Kokstad Child and Family Welfare Society,KWAZULU-NATAL,CHARITIES,427700
Kwa Mashu Christian Care Society,KWAZULU-NATAL,CHARITIES,300000
KwaZulu Natal Cerebral Palsy,KWAZULU-NATAL,CHARITIES,250000
KwaZulu Natal Deaf Association,KWAZULU-NATAL,CHARITIES,250000
KwaZulu-Natal Christian Social Services: Pinetown,KWAZULU-NATAL,CHARITIES,171000
KwaZulu-Natal Programme for Survivors of Violence,KWAZULU-NATAL,CHARITIES,400000
Lifeline and Rape Crisis - Pietermaritzburg,KWAZULU-NATAL,CHARITIES,80000
Lighthouse Hospice Association,KWAZULU-NATAL,CHARITIES,250000
Lower South Coast SPCA,KWAZULU-NATAL,CHARITIES,40000
Makukhanye Literacy Project,KWAZULU-NATAL,CHARITIES,130250
Malvern Children’s Home,KWAZULU-NATAL,CHARITIES,500000
Mandawe and District Child and Family Welfare Society,KWAZULU-NATAL,CHARITIES,553098
Margate and District Child and Family Care Centre,KWAZULU-NATAL,CHARITIES,75000
Masakhane Islamic Mission of SA,KWAZULU-NATAL,CHARITIES,100000
Mater Dei Home Durban,KWAZULU-NATAL,CHARITIES,100000
Molweni Zimele Centre,KWAZULU-NATAL,CHARITIES,140000
Mooi River Association for the Physically Challenged,KWAZULU-NATAL,CHARITIES,35000
Mothwa Haven Moore Road,KWAZULU-NATAL,CHARITIES,75000
Msunduzi Hospice Association,KWAZULU-NATAL,CHARITIES,500000
Mzamo Child Guidance Clinic,KWAZULU-NATAL,CHARITIES,122000
Natal ABE Support Agency,KWAZULU-NATAL,CHARITIES,352600
Natal Adult Basic Education Support Agency,KWAZULU-NATAL,CHARITIES,979050
Natal Aid Association T/A John Peattie House,KWAZULU-NATAL,CHARITIES,400000
Natal Blind and Deaf Society,KWAZULU-NATAL,CHARITIES,45000
Natal Blind and Deaf Society,KWAZULU-NATAL,CHARITIES,641185
Natal Christian Women’s Association,KWAZULU-NATAL,CHARITIES,100000
Natal Settlers Memorial Homes,KWAZULU-NATAL,CHARITIES,250000
Natalse Christelike Vrouevereniging Estcourt,KWAZULU-NATAL,CHARITIES,24000
National Association For Women Empowerment,KWAZULU-NATAL,CHARITIES,225000
National Development and Restoration of Traditional Custom,KWAZULU-NATAL,CHARITIES,1140500
National Sea Rescue Institute,KWAZULU-NATAL,CHARITIES,500000
Nazareth House,KWAZULU-NATAL,CHARITIES,200000
NCVV Huis Johanna,KWAZULU-NATAL,CHARITIES,350000
New Beginnings Early Childhood Development Training Project,KWAZULU-NATAL,CHARITIES,150000
Newcastle and District Child and Family,KWAZULU-NATAL,CHARITIES,100000
Ngoboyolwazi Nursery,KWAZULU-NATAL,CHARITIES,5000
NICRO KZN,KWAZULU-NATAL,CHARITIES,350000
Open Door Crisis Centre,KWAZULU-NATAL,CHARITIES,220870
Osindisweni Crèche,KWAZULU-NATAL,CHARITIES,80000
Ottawa Boys Haven,KWAZULU-NATAL,CHARITIES,100000
Peace Haven Community Services,KWAZULU-NATAL,CHARITIES,150000
Pevensey Place,KWAZULU-NATAL,CHARITIES,100000
Phezukomkhono Social Service Institute,KWAZULU-NATAL,CHARITIES,100000
Phezukomkhono Social Service Institute,KWAZULU-NATAL,CHARITIES,50000
Phezukomkhono Social Service Institute,KWAZULU-NATAL,CHARITIES,100000
Phoenix Child & Family Welfare Society,KWAZULU-NATAL,CHARITIES,300000
Phoenix Child & Family Welfare Society,KWAZULU-NATAL,CHARITIES,338880
Phoenix Community Centre,KWAZULU-NATAL,CHARITIES,75000
Pietermaritzburg & District Cerebral Palsy Association,KWAZULU-NATAL,CHARITIES,50000
Pietermaritzburg and District Council for Care of the Aged,KWAZULU-NATAL,CHARITIES,500000
Pietermaritzburg Association for the Aged,KWAZULU-NATAL,CHARITIES,82000
Pietermaritzburg Benevolent Society,KWAZULU-NATAL,CHARITIES,40000
Pietermaritzburg Childrens Homes,KWAZULU-NATAL,CHARITIES,120000
Pietermaritzburg Mental Health Society,KWAZULU-NATAL,CHARITIES,300000
Pietermaritzburg Rehabilitation Centre,KWAZULU-NATAL,CHARITIES,100000
Pietermaritzburg SPCA,KWAZULU-NATAL,CHARITIES,500000
Place of Restoration,KWAZULU-NATAL,CHARITIES,750000
Port Shepstone Child and Family Care Society,KWAZULU-NATAL,CHARITIES,100000
Port Shepstone Child and Family Care Society,KWAZULU-NATAL,CHARITIES,300000
Port Shepstone Child and Family Care Society: South Coast Place of Safety,KWAZULU-NATAL,CHARITIES,100000
Priory for South Africa of the Order of St John Ambulance,KWAZULU-NATAL,CHARITIES,1000000
Pro Nobis School,KWAZULU-NATAL,CHARITIES,250000
"Project Gateway: Christian Community Care Project, Bethany House",KWAZULU-NATAL,CHARITIES,120000
Project Gateway: Duduza Home,KWAZULU-NATAL,CHARITIES,80000
Project Gateway: Esther House,KWAZULU-NATAL,CHARITIES,80000
Project Gateway: Pregnancy Crisis Centre,KWAZULU-NATAL,CHARITIES,110000
Qalakahle Project,KWAZULU-NATAL,CHARITIES,107112
Quadriplegic Association of KwaZulu Natal,KWAZULU-NATAL,CHARITIES,326633
Quadriplegic Association of KwaZulu Natal,KWAZULU-NATAL,CHARITIES,100000
Quadriplegic Association of South Africa,KWAZULU-NATAL,CHARITIES,150000
Queensburgh Cheshire Home,KWAZULU-NATAL,CHARITIES,160000
Rehoboth Trust,KWAZULU-NATAL,CHARITIES,80000
Richards Bay Family Care,KWAZULU-NATAL,CHARITIES,100000
RP Moodley School,KWAZULU-NATAL,CHARITIES,130000
Safecare Community Care Centre,KWAZULU-NATAL,CHARITIES,347000
Saints Youth Centre,KWAZULU-NATAL,CHARITIES,239000
SANCA Durban Alcohol & Drug Centres,KWAZULU-NATAL,CHARITIES,400000
SANCA Pietermaritzburg,KWAZULU-NATAL,CHARITIES,75000
SANEL Coastal,KWAZULU-NATAL,CHARITIES,250000
School Leavers Opportunity Training,KWAZULU-NATAL,CHARITIES,400000
Shepherd’s Keep Home for Abandoned HIV/Aids Babies,KWAZULU-NATAL,CHARITIES,300000
Sibusiswe Clermont Child Welfare,KWAZULU-NATAL,CHARITIES,100000
South African National Epilepsy League KwaZulu Natal,KWAZULU-NATAL,CHARITIES,150000
South Coast Hospice Association,KWAZULU-NATAL,CHARITIES,400000
SPCA: East Griqualand SPCA,KWAZULU-NATAL,CHARITIES,50000
SPCA: Mooi River,KWAZULU-NATAL,CHARITIES,138510
SPCA: Newcastle,KWAZULU-NATAL,CHARITIES,100000
St Luke's Home of Healings,KWAZULU-NATAL,CHARITIES,400000
St Monica's Childrens Home,KWAZULU-NATAL,CHARITIES,150000
St Philomena’s Children’s Home,KWAZULU-NATAL,CHARITIES,350000
St Philomena's Pre-Primary,KWAZULU-NATAL,CHARITIES,20000
St,KWAZULU-NATAL,CHARITIES,500000
St,KWAZULU-NATAL,CHARITIES,300000
Stanger and District Child and Family Welfare Society,KWAZULU-NATAL,CHARITIES,150000
Steadville Child & Family Welfare Society,KWAZULU-NATAL,CHARITIES,5000
Tembaletu Trust,KWAZULU-NATAL,CHARITIES,300000
Themba Alcohol and Drug Help Centre,KWAZULU-NATAL,CHARITIES,300000
Thuthukani Old Age Day Care Centre,KWAZULU-NATAL,CHARITIES,336000
Training and Resources in Early Education,KWAZULU-NATAL,CHARITIES,150000
Ukuzwana Community Project,KWAZULU-NATAL,CHARITIES,22000
Umzinto and District Child and Family Welfare Society,KWAZULU-NATAL,CHARITIES,100000
Valley Trust,KWAZULU-NATAL,CHARITIES,250000
Verulam Regional Hospice Association,KWAZULU-NATAL,CHARITIES,200000
Vianney Children’s Home,KWAZULU-NATAL,CHARITIES,300000
Victoria Memorial Home,KWAZULU-NATAL,CHARITIES,130000
Vryheid Child and Family Welfare Society,KWAZULU-NATAL,CHARITIES,67000
Vryheid Childhood Family Welfare Society,KWAZULU-NATAL,CHARITIES,235000
Wylie House Child and Youth Care Centre,KWAZULU-NATAL,CHARITIES,200000
Young Men's Christian Association,KWAZULU-NATAL,CHARITIES,72000
Zakhele Training Trust,KWAZULU-NATAL,CHARITIES,200000
Zululand Chamber of Business Foundation,KWAZULU-NATAL,CHARITIES,127000
Zululand Hospice Association,KWAZULU-NATAL,CHARITIES,200000
Zululand Mental Health,KWAZULU-NATAL,CHARITIES,146259
Abraham Kriel Children’s’ Home,LIMPOPO,CHARITIES,250000
African Child Development Trust Chuenespoort,LIMPOPO,CHARITIES,150000
Age In Action Head Office: Age in Action Polokwane,LIMPOPO,CHARITIES,826500
Association for Persons with Disability,LIMPOPO,CHARITIES,221800
Association for Persons with Disability,LIMPOPO,CHARITIES,449166
Association for Persons with Disability Limpopo Polokwane,LIMPOPO,CHARITIES,253004
Centenary Home Association for Persons with Disabilities: Polokwane,LIMPOPO,CHARITIES,349537
Choice Comprehensive Health Care Trust,LIMPOPO,CHARITIES,186500
Divuseni Community Project,LIMPOPO,CHARITIES,573507
FAMSA Northern Province,LIMPOPO,CHARITIES,291800
Faranani Trust,LIMPOPO,CHARITIES,544361
Giyani Society for the Care of the Aged,LIMPOPO,CHARITIES,92053
Hansie en Grietjie SAVF Kleuterskool,LIMPOPO,CHARITIES,20000
Home Talje Warmbaths,LIMPOPO,CHARITIES,150000
Human Resource and Social Information Centre Nkowankowa,LIMPOPO,CHARITIES,218334
Itekeng Ntagane Crèche,LIMPOPO,CHARITIES,222648
Itireleng Educational Project,LIMPOPO,CHARITIES,2100000
Itireleng Educational Project: Ramotshinyai Gardening Project,LIMPOPO,CHARITIES,53000
Kgwana Community Centre: A re Thusaneng Project,LIMPOPO,CHARITIES,60100
Kgwana Community Centre: Kgwana Sewing Group,LIMPOPO,CHARITIES,120000
Kgwana Community Centre: Sekhukhune Association Care of Disabled,LIMPOPO,CHARITIES,212005
Kgwana Community Centre: Tlokwa Project,LIMPOPO,CHARITIES,333000
Magnus SAVF Pre School Phalaborwa,LIMPOPO,CHARITIES,250000
Maiteko Bake and Catering,LIMPOPO,CHARITIES,468500
Majembeni Fence Making Project,LIMPOPO,CHARITIES,100000
Moshiane Creche,LIMPOPO,CHARITIES,100000
NICRO Limpopo,LIMPOPO,CHARITIES,136000
Nkuzi Development Association,LIMPOPO,CHARITIES,297065
Nkuzi Development Association,LIMPOPO,CHARITIES,334400
Phakgamang Community Resources Centre Diphagame,LIMPOPO,CHARITIES,536760
Piet Potgieter Multi Purpose Frail Care Centre,LIMPOPO,CHARITIES,44406
Polokwane After Care,LIMPOPO,CHARITIES,100000
Project for the Establishment of Pre-Primary and Primary Schools (PEPPS),LIMPOPO,CHARITIES,699000
SAVF - Potgietersrus,LIMPOPO,CHARITIES,75000
SAVF Ellisras Tak,LIMPOPO,CHARITIES,500000
SAVF Maroela Oord Ellisras,LIMPOPO,CHARITIES,100000
SAVF Martha Hofmeyer Home for the Care of Frail People,LIMPOPO,CHARITIES,250000
SAVF Tzaneen Kleuterskool,LIMPOPO,CHARITIES,100000
Sekhukhune Educare Project Jane Furse,LIMPOPO,CHARITIES,139070
Soetfontein Rural Development Association,LIMPOPO,CHARITIES,300000
South African Federation for Mental Health Johannesburg,LIMPOPO,CHARITIES,900000
St John Ambulance Foundation,LIMPOPO,CHARITIES,569600
Suid Afrikaanse Vroue Federasie Gesingsorg Polokwane,LIMPOPO,CHARITIES,177068
Thari Ya Mme Community Crèche,LIMPOPO,CHARITIES,250000
Tzaneen Community Support Centre: Trauma Centre,LIMPOPO,CHARITIES,171780
Ubuntu Self Help,LIMPOPO,CHARITIES,50000
Warmbad Rusoord Old Age Home,LIMPOPO,CHARITIES,400000
Age-in-Action Mpumalanga,MPUMALANGA,CHARITIES,90700
Cancer Association of SA – Mpumalanga,MPUMALANGA,CHARITIES,300000
Cancer Association of South Africa (CANSA) Mpumalanga,MPUMALANGA,CHARITIES,219380
Catholic Women's League Pretoria Family Life Centre,MPUMALANGA,CHARITIES,100000
Child and Family Welfare Society Witbank,MPUMALANGA,CHARITIES,248000
Christelike Maatskaplike Raad - Volksrust,MPUMALANGA,CHARITIES,40000
Christian Social Council,MPUMALANGA,CHARITIES,133000
Christian Social Council of Mpumalanga,MPUMALANGA,CHARITIES,25000
DEAF Federation of Mpumalanga (DEAF – Mpumalanga),MPUMALANGA,CHARITIES,500800
Disabled People South Africa (DPSA) Mpumalanga,MPUMALANGA,CHARITIES,3000000
Ekujabuleni Workshop for People with Disabilities,MPUMALANGA,CHARITIES,60000
FAMSA Highveldridge,MPUMALANGA,CHARITIES,36000
Highveld Association for the Physically Disabled,MPUMALANGA,CHARITIES,100000
Kwa Guqa One Stop Health and Welfare Centre,MPUMALANGA,CHARITIES,75000
Lifeline Nelspruit,MPUMALANGA,CHARITIES,185200
Louis Hildebrandt Children’s Home,MPUMALANGA,CHARITIES,200000
Lowveld Alcohol & Drug Help Centre,MPUMALANGA,CHARITIES,100000
Lowveld Association for People with Disabilities,MPUMALANGA,CHARITIES,150000
Lowveld Association for People with Disabilities,MPUMALANGA,CHARITIES,100000
Lowveld Centre for Disabled Children,MPUMALANGA,CHARITIES,30000
Lydenburg Service Centre for the Elderly and Disabled,MPUMALANGA,CHARITIES,63000
Middleburg Child and Family Welfare,MPUMALANGA,CHARITIES,50000
Mpumalanga Mental Health Society,MPUMALANGA,CHARITIES,150000
Mpumalanga Regional Committee,MPUMALANGA,CHARITIES,549399
Mzamo Day Care Centre,MPUMALANGA,CHARITIES,100000
Nelspruit Child Welfare Society,MPUMALANGA,CHARITIES,71800
Ons Eie Old Age Home,MPUMALANGA,CHARITIES,150000
SANEL Mpumalanga: Northern Province,MPUMALANGA,CHARITIES,220312
Santie Zietsman Dagversorging  (SAVF),MPUMALANGA,CHARITIES,100000
SAVF: Bethal,MPUMALANGA,CHARITIES,50000
SAVF: Hoeveldrif,MPUMALANGA,CHARITIES,75000
SAVF: Belfast Children’s Home,MPUMALANGA,CHARITIES,2118000
SAVF: Immergroen Home for Frail Aged,MPUMALANGA,CHARITIES,100000
SAVF: Korale Dienssentrum,MPUMALANGA,CHARITIES,50000
SAVF: Old Age Home Middelburg,MPUMALANGA,CHARITIES,500000
SAVF: Silwerjare Tehuis,MPUMALANGA,CHARITIES,200000
SAVF: Standerton,MPUMALANGA,CHARITIES,56088
Sithuthukile Trust,MPUMALANGA,CHARITIES,200000
SPCA Highveld,MPUMALANGA,CHARITIES,50000
Standerton SPCA,MPUMALANGA,CHARITIES,12000
Suid Afrikaanse Vroue Federasie,MPUMALANGA,CHARITIES,266000
Suid Afrikaanse Vroue Federasie Piet Retief,MPUMALANGA,CHARITIES,150000
Suid Afrikaanse Vroue Federasie Middleburg,MPUMALANGA,CHARITIES,150000
Suid Afrikaanse Vroue Federasie Nelspruit,MPUMALANGA,CHARITIES,50000
Suid Afrikaanse Vroue Federasie Standerton,MPUMALANGA,CHARITIES,75000
Ubuhle Bentuthuko,MPUMALANGA,CHARITIES,60000
Vera Stimulation Centre,MPUMALANGA,CHARITIES,178215
Wenakker,MPUMALANGA,CHARITIES,160000
White River Child Welfare Society,MPUMALANGA,CHARITIES,200000
Witbank Alcohol & Drug Help Centre,MPUMALANGA,CHARITIES,45000
Witbank Alcohol & Drug Help Centre,MPUMALANGA,CHARITIES,76000
Witbank Alcohol and Drug Help Centre,MPUMALANGA,CHARITIES,180000
Witbank Society for the Aged,MPUMALANGA,CHARITIES,40000
Zamokuhle Child and Family Welfare,MPUMALANGA,CHARITIES,50000
ACVV General Management,NATIONAL BODIES,CHARITIES,1000000
Age-In-Action,NATIONAL BODIES,CHARITIES,750000
Alzheimers and Related Dementias Association (ARDA),NATIONAL BODIES,CHARITIES,150000
Black Sash,NATIONAL BODIES,CHARITIES,500000
Boys Town SA,NATIONAL BODIES,CHARITIES,250000
Catholic Institute of Education Johannesburg,NATIONAL BODIES,CHARITIES,585000
Cheshire Homes South Africa,NATIONAL BODIES,CHARITIES,175000
Deafblind South Africa,NATIONAL BODIES,CHARITIES,400000
Disabled People South Africa (DPSA) Eastern Cape,NATIONAL BODIES,CHARITIES,750000
Dystonia Association SA Johannesburg,NATIONAL BODIES,CHARITIES,50000
Family and Marriage Society of South Africa (FAMSA),NATIONAL BODIES,CHARITIES,435906
Girl Guides Association of South Africa,NATIONAL BODIES,CHARITIES,300000
National Association of Child Care Workers: Cape Town,NATIONAL BODIES,CHARITIES,100000
NICRO,NATIONAL BODIES,CHARITIES,2000000
Ondersteuningsraad Pretoria,NATIONAL BODIES,CHARITIES,400000
Planned Parenthood Association of South Africa,NATIONAL BODIES,CHARITIES,500000
Project Literacy,NATIONAL BODIES,CHARITIES,1463481
SA Blind Workers Organisation,NATIONAL BODIES,CHARITIES,425442
SA Guide-Dogs Association for the Blind,NATIONAL BODIES,CHARITIES,500000
SA Training Institute for Early Childhood Development,NATIONAL BODIES,CHARITIES,288000
SANCA,NATIONAL BODIES,CHARITIES,1904250
Schizophrenia Foundation of South Africa,NATIONAL BODIES,CHARITIES,92000
South African Federation for Mental Health,NATIONAL BODIES,CHARITIES,200000
South African National Epilepsy League (SANEL) Cape Town,NATIONAL BODIES,CHARITIES,528000
Volunteers Centre,NATIONAL BODIES,CHARITIES,100000
Wozobona Early Childhood Development Johannesburg,NATIONAL BODIES,CHARITIES,296394
Youth for Christ South Africa,NATIONAL BODIES,CHARITIES,900000
ACVV Hanover Community Care Centre,NORTHERN CAPE,CHARITIES,216000
ACVV Kimberley Speelgoedland Versorgingsoord,NORTHERN CAPE,CHARITIES,33888
ACVV Kuruman,NORTHERN CAPE,CHARITIES,200000
ACVV Maatskaplike Dienste,NORTHERN CAPE,CHARITIES,130000
ACVV Postmasburg,NORTHERN CAPE,CHARITIES,5000
Aganang Early Learning,NORTHERN CAPE,CHARITIES,370000
Association for Persons with Physical Disabilities: Northern Cape,NORTHERN CAPE,CHARITIES,100000
Child and Family Care Society: Delportshoop,NORTHERN CAPE,CHARITIES,70000
Colesberg Old Age Home,NORTHERN CAPE,CHARITIES,100000
Diakonale Dienste Nababeep,NORTHERN CAPE,CHARITIES,80000
Diakonale Dienste Richtersveld,NORTHERN CAPE,CHARITIES,200000
Diakonale Dienste Springbok,NORTHERN CAPE,CHARITIES,160000
Dienssentrum vir Bejaardes Bulletrap,NORTHERN CAPE,CHARITIES,173000
Dienssentrum vir Bejaardes Bulletrap,NORTHERN CAPE,CHARITIES,50119
FAMSA: Upington,NORTHERN CAPE,CHARITIES,127340
FAMSA: Kimberley,NORTHERN CAPE,CHARITIES,229417
Helen Bishop Orthopaedic After Care Home,NORTHERN CAPE,CHARITIES,150000
Hospice Association of Kimberley,NORTHERN CAPE,CHARITIES,55000
Hospice Association of Kimberly,NORTHERN CAPE,CHARITIES,111000
Hospice Association of Kimberly,NORTHERN CAPE,CHARITIES,158000
Initia Trust Prieska,NORTHERN CAPE,CHARITIES,50000
Kimberly Child Care,NORTHERN CAPE,CHARITIES,150000
Kimberly Child Care,NORTHERN CAPE,CHARITIES,50000
Kimberly Crisis Centre,NORTHERN CAPE,CHARITIES,30000
Methodist Home for the Aged,NORTHERN CAPE,CHARITIES,500000
Mimosahof Old Age Home,NORTHERN CAPE,CHARITIES,20000
N,NORTHERN CAPE,CHARITIES,863000
Naledi Ya Moso Pre School and Boitumelo Crèche,NORTHERN CAPE,CHARITIES,67600
Namaqualand Association for Pre-School Education Springbok,NORTHERN CAPE,CHARITIES,300000
NG Welsyn Kimberly,NORTHERN CAPE,CHARITIES,150000
NICRO Northern Cape Kimberley,NORTHERN CAPE,CHARITIES,835000
Northern Cape Educare Trust Kimberley,NORTHERN CAPE,CHARITIES,250000
Oranjehof ACVV Service Centre,NORTHERN CAPE,CHARITIES,150000
Parkinson Association SA,NORTHERN CAPE,CHARITIES,50000
Sally Aucamp Home for the Physically Disabled,NORTHERN CAPE,CHARITIES,50000
St Vincent De Paul Galeshewe,NORTHERN CAPE,CHARITIES,40000
Tamar Shelter Society Kimberley,NORTHERN CAPE,CHARITIES,203248
Thembelihle Service Centre for the Aged Upington,NORTHERN CAPE,CHARITIES,200000
Trully Blessed Day Care Centre,NORTHERN CAPE,CHARITIES,335000
V,NORTHERN CAPE,CHARITIES,150000
Yonder,NORTHERN CAPE,CHARITIES,300000
Age-in-Action Potchefstroom,NORTH WEST,CHARITIES,300000
Catholic Institute of Education – North West Province,NORTH WEST,CHARITIES,200000
Christian Social Council Rustenburg,NORTH WEST,CHARITIES,70000
Dominican School for Deaf Children,NORTH WEST,CHARITIES,750000
Evanna SAVF Home,NORTH WEST,CHARITIES,100000
FAMSA Potchefstroom,NORTH WEST,CHARITIES,300000
Hospice North West,NORTH WEST,CHARITIES,150000
Hospice Potchefstroom,NORTH WEST,CHARITIES,300000
Hospice Rustenburg,NORTH WEST,CHARITIES,150000
Keletsong Community & Resource Centre,NORTH WEST,CHARITIES,20000
Klerksdorp SPCA,NORTH WEST,CHARITIES,50000
Mpepi Crèche,NORTH WEST,CHARITIES,76710
National Welfare and Social Service Development Forum (NWSSDF),NORTH WEST,CHARITIES,270595
North West Mental Health,NORTH WEST,CHARITIES,50000
NWSSDF – Arise and Shine,NORTH WEST,CHARITIES,71900
NWSSDF – Ark of Grace,NORTH WEST,CHARITIES,400000
NWSSDF – Boitumelong Support Group,NORTH WEST,CHARITIES,250000
NWSSDF – Bosele Baking Project,NORTH WEST,CHARITIES,89954
NWSSDF – Fepang Setshaba,NORTH WEST,CHARITIES,53000
NWSSDF – Ikemiseng Association for the Blind,NORTH WEST,CHARITIES,51760
NWSSDF – Itekeng Steel Windows,NORTH WEST,CHARITIES,201280
NWSSDF – Katlego Baking and Catering,NORTH WEST,CHARITIES,92552
NWSSDF – Kgora- E-Tsile Community Project,NORTH WEST,CHARITIES,88757
NWSSDF – Lonely Park Early Learning Centre,NORTH WEST,CHARITIES,48447
NWSSDF – Mamusa Bakery,NORTH WEST,CHARITIES,126623
NWSSDF – Montshiwa Aged Service Club,NORTH WEST,CHARITIES,49794
NWSSDF – Morwa Early Learning Centre,NORTH WEST,CHARITIES,250000
NWSSDF – Mothusi Early Learning Centre,NORTH WEST,CHARITIES,146863
NWSSDF – ODI Self Help Organisation of Disabled,NORTH WEST,CHARITIES,176780
NWSSDF – Pulamadibogo Bakery and Caterers,NORTH WEST,CHARITIES,208413
NWSSDF – Rob and Letts Treck,NORTH WEST,CHARITIES,93116
NWSSDF – Rotary Early Learning Centre,NORTH WEST,CHARITIES,42000
NWSSDF – Sinokukhanya Women in Brick Making,NORTH WEST,CHARITIES,457780
NWSSDF – Sunrise Early Learning,NORTH WEST,CHARITIES,60000
NWSSDF – Sunrise Embroiders,NORTH WEST,CHARITIES,580000
NWSSDF – Tiro – E – Tshaba Development,NORTH WEST,CHARITIES,255000
NWSSDF – Winteveldt Farmers Association,NORTH WEST,CHARITIES,5300
NWSSDF – Kruipende Kleuters,NORTH WEST,CHARITIES,98262
NWSSDF – Agisanang Domestic Abuse,NORTH WEST,CHARITIES,551000
NWSSDF – Bopanang Pensioners Committee Vegetable Project,NORTH WEST,CHARITIES,70567
NWSSDF – Dinatla Basadi,NORTH WEST,CHARITIES,60000
NWSSDF – Fetogang Service Club,NORTH WEST,CHARITIES,70000
NWSSDF – Kgatelopele Bricks Project,NORTH WEST,CHARITIES,50000
NWSSDF – Kgatelopele Educare Centre,NORTH WEST,CHARITIES,75000
NWSSDF – Makgobistad Floor Polish,NORTH WEST,CHARITIES,150000
NWSSDF – Makgonatsotlhe Vegetable Garden,NORTH WEST,CHARITIES,53837
NWSSDF – Methodist Early Learning Centre,NORTH WEST,CHARITIES,171292
NWSSDF – Queen Elizabeth Poultry Project,NORTH WEST,CHARITIES,58200
NWSSDF – Taung Early Learning Centre Organisation,NORTH WEST,CHARITIES,353408
NWSSDF – Inimba After School Care Project,NORTH WEST,CHARITIES,100000
NWSSDF – Kgatelopela Baking and Juice Making Project,NORTH WEST,CHARITIES,150000
NWSSDF – Maikaelelo Balemirui,NORTH WEST,CHARITIES,70000
NWSSDF – Maiteko Chicken Farm,NORTH WEST,CHARITIES,40000
NWSSDF – Ratanang Dira Crèche,NORTH WEST,CHARITIES,91665
NWSSDF – Bokamoso Early Learning Centre,NORTH WEST,CHARITIES,50000
NWSSDF – Dibate Legae La Bana Day Care,NORTH WEST,CHARITIES,150000
NWSSDF – Gaetsalwe Early Learning Centre,NORTH WEST,CHARITIES,176204
NWSSDF – Itireleng Sewing Project,NORTH WEST,CHARITIES,92269
NWSSDF – Kgatelopele Poultry Association,NORTH WEST,CHARITIES,147790
NWSSDF – Kopano Poultry Project,NORTH WEST,CHARITIES,21000
NWSSDF – Mayaeyane Local Community,NORTH WEST,CHARITIES,100000
NWSSDF – Molelwane Crèche,NORTH WEST,CHARITIES,450000
NWSSDF – Mpepu Ngwana,NORTH WEST,CHARITIES,249876
NWSSDF – Nchafalang Service Club,NORTH WEST,CHARITIES,70000
NWSSDF – Phuthunang Community Project,NORTH WEST,CHARITIES,99007
NWSSDF – Ratanang Service Club,NORTH WEST,CHARITIES,36000
NWSSDF – Thari Re Pepe the Aged,NORTH WEST,CHARITIES,1112200
NWSSDF – Tloung Mothata Crèche,NORTH WEST,CHARITIES,55183
NWSSDF – Tshadi Ema,NORTH WEST,CHARITIES,100000
NWSSDF – Tshwaraganang Barolong Project,NORTH WEST,CHARITIES,50000
NWSSDF – Tshwaragano Ke Matle Service Centre,NORTH WEST,CHARITIES,30000
Operation Blanket,NORTH WEST,CHARITIES,150000
Orkney Child and Family Welfare,NORTH WEST,CHARITIES,200000
Potchefstroom Child and Family Welfare,NORTH WEST,CHARITIES,100000
Potchefstroom Service Centre for the Aged,NORTH WEST,CHARITIES,218458
