Province,Name,Amount
FREE STATE,EBEN DONGES PRIMARY SCHOOL,285239.00
FREE STATE,SEEISOVILLE PUBLIC SCHOOL,280000.00
FREE STATE,W.S.M. MALOTLE PRIMARY SCHOOL,225935.00
FREE STATE,SUMMERVILLE PRIMARY FARM SCHOOL,287602.00
FREE STATE,VAALPARK PRIMARY SCHOOL,280592.00
FREE STATE,RELEBOHILE I/S,300000.00
FREE STATE,J.J KUBHEKA PRIMARY SCHOOL,300000.00
FREE STATE,LEIFO IZIKO COMBINED SCHOOL,43859.00
FREE STATE,ALBERT MOROKA HIGH SCHOOL,300000.00
FREE STATE,HENNENMAN PRIMARY SCHOOL,184747.00
FREE STATE,MATSWATHAKA P/S,293860.00
GAUTENG,GAUTENG NORTH GYMNASTICS ASSOCIATION,568733.00
GAUTENG,CITY ROVERS FOOTBALL CLUB,68928.00
GAUTENG,ITEKENG PRIMARY SCHOOL,299830.00
GAUTENG,ALBERHART TENNIS CLUB,200000.00
GAUTENG,LESOLANG PRIMARY SCHOOL,300000.00
NORTHERN CAPE,MORALADI PRIMARY SCHOOL,300000.00
NORTHERN CAPE,MOHOLENG PRIMARY SCHOOL,300000.00
NORTHERN CAPE,PAMPIERSTAD CHESS CLUB,127684.00
NORTHERN CAPE,BOGOSIENG-LEKWE PRIMARY SCHOOL,300000.00
NORTHERN CAPE,DOLPHINS CRICKET CLUB PORT NOLLOTH,229140.00
NORTHERN CAPE,KIMBERLEY CHESS CLUB,103754.00
FREE STATE,IPOPENG DAY  CARE CENTRE,347472.00
FREE STATE,PULANE PRE SCHOOL,370609.00
KWAZULU-NATAL,BONGEKILE PRE SCHOOL,94800.00
KWAZULU-NATAL,ZIMISELE EDUCARE CENTRE ORGANISATION,38044.00
KWAZULU-NATAL,COMMUNITY OUTREACH CENTRE ST MARY,498500.00
KWAZULU-NATAL,VUKASAKHE CRECHE,375550.00
KWAZULU-NATAL,PIETERMARITZBURG BENEVOLENT SOCIETY,208500.00
KWAZULU-NATAL,INDUDUZO DAY CARE,204743.00
KWAZULU-NATAL,INGEBO CHILDREN`S HOME,418612.00
KWAZULU-NATAL,HLANGANANI EDUCARE CENTRE,111389.00
KWAZULU-NATAL,PINETOWN- HIGHWAY CHILD AND FAMILY WELFARE SOCIETY,1196520.00
KWAZULU-NATAL,ISABELO SETHU FOUNDATION,78000.00
KWAZULU-NATAL,THANDIZWE CRECHE& PRE SCHOOL,178899.00
LIMPOPO,MUTSHIDZI DAY CARE CENTRE,66000.00
LIMPOPO,TSHIFULANANI 2 COMMUNITY CRECHE,76000.00
LIMPOPO,MTSETWENI PRE-SCHOOL,91000.00
LIMPOPO,SOUTH AFRICAN NATIONAL TUBERCULOSIS ASSOCIATION (SANTA)LIMPOPO,100000.00
LIMPOPO,MESSINA LEGAL ADVICE OFFICE,100000.00
LIMPOPO,TONDA LUSHAKA COMMUNITY HOME BASED CARE PROJECT,100000.00
LIMPOPO,NHLUVUKO DROPPING CENTRE,102000.00
LIMPOPO,KHOMANANI PRE-SCHOOL,102000.00
LIMPOPO,THUKAKGALADI INTEGRATED DEVELOPMENT PROJECT,103000.00
LIMPOPO,YOUTH ACTION HEALTH,116299.00
LIMPOPO,BAPHUTHADITSHABA DROP-IN CENTRE,123000.00
LIMPOPO,ITUKISETSENG HOME BASE CARE,138000.00
LIMPOPO,BURGERSFORT COMMUNITY HOME BASED CARE,142000.00
LIMPOPO,RANTI CRECHE AND PRE-SCHOOL,143300.00
LIMPOPO,PFUKANI YOUTH DEVELOPMENT PROJECT,144199.65
LIMPOPO,PHIRING HOME COMMUNITY BASED CARE,147000.00
LIMPOPO,AGE OF HOPE HOME AND COMMUNITY BASED CARE,152000.00
LIMPOPO,MASAKANENG HOME BASED CARE,152500.00
LIMPOPO,TURNING LIVES AROUND,154000.00
LIMPOPO,KOPANO DROP IN CENTRE,155000.00
LIMPOPO,STERKSTROOM DROP IN CENTRE,157596.00
LIMPOPO,RAMOGALE RATABANA DROP IN CENTRE,157697.00
FREE STATE,ANGEL FOUNDATION INC,4693700.00
NORTHERN CAPE,REFURBISH PROJECT DEVELOPMENT ORG,6215000.00
NORTHERN CAPE,GHAAP RIVER-XSTREME NPC,239611.00
KWAZULU-NATAL,UMBELE WABANTWANA DEVELOPMENT PROJECT,624727.00
LIMPOPO,SASEKANI COMMUNITY HOME BASED CARE,464045.00
LIMPOPO,TSHANDUKO HOME BASED CARE,167430.00
NORTH WEST,ATHLETICS NORTH WEST NORTH,1908000.00
GAUTENG,ST CATHERINES DOMINICAN CONVENT,602000.00
KWAZULU-NATAL,NUWE REPUBLIEK PRIMARY SCHOOL,400000.00
WESTERN CAPE,BREDASDORP HIGH SCHOOL,404255.00
KWAZULU-NATAL,MADEYA PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,SIHOLWA PRIMARY SCHOOL,298310.95
KWAZULU-NATAL,MANZAMNANDI PRIMARY SCHOOL,298353.65
KWAZULU-NATAL,OZABENI PRIMARY SCHOOL,298810.95
KWAZULU-NATAL,INKANYEZI YESIZWE PRIMARY SCHOOL,300600.00
KWAZULU-NATAL,HEMFANE PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,THAPHOKUHLE PRIMARY SCHOOL,298760.95
KWAZULU-NATAL,ENGOBHIYENI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,INTSHISEKELO SECONDARY SCHOOL,296000.00
KWAZULU-NATAL,HULSUG PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,MADUDULA HIGH SCOOL,300000.00
KWAZULU-NATAL,NOBANTU PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,NYATHINI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,EMAYENI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,MTHEKELEZI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,EKUDILIKENI PRIMARY SCHOOL,298810.95
KWAZULU-NATAL,WASBANK BOXING ORGANISATION,50000.00
KWAZULU-NATAL,ESIGEDENI J.S,298810.95
KWAZULU-NATAL,SHEKELELA  PRIMARY SCHOOL,304500.00
KWAZULU-NATAL,SITHEMBINHLANHLA SECONDARY SCHOOL,294149.95
KWAZULU-NATAL,STAR OF THE SEA HIGH SCHOOL,300000.00
KWAZULU-NATAL,QAMBOKUHLE PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,MAKHANDANA PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,GREEN NETWORK,2319500.00
KWAZULU-NATAL,UMFOLOZI TVET COLLEGE,767225.00
KWAZULU-NATAL,SIWELA SONKE DANCE THEATRE,998000.00
KWAZULU-NATAL,THE BEAD FOUNDATION,500000.00
EASTERN CAPE,RABTI TRUST,156000.00
EASTERN CAPE,ACVV ELDORADO DIENSTAK,1601329.00
EASTERN CAPE,THEMBELIHLE HOME,850160.00
EASTERN CAPE,ACVV PORT ELIZABETH,405173.00
EASTERN CAPE,UVIWE CHILD & YOUTH SERVICES,1955064.00
EASTERN CAPE,BLUE CRANE HOSPICE ASSOCIATION,322500.00
EASTERN CAPE,SIYAKHANA YOUTH OUTREACH AND EDUCATION PROGRAMME,1632124.00
EASTERN CAPE,CHRISTELIK MAATKAPLIKE RAAD VIR DIE RING VAN QUEENSTOWN,783700.00
EASTERN CAPE,TEMBA COMMUNITY DEVELOPMENT SERVICES,633500.00
EASTERN CAPE,THE ROSE OF SHARON COMMUNITY PROJECT,206326.00
EASTERN CAPE,SOMELEZE SUPPORT GROUP,184328.00
EASTERN CAPE,SIZIWE FOUNDATION,210000.00
EASTERN CAPE,ETHEMBENI HIV/AIDS COMMUNITY PROJECT,140300.00
WESTERN CAPE,SAKHA ISIZWE DEVELOPMENT ORGANISATION,162758.00
WESTERN CAPE,CAPE TOWN SOCIETY FOR THE BLIND,2108446.00
WESTERN CAPE,LULWAZI LWETHU,87000.00
WESTERN CAPE,DUE TIME SKILLS DEVELOPMENT AGRICULTURE,179863.00
FREE STATE,FREE STATE SYMPHONY ORCHESTRA,2056740.00
FREE STATE,CATCH FIRE WAYA WAYA,493251.00
GAUTENG,WEARABLE CREATIVE CENTRE,366759.00
WESTERN CAPE,NATURES VALLEY TRUST,547000.00
KWAZULU-NATAL,UTHANDO CHILD CARE CENTRE,621527.00
KWAZULU-NATAL,THE PLACE OF RESTORATION TRUST,770691.00
KWAZULU-NATAL,MASIBAMBISANE,100047.00
KWAZULU-NATAL,MEREWENT CHESHIRE HOME,883016.00
KWAZULU-NATAL,NQUTHU DEVELOPMENT CENTRE,346870.00
KWAZULU-NATAL,ARYAN BENEVOLENT SOCIETY PIERTERMARITZBURG,330000.00
KWAZULU-NATAL,THE CHILDREN'S RIGHTS CENTRE TRUST,205110.00
KWAZULU-NATAL,THE AWESOMESA TRUST,62400.00
KWAZULU-NATAL,PIETERMARITZBURG BRANCH OF THE ASSOCIATION FOR THE PHYSICALLY CHALLENGE,270080.00
KWAZULU-NATAL,ACTIVE ISLAMIC TRAINING AND HIV/AIDS CARE CENTRE,278700.00
KWAZULU-NATAL,VUKANI B CRECHE,193100.00
KWAZULU-NATAL,KWAZUBUMNANDI PRE SCHOOL,150300.00
KWAZULU-NATAL,THE CLOUDS OF HOPE,250000.00
EASTERN CAPE,BEKIZULU SENIOR PRIMARY SCHOOL,300000.00
EASTERN CAPE,GCINA JUNIOR SECONDARY SCHOOL,300000.00
EASTERN CAPE,SWARAJ FOOTBALL CLUB,96000.00
EASTERN CAPE,MGOBOZI SENIOR PRIMARY SCHOOL,300000.00
EASTERN CAPE,EMANTLANENI JUNIOR SECONDARY SCHOOL,300000.00
EASTERN CAPE,LOWER NDAKANA JUNIOR SECONDARY SCHOOL,300000.00
EASTERN CAPE,MALONGWENI JUNIOR SECONDARY SCHOOL,300000.00
EASTERN CAPE,NDAKANA JUNIOUR SECONDARY SCHOOL,300000.00
EASTERN CAPE,MQIKELA JUNIOR PRIMARY SCHOOL,300000.00
GAUTENG,SPRINGS HOME SWEEPERS ACADEMY,167535.00
GAUTENG,ELITE PRIMARY SCHOOL,299728.00
GAUTENG,KOPA-DILALELO PRIMARY SCHOOL,300000.00
GAUTENG,RETLILEPELE PRIMARY SCHOOL,300000.00
GAUTENG,TE RADEBE FOOTBALL CLUB AND ASSOCIATION,29200.00
GAUTENG,OLIEVENHOUTBOSCH PRIMARY SCHOOL,300000.00
GAUTENG,OREFILE PRIMARY SCHOOL,300000.00
GAUTENG,DIMAKATSO PRIMARY SCHOOL,300000.00
GAUTENG,TOKYO SEXWALE PRIMARY SCHOOL,300000.00
LIMPOPO,REPHAFOGILE SECONDARY SCHOOL,250000.00
LIMPOPO,MAGANGENI PRIMARY SCHOOL,300000.00
LIMPOPO,MATHEDE SECONDARY SCHOOL,300000.00
LIMPOPO,COMMUNITY CHESS DEVELOPMENT,100020.00
LIMPOPO,NAPO PRIMARY SCHOOL,285929.00
NORTH WEST,LETLHABILE MIDDLE SCHOOL,300000.00
NORTH WEST,TSHWARAGANANG PRIMARY SCHOOL,300000.00
NORTH WEST,LOKGENG PRIMARY SCHOOL,300000.00
NORTH WEST,SETLHABETSI PRIMARY SCHOOL,300000.00
NORTH WEST,KONKE PRIMARY SCHOOL,300000.00
NORTH WEST,MOTSWAISO PRIMARY SCHOOL,300000.00
WESTERN CAPE,EDEN CYCLING ASSOCIATION,128000.00
WESTERN CAPE,MOSSELBAY TENNIS CLUB,150000.00
WESTERN CAPE,VUYANI PUBLIC  PRIMARY SCHOOL,300000.00
WESTERN CAPE,OUDTSHOORN HIGH SCHOOL,308344.75
WESTERN CAPE,GREENLANDS PRIMARY SCHOOL,274872.00
WESTERN CAPE,MOOI-UITSIG PRIMARY SCHOOL,288139.34
WESTERN CAPE,HEATHFIELD PRIMARY SCHOOL,300000.00
WESTERN CAPE,GOODWOOD UNITED FOOTBALL CLUB (GUFC),100000.00
WESTERN CAPE,WYNBERG GIRLS HIGH SCHOOL,150000.00
WESTERN CAPE,WYNBERG GIRLS' JUNIOR SCHOOL,150000.00
WESTERN CAPE,DEAF SPORT WESTERN CAPE,103000.00
MPUMALANGA,SOMAKHAWULA CULTURAL PROJECT,271918.00
KWAZULU-NATAL,THE HIGHWAY HOSPICE ASSOCIATION,282000.00
LIMPOPO,THABANG MOGARI CRECHE,159280.00
LIMPOPO,IKAGENG HIV/AIDS HOME BASED CARE PROJECT,131000.00
LIMPOPO,SAVF THABAZIMBI,135450.00
LIMPOPO,DEVREDE HOME BASED CARE,152700.00
LIMPOPO,LIGHT OF MERCY COMMUNITY CARE,140000.00
LIMPOPO,BONTSHANG  BOKWARI,160000.00
LIMPOPO,INVERAAN HOME BASED CARE,143200.00
LIMPOPO,MOKOENE MAJA PRE SCHOOL,164300.00
LIMPOPO,NKGODISENG DAY CARE1,150000.00
LIMPOPO,NTSHIRELETJA DROP IN CENTRE,168000.00
LIMPOPO,MPONEGELE KE ITIRELE COMMUNITY PROJECT,145000.00
LIMPOPO,SWAZIMNYAMANE HOME COMMUNITY BASED CARE,136000.00
LIMPOPO,MABOTSHA HOME BASED CARE PROJECT,128200.00
LIMPOPO,ELIM -HLANGANANI SOCIETY FOR THE CARE OF THE AGED,136000.00
LIMPOPO,MAMPEPU CRECHE,110000.00
LIMPOPO,MPHAMBO AIDS AWARENESS ACTION CAMPAIGN,160000.00
LIMPOPO,UNARINE DAY CARE CENTRE FOR HANDICAPPED CHILDREN,213269.00
LIMPOPO,KHULULEKANI EDUCARE,159000.00
LIMPOPO,RATANANG DROP IN CENTRE,164000.00
LIMPOPO,TSHAULU FARANANI OLD AGE HOME,98000.00
LIMPOPO,PFUKANI GOVHU HOME BASED CARE ORGANISATION,129000.00
LIMPOPO,MODIPADI DAY CARE,158549.00
LIMPOPO,MMANAGA CRECHE AND PRE SCHOOL,120300.00
LIMPOPO,PULANE EDUCARE CENTRE,138800.00
LIMPOPO,MUWAWENI COMMUNITY HOME BASED CARE,144000.00
LIMPOPO,LENALA LE TEE DROP IN CENTRE,121800.00
LIMPOPO,HUIS TALJE CHILDRENS HOME,128607.00
LIMPOPO,ROTONDWA PROGRESS PROJECT,128500.00
LIMPOPO,HLANGANANI COMMUNITY CARE,146950.00
LIMPOPO,THABINA RIVERSIDE CRECHE,125990.00
LIMPOPO,MOKORORWANE CRECHE AND PRE-CRECHE,93700.00
MPUMALANGA,DAYIZENZA HOME BASED CARE,153600.00
MPUMALANGA,MOREMELA HOME BASED CARE,223400.00
MPUMALANGA,DIKOPANE CHILD CARE,140200.00
GAUTENG,MORORISENG PRE SCHOOL,131126.00
NORTHERN CAPE,BLOEMANDA SOUP KITCHEN,243180.00
NORTHERN CAPE,PHUTANANG CARE FOR THE AGED,480980.00
NORTHERN CAPE,RATANG VICTIM SUPPORT CENTRE,164544.00
NORTHERN CAPE,GIENNIE -M FOUNDATIONS,137723.00
NORTHERN CAPE,KOPANANG SOUP KITCHENS,474270.00
NORTHERN CAPE,PRIDE OF DISABLED,406899.00
NORTHERN CAPE,TSHWARANANG CLUB FOR THE AGED,169200.00
NORTHERN CAPE,LAPOLOGANG HOME BASED CARE,196291.00
NORTHERN CAPE,BOKAMOS PRE SCHOOL,148400.00
NORTHERN CAPE,REMMOGO HOME BASED CARE FOR OLDER PERSONS,699553.00
NORTHERN CAPE,IKHAYA LETHU HOME H.I.V. AND ABANDONED ORPHANS,1743956.00
NORTHERN CAPE,TSHIRELETSO SUPPORT GROUP,145000.00
NORTHERN CAPE,BATLAMEDI HOME COMMUNITY BASED CARE,404893.00
NORTHERN CAPE,REKAFELA FEEDING SCHEME,172590.00
NORTHERN CAPE,KOPANO EARLY LEARNING,140711.00
NORTHERN CAPE,KITSO PRE SCHOOL,396359.00
NORTHERN CAPE,THUSANO DAY CARE CENTRE,173000.00
NORTHERN CAPE,TSHOLOFELO HOME BASED CARE,192798.00
NORTHERN CAPE,ITSOSENG HOME BASED CARE,222638.00
NORTHERN CAPE,MAIKAELELO DROP IN CCENTRE,160193.00
NORTHERN CAPE,SIDA DEVELOPMENT PROJECT,152500.00
NORTHERN CAPE,SOVERBY LEGAL ADVISE CENTRE,171713.00
NORTHERN CAPE,THUSANANG COMMUNITY SOUP KITCHEN,209139.00
NORTHERN CAPE,TSOGELELA NON PROFITABLE ORGANISATION,116677.00
NORTHERN CAPE,VAKELE EARLY LEARINING CENTRE,123500.00
NORTHERN CAPE,THUTHUNTSHO PRE SCHOOL,411732.00
WESTERN CAPE,GLENROMA WOMENS EMPOWERMENT NETWORK NPC,205500.00
FREE STATE,THABO THOKOZA SECONDARY SCHOOL,299179.00
FREE STATE,MARANG INTERMEDIATE SCHOOL,300000.00
FREE STATE,ITEMOHENG PRIMARY SCHOOL,300000.00
FREE STATE,REIKEMISEDITSE INTERMEDIATE SCHOOL,300000.00
FREE STATE,TUTUBOLOHA I/S,295000.00
FREE STATE,LEKOEBA F.C,63778.00
FREE STATE,KEARABETSWE PUBLIC SCHOOL,300000.00
FREE STATE,DIPHAKWENG PRIMARY SCHOOL,300000.00
FREE STATE,ITEBOHELENG PRIMARY SCHOOL,283350.00
FREE STATE,MOSO PRIMARY SCHOOL,247728.00
FREE STATE,HENNENMAN S/S,298793.00
FREE STATE,MANGAUNG ATHLETICS CLUB,60000.00
FREE STATE,DIBASEHOLO PUBLIC PUBLIC,232464.00
FREE STATE,LETSIBOLO PUBLIC PRIMARY SCHOOL,262917.00
FREE STATE,MOTSHEPUWA INTERMEDIATE SCHOOL,300000.00
FREE STATE,THUTO - TSEBO PUBLIC SCHOOL,300000.00
GAUTENG,THUTHUKANI MUSIC CONSERVATIORE,368695.00
GAUTENG,THE AFRICAN SHOW COALITION INSTITUTE,309500.00
GAUTENG,JUNIOR TECH NURSERY SCHOOL,129000.00
GAUTENG,BETTER  LIFE PRE SCHOOL,130000.00
GAUTENG,DOWN SYNDROME ASSOCIATION PRETORIA,155000.00
GAUTENG,JABULANI COMMUNTY DEVELOPMENT TRAINING,84000.00
GAUTENG,ST MARY`S CHILDREN HOME,142000.00
GAUTENG,MBALENHLE DROP IN CENTRE,127200.00
GAUTENG,BOITUMELO PRE SCHOOL AND CRECHE,125500.00
GAUTENG,NEW HOPE CHILD CARE,128500.00
GAUTENG,THUSANANG DAY CARE,113998.00
GAUTENG,THABONG DAY CARE,148000.00
GAUTENG,DREAM TEAM FOUNDATION,107000.00
GAUTENG,LUTHANDO DAY CARE,111475.00
GAUTENG,BEYONCE EDUCARE CENTRE,121400.00
GAUTENG,ALMIGHTY DAY CARE CENTRE,137750.00
GAUTENG,KEBARATILE CHILD CARE CENTRE,112600.00
GAUTENG,RISE AND SHINE PRE SCHOOL,116750.00
GAUTENG,KIDS AT WORK DAY CARE,137000.00
WESTERN CAPE,PEOPLE LIVING WITH CANCER,1240000.00
WESTERN CAPE,EMBRACE DIGNITY,406300.00
WESTERN CAPE,PATCH-HELDERBERG CHILD ABUSE CENTRE,703069.00
WESTERN CAPE,ACVV- RIEBEEK WES,500000.00
WESTERN CAPE,HERDS HEALING HEARTS FOUNDATION,178500.00
WESTERN CAPE,DYSSELSDORP COMMUNITY AFTER CARE CENTRE,388619.00
WESTERN CAPE,ZANDVLIET CARE FACILITY,495475.00
WESTERN CAPE,THE CHILDREN'S BOOK NETWORK,210500.00
WESTERN CAPE,OVERSTRAND HOSPICE,250000.00
WESTERN CAPE,MASAKHANE GRASSROOTS EDUCARE CENTRE,319500.00
WESTERN CAPE,KOELFONTEIN CRECHE AND AFTER CARE,500000.00
WESTERN CAPE,SOUTH AFRICAN YOUTH EDUCATION FOR SUSTAINABILITY,250000.00
WESTERN CAPE,SIPHILA SONKE OUTREACH PROGRAMS,460000.00
WESTERN CAPE,SIBONGILE DAY AND NIGHT CENTRE,408500.00
WESTERN CAPE,MZANANDA ANIMAL CLINIC,498000.00
WESTERN CAPE,MAKE A DIFFERENCE LEADERSHIP FOUNDATION,404500.00
WESTERN CAPE,FUNDA INWADI NPC,107933.00
WESTERN CAPE,LIFE FANTASTIC EDUCARE,203436.00
WESTERN CAPE,NOBULELE EDUCARE CENTRE,172154.00
LIMPOPO,FETOGANG MAKGAREBE CULTURAL VILLAGE,4430500.00
GAUTENG,CHRISTELIK MAATKAPLIKE RAAD WONDERBOOM,100026.00
GAUTENG,THE GREATER GERMISTON SOCIETY FOR CHILD & FAMILY WELFAREQ,134000.00
GAUTENG,LETHABO DAY CARE,133000.00
GAUTENG,TSOGANG HOME BASED CARE,129000.00
GAUTENG,VUKA DEVELOPMENT CENTRE,123598.00
GAUTENG,LINDOKUHLE HIV AIDS HOME BASED CARE,153114.00
GAUTENG,KITSO VUTIVI INSTITUTE,115500.00
GAUTENG,MMA- BANA PRE SCHOOL,146000.00
GAUTENG,NONCEDO DAY CARE CENTRE,144400.00
GAUTENG,LITTLE SPARROW NURSERY & PRE SCHOOL,140000.00
GAUTENG,DODO`S EARLY CHILDHOOD DEVELOPMENT,140000.00
GAUTENG,VALUED CITIZENA INITIATIAVE,144000.00
GAUTENG,ODIRILE CENTRE FOR PERSONS WITH MENTAL AND PHYSICAL DISABILITIES,240000.00
GAUTENG,TSHIAMO EARLY LEARNING CENTRE,141500.00
GAUTENG,PROFFESSIONAL AIDERS FOUNDATION,140000.00
GAUTENG,RESTORATIVE JUSTICE,91500.00
GAUTENG,TSOMOMA SERVICE CENTRE,119500.00
GAUTENG,BA- TLISENG BABYSITTER DAY & NIGHT CARE CENTRE,140532.00
GAUTENG,PONELOPELE DROP IN CENTRE,104918.00
GAUTENG,"NATIONAL LESBIAN, GAY, BISEXUAL TRANSGENDERED AND INTERSEX HEALTH CAMPAIGN",190000.00
KWAZULU-NATAL,THANDO LWETHU CARE CENTRE,140294.00
LIMPOPO,ITIRELENG DROP IN CENTRE,112600.00
LIMPOPO,SANTA FANANG DIATLA,106098.00
LIMPOPO,BOPHELONG HOME BASED CARE & HIV PEERS,113000.00
LIMPOPO,CHRISTELIK MAATSKAPLIKE RAAD LIMPOPO,83000.00
LIMPOPO,DIRISANG DROP IN CENTRE,139000.00
LIMPOPO,DIKOLOBE DAY CARE CENTRE,163000.00
MPUMALANGA,THEMBALETHU COMMUNITY CENTRE ASSOCIATION,160246.00
MPUMALANGA,MGANDUZWENI PRE CHECHE,142500.00
MPUMALANGA,THEMBELIHLE HOME BASED CARE,153798.00
MPUMALANGA,IZANDLA ZETHU HOME BASED CARE,150069.00
MPUMALANGA,BELFAST RUSOORD,140000.00
MPUMALANGA,RELEBOGILE COMMUNITY CRECHE,140000.00
MPUMALANGA,KHOMANANI DAY CARE CENTRE,140225.00
WESTERN CAPE,"THE AFRICAN ARTS, CULTURE, EDUCATION AND SPORTS TRUST",1092615.00
KWAZULU-NATAL,ST ANTONY`S HOME,158000.00
KWAZULU-NATAL,DAILY NEWS MILK AND WELFARE FUND,111000.00
KWAZULU-NATAL,CHILD WELFARE SA UMZUMBE,128000.00
KWAZULU-NATAL,UMKHUBI KANOAH,158400.00
KWAZULU-NATAL,NQUBEKO CRECHE,143954.00
KWAZULU-NATAL,PATHWAY-KLOOF,113940.00
KWAZULU-NATAL,INHLANSI YOBUHLE,117500.00
KWAZULU-NATAL,SA RIDING FOR THE DISABLED ASSOCIATION DURBAN BRANCH,120000.00
KWAZULU-NATAL,LHC FOUNDATION,103000.00
KWAZULU-NATAL,HEALTH AND WELLNESS EVANGELICAL LUTHERAN CHURCH,118000.00
KWAZULU-NATAL,SIZAMIMPILO ORPHANAGE AND DROP IN CENTRE,141000.00
KWAZULU-NATAL,SIPHELELE EARLY CHILDHOOD DEVELOPMENT CENTRE,149080.00
KWAZULU-NATAL,KHANYISELENI PRE SCHOOL,129600.00
KWAZULU-NATAL,THE NATAL SETTLERS MEMORIAL,180000.00
KWAZULU-NATAL,NELLAPELLA EDUCARE CENTRE,66500.00
KWAZULU-NATAL,PHEBISIZWE CRECHE,133750.00
KWAZULU-NATAL,MYANDUYA CRECHE,130300.00
KWAZULU-NATAL,MASIBAMBISANE CRECHE AND PRE SCHOOL,85300.00
KWAZULU-NATAL,SIYAPHAMBILI NGXONGWANE DEVELOPMENT ORGANISATION,140000.00
KWAZULU-NATAL,BHAMBAYI SETTLEMENT PROJECT,133000.00
KWAZULU-NATAL,CHATSWORTH CHILD AND FAMILY WELFARE SOCIETY,185600.00
GAUTENG,SAVF SUSAN STRIJDOM TEHUIS,351936.00
GAUTENG,BE WISE STERILISE,413600.00
GAUTENG,WITKOPPEN HEALTH AND WELFARE CENTRE,277168.00
GAUTENG,USIZO THUSO COMMUNITY CENTRE,140000.00
GAUTENG,CATHOLIC WOMENS LEAGUE ADOPTION SOCIETY,140000.00
GAUTENG,KATLEHO DAY CARE,127000.00
GAUTENG,ATLEHANG DAY CARE CENTER,128000.00
GAUTENG,THUTHUKANI CENTRE,140000.00
GAUTENG,BOTSHELO EDUCARE CENTRE,140000.00
GAUTENG,KHANYISANI HOME BASED CARE,141200.00
GAUTENG,SANCTUARY DAY CARE CENTRE,140000.00
GAUTENG,ELETHU DAVEYTON CHESHIRE HOME,148000.00
GAUTENG,RESEDENTIA STIGTING,367500.00
GAUTENG,ST JOHN DIVINE ORPHANS AND OUTREACH DROP IN CENTRE,140000.00
GAUTENG,LET US GROW ORGANISATION,143000.00
GAUTENG,REIGERPARK EARLY CHILDHOOD AND WOMENS,140000.00
GAUTENG,ONS TUIS TAK VAN ONS TUIS GROEP,130000.00
GAUTENG,EERESTERUST ASSOCIATION FOR COMMUNITY HEALTH,140000.00
GAUTENG,BOITEKO DAY CARE CENTRE,140000.00
GAUTENG,THENJIWE CRECHE,140000.00
GAUTENG,MONUMENT DIENSSENTRUM,140000.00
GAUTENG,REACH OUT COMMUNITY PROJECT,140000.00
GAUTENG,CMR-DERDEPOORT,140000.00
GAUTENG,TEMBISA CHILD AND FAMILY WELFARE,200389.00
GAUTENG,VOSLOORUS HOME CARE SERVICES,124000.00
GAUTENG,IPILENG DAY CARE CENTRE,143208.00
GAUTENG,GUGULUYANDA DAY CARE,99000.00
GAUTENG,MOTSHEBUWA DAY CARE AND PRE SCHOOL,138321.00
GAUTENG,LOUIS TRICHADT TAK VAN MANUMENTEHUIS,147572.00
GAUTENG,THUSANANG MERCY CARE CENTRE,120000.00
GAUTENG,LITTLE PLEASURE EARLY CHILDHOOD DEVELOPMENT,140000.00
GAUTENG,BOIKHUTSONG DAY CARE CENTRE,140000.00
GAUTENG,JOHN WESLEY COMMUNITY CENTRE,157993.00
GAUTENG,BOKSBURG SOCIETY FOR THE AGED,140621.00
GAUTENG,VAN RENSBURG: TAK VAN MONUMENTTEHUIS VAN DIE NHSV GROEP,140000.00
GAUTENG,SUNRISE DAY CARE CENTRE,151000.00
MPUMALANGA,SIYABONGA GOGO DROP IN CENTRE,169304.00
MPUMALANGA,MSHIKA ANGELS CHARITY CENTRE,165000.00
MPUMALANGA,GOTTENBURG HOME COMMUNITY BASED CARE,157500.00
MPUMALANGA,BEALAH DROP IN CENTRE,179432.00
MPUMALANGA,HOPEY OLD AGE CLUB,150900.00
MPUMALANGA,WOMAN ON WOMAN,145000.00
MPUMALANGA,SAVF ONS EIE OUTEHUIS DELMAS,862502.00
MPUMALANGA,MKHONDO YOUTH ADVOCACY,67560.00
MPUMALANGA,MOOIPLAAS ELDER PERSONS CLUB,212400.00
MPUMALANGA,MASISUKUMENI WOMENS CRISIS CENTRE,1103896.00
MPUMALANGA,SISITASIVE MULTIPURPOSE CENTRE,290150.00
EASTERN CAPE,BOHEMIAN CRICKET CLUB,300000.00
EASTERN CAPE,EASTERN PROVINCE RUGBY UNION,4686260.00
WESTERN CAPE,DEGOODS LET'S PLAY ENTERPRISES,300000.00
WESTERN CAPE,OLUNJE FOUNDATION,186000.00
WESTERN CAPE,SMART KINGDOM KIDS ACADEMY,240925.00
