Province,Name,Amount
LP,NTWANANO HIV SUPPORT PROGRAMME,141000.00
LP,SEKHUNG HOME BASED CARE,90400.00
LP,WATERBERG WELFARE SOCIETY,165000.00
LP,ITSOSHENG COMMUNITY HOME BASED CARE,152000.00
LP,MY DARLING HOME BASED CARE,166000.00
LP,ITSOSENG MOGODI CRECHE,166000.00
LP,MOKWENA EDWINSDALE HOME BASED CARE,90400.00
LP,MULENZHE COMMUNITY HOME BASED CARE,139000.00
LP,SEIPONE HOME BASED CARE,141400.00
LP,MAKHUVHA DROP IN CENTRE,148300.00
LP,KOPANANG VAALKOP DROP IN CENTRE,123000.00
LP,VHUAWELO COMMUNITY PROJECT,110000.00
LP,VCTIM SUPPORT CENTRE MOKGOPHONG,68000.00
LP,TSHEPO THEMBA MULTIPUPOSE CENTRE,89000.00
LP,EPHRAIGM MOGALE COMMUNITY VICTIM SUPPORT CENTRE,136000.00
LP,BANTWANE HOME BASED CARE,124300.00
LP,DILONDOTE OLD AGED PROJECT,116087.00
LP,NYAVANI HOME BASED CARE,132000.00
LP,DINDELA HEALTH AND COMMUNITY HOME BASED CARE,142976.00
LP,ITHABELENG DROP IN CENTRE,115000.00
LP,HAPPY FACES,85000.00
LP,KHOMANANI HOME BASED CARE GROUP,122000.00
LP,MVELAPHANDA YOUTH DEVELOPMENT CENTRE,126400.00
LP,JUNO CRECHE AND PRE SCHOOL,142400.00
LP,THUSANANG DISABILITY CARE CENTRE,112600.00
LP,MANAVHELA HOME BASED CARE,102076.00
LP,MANKWENG YOUTH DEVELOPMENT,96220.00
LP,MUSHUMO USHAVHA ZWANDA,23000000.00
MP,MATIENI COMMUNITY CENTRE,23000000.00
NC,LETHABONG OLD AGE,23000000.00
NW,WAR RNA,23000000.00
EC,VELLEM JUNIOR SECONDARY SCHOOL,300000.00
EC,MHLOPHEKAZI SENIOR PRIMARY SCHOOL,300000.00
EC,PAKAMILE SENIOR PRIMARY SCHOOL,300000.00
EC,NTSHINGENI JUNIOR SECONDARY SCHOOL,300000.00
EC,MAKWALENI JUNIOR SECONDARY SCHOOL,300000.00
EC,SPRINGVALE SENIOR PRIMARY SCHOOL,300000.00
EC,THORNVALE PRIMARY SCHOOL,249997.85
FS,BRONVILLE PRIMARY SCHOOL,250000.00
FS,PHULENG PRIMARY SCHOOL,300000.00
FS,PHEPHETSO SECONDARY SCHOOL,25456.00
FS,TJANTJELLO PRIMARY SCHOOL,300000.00
FS,MALEBALEBA PUBLIC PRIMARY SCHOOL,130215.00
FS,EBEN DONGES PRIMARY SCHOOL,285239.00
FS,SEEISOVILLE PUBLIC SCHOOL,280000.00
FS,W.S.M. MALOTLE PRIMARY SCHOOL,225935.00
FS,SUMMERVILLE PRIMARY FARM SCHOOL,287602.00
FS,VAALPARK PRIMARY SCHOOL,280592.00
FS,RELEBOHILE I/S,300000.00
FS,J.J KUBHEKA PRIMARY SCHOOL,300000.00
FS,LEIFO IZIKO COMBINED SCHOOL,43859.00
FS,ALBERT MOROKA HIGH SCHOOL,300000.00
FS,HENNENMAN PRIMARY SCHOOL,184747.00
FS,MATSWATHAKA P/S,293860.00
GP,GAUTENG NORTH GYMNASTICS ASSOCIATION,568733.00
GP,CITY ROVERS FOOTBALL CLUB,68928.00
GP,ITEKENG PRIMARY SCHOOL,299830.00
GP,ALBERHART TENNIS CLUB,200000.00
GP,LESOLANG PRIMARY SCHOOL,300000.00
NC,MORALADI PRIMARY SCHOOL,300000.00
NC,MOHOLENG PRIMARY SCHOOL,300000.00
NC,PAMPIERSTAD CHESS CLUB,127684.00
NC,BOGOSIENG-LEKWE PRIMARY SCHOOL,300000.00
NC,DOLPHINS CRICKET CLUB PORT NOLLOTH,229140.00
NC,KIMBERLEY CHESS CLUB,103754.00
FS,IPOPENG DAY CARE CENTRE,347472.00
FS,PULANE PRE SCHOOL,370609.00
KZN,BONGEKILE PRE SCHOOL,94800.00
KZN,ZIMISELE EDUCARE CENTRE ORGANISATION,38044.00
KZN,COMMUNITY OUTREACH CENTRE ST MARY,498500.00
KZN,VUKASAKHE CRECHE,375550.00
KZN,PIETERMARITZBURG BENEVOLENT SOCIETY,208500.00
KZN,INDUDUZO DAY CARE,204743.00
KZN,INGEBO CHILDREN'S HOME,418612.00
KZN,HLANGANANI EDUCARE CENTRE,111389.00
KZN,PINETOWN- HIGHWAY CHILD AND FAMILY WELFARE SOCIETY,1196520.00
KZN,ISABELO SETHU FOUNDATION,78000.00
KZN,THANDIZWE CRECHE& PRE SCHOOL,178899.00
LP,MUTSHIDZI DAY CARE CENTRE,66000.00
LP,TSHIFULANANI 2 COMMUNITY CRECHE,76000.00
LP,MTSETWENI PRE-SCHOOL,91000.00
LP,SOUTH AFRICAN NATIONAL TUBERCULOSIS ASSOCIATION (SANTA)LIMPOPO,100000.00
LP,MESSINA LEGAL ADVICE OFFICE,100000.00
LP,TONDA LUSHAKA COMMUNITY HOME BASED CARE PROJECT,100000.00
LP,NHLUVUKO DROPPING CENTRE,102000.00
LP,KHOMANANI PRE-SCHOOL,102000.00
LP,THUKAKGALADI INTEGRATED DEVELOPMENT PROJECT,103000.00
LP,YOUTH ACTION HEALTH,116299.00
LP,BAPHUTHADITSHABA DROP-IN CENTRE,123000.00
LP,ITUKISETSENG HOME BASE CARE,138000.00
LP,BURGERSFORT COMMUNITY HOME BASED CARE,142000.00
LP,RANTI CRECHE AND PRE-SCHOOL,143300.00
LP,PFUKANI YOUTH DEVELOPMENT PROJECT,144199.65
LP,PHIRING HOME COMMUNITY BASED CARE,147000.00
LP,AGE OF HOPE HOME AND COMMUNITY BASED CARE,152000.00
LP,MASAKANENG HOME BASED CARE,152500.00
LP,TURNING LIVES AROUND,154000.00
LP,KOPANO DROP IN CENTRE,155000.00
LP,STERKSTROOM DROP IN CENTRE,157596.00
LP,RAMOGALE RATABANA DROP IN CENTRE,157697.00
FS,ANGEL FOUNDATION INC,4693700.00
NC,REFURBISH PROJECT DEVELOPMENT ORG,6215000.00
NC,GHAAP RIVER-XSTREME NPC,239611.00
KZN,UMBELE WABANTWANA DEVELOPMENT PROJECT,624727.00
LP,SASEKANI COMMUNITY HOME BASED CARE,464045.00
LP,TSHANDUKO HOME BASED CARE,167430.00
NW,ATHLETICS NORTH WEST NORTH,1908000.00
GP,ST CATHERINES DOMINICAN CONVENT,602000.00
KZN,NUWE REPUBLIEK PRIMARY SCHOOL,400000.00
WC,BREDASDORP HIGH SCHOOL,404255.00
KZN,MADEYA PRIMARY SCHOOL,300000.00
KZN,SIHOLWA PRIMARY SCHOOL,298310.95
KZN,MANZAMNANDI PRIMARY SCHOOL,298353.65
KZN,OZABENI PRIMARY SCHOOL,298810.95
KZN,INKANYEZI YESIZWE PRIMARY SCHOOL,300600.00
KZN,HEMFANE PRIMARY SCHOOL,300000.00
KZN,THAPHOKUHLE PRIMARY SCHOOL,298760.95
KZN,ENGOBHIYENI PRIMARY SCHOOL,300000.00
KZN,INTSHISEKELO SECONDARY SCHOOL,296000.00
KZN,HULSUG PRIMARY SCHOOL,300000.00
KZN,MADUDULA HIGH SCOOL,300000.00
KZN,NOBANTU PRIMARY SCHOOL,300000.00
KZN,NYATHINI PRIMARY SCHOOL,300000.00
KZN,EMAYENI PRIMARY SCHOOL,300000.00
KZN,MTHEKELEZI PRIMARY SCHOOL,300000.00
KZN,EKUDILIKENI PRIMARY SCHOOL,298810.95
KZN,WASBANK BOXING ORGANISATION,50000.00
KZN,ESIGEDENI J.S,298810.95
KZN,SHEKELELA PRIMARY SCHOOL,304500.00
KZN,SITHEMBINHLANHLA SECONDARY SCHOOL,294149.95
KZN,STAR OF THE SEA HIGH SCHOOL,300000.00
KZN,QAMBOKUHLE PRIMARY SCHOOL,300000.00
KZN,MAKHANDANA PRIMARY SCHOOL,300000.00
KZN,GREEN NETWORK,2319500.00
KZN,UMFOLOZI TVET COLLEGE,767225.00
KZN,SIWELA SONKE DANCE THEATRE,998000.00
KZN,THE BEAD FOUNDATION,500000.00
EC,RABTI TRUST,156000.00
EC,ACVV ELDORADO DIENSTAK,1601329.00
EC,THEMBELIHLE HOME,850160.00
EC,ACVV PORT ELIZABETH,405173.00
EC,UVIWE CHILD & YOUTH SERVICES,1955064.00
EC,BLUE CRANE HOSPICE ASSOCIATION,322500.00
EC,SIYAKHANA YOUTH OUTREACH AND EDUCATION PROGRAMME,1632124.00
EC,CHRISTELIK MAATKAPLIKE RAAD VIR DIE RING VAN QUEENSTOWN,783700.00
EC,TEMBA COMMUNITY DEVELOPMENT SERVICES,633500.00
EC,THE ROSE OF SHARON COMMUNITY PROJECT,206326.00
EC,SOMELEZE SUPPORT GROUP,184328.00
EC,SIZIWE FOUNDATION,210000.00
EC,ETHEMBENI HIV/AIDS COMMUNITY PROJECT,140300.00
WC,SAKHA ISIZWE DEVELOPMENT ORGANISATION,162758.00
WC,CAPE TOWN SOCIETY FOR THE BLIND,2108446.00
WC,LULWAZI LWETHU,87000.00
WC,DUE TIME SKILLS DEVELOPMENT AGRICULTURE,179863.00
FS,FREE STATE SYMPHONY ORCHESTRA,2056740.00
FS,CATCH FIRE WAYA WAYA,493251.00
GP,WEARABLE CREATIVE CENTRE,366759.00
WC,NATURES VALLEY TRUST,547000.00
KZN,UTHANDO CHILD CARE CENTRE,621527.00
KZN,THE PLACE OF RESTORATION TRUST,770691.00
KZN,MASIBAMBISANE,100047.00
KZN,MEREWENT CHESHIRE HOME,883016.00
KZN,NQUTHU DEVELOPMENT CENTRE,346870.00
KZN,ARYAN BENEVOLENT SOCIETY PIERTERMARITZBURG,330000.00
KZN,THE CHILDREN'S RIGHTS CENTRE TRUST,205110.00
KZN,THE AWESOMESA TRUST,62400.00
KZN,PIETERMARITZBURG BRANCH OF THE ASSOCIATION FOR THE PHYSICALLY CHALLENGE,270080.00
KZN,ACTIVE ISLAMIC TRAINING AND HIV/AIDS CARE CENTRE,278700.00
KZN,VUKANI B CRECHE,193100.00
KZN,KWAZUBUMNANDI PRE SCHOOL,150300.00
KZN,THE CLOUDS OF HOPE,250000.00
EC,BEKIZULU SENIOR PRIMARY SCHOOL,300000.00
EC,GCINA JUNIOR SECONDARY SCHOOL,300000.00
EC,SWARAJ FOOTBALL CLUB,96000.00
EC,MGOBOZI SENIOR PRIMARY SCHOOL,300000.00
EC,EMANTLANENI JUNIOR SECONDARY SCHOOL,300000.00
EC,LOWER NDAKANA JUNIOR SECONDARY SCHOOL,300000.00
EC,MALONGWENI JUNIOR SECONDARY SCHOOL,300000.00
EC,NDAKANA JUNIOUR SECONDARY SCHOOL,300000.00
EC,MQIKELA JUNIOR PRIMARY SCHOOL,300000.00
GP,SPRINGS HOME SWEEPERS ACADEMY,167535.00
GP,ELITE PRIMARY SCHOOL,299728.00
GP,KOPA-DILALELO PRIMARY SCHOOL,300000.00
GP,RETLILEPELE PRIMARY SCHOOL,300000.00
GP,TE RADEBE FOOTBALL CLUB AND ASSOCIATION,29200.00
GP,OLIEVENHOUTBOSCH PRIMARY SCHOOL,300000.00
GP,OREFILE PRIMARY SCHOOL,300000.00
GP,DIMAKATSO PRIMARY SCHOOL,300000.00
GP,TOKYO SEXWALE PRIMARY SCHOOL,300000.00
LP,REPHAFOGILE SECONDARY SCHOOL,250000.00
LP,MAGANGENI PRIMARY SCHOOL,300000.00
LP,MATHEDE SECONDARY SCHOOL,300000.00
LP,COMMUNITY CHESS DEVELOPMENT,100020.00
LP,NAPO PRIMARY SCHOOL,285929.00
NW,LETLHABILE MIDDLE SCHOOL,300000.00
NW,TSHWARAGANANG PRIMARY SCHOOL,300000.00
NW,LOKGENG PRIMARY SCHOOL,300000.00
NW,SETLHABETSI PRIMARY SCHOOL,300000.00
NW,KONKE PRIMARY SCHOOL,300000.00
NW,MOTSWAISO PRIMARY SCHOOL,300000.00
WC,EDEN CYCLING ASSOCIATION,128000.00
WC,MOSSELBAY TENNIS CLUB,150000.00
WC,VUYANI PUBLIC PRIMARY SCHOOL,300000.00
WC,OUDTSHOORN HIGH SCHOOL,308344.75
WC,GREENLANDS PRIMARY SCHOOL,274872.00
WC,MOOI-UITSIG PRIMARY SCHOOL,288139.34
WC,HEATHFIELD PRIMARY SCHOOL,300000.00
WC,GOODWOOD UNITED FOOTBALL CLUB (GUFC),100000.00
WC,WYNBERG GIRLS HIGH SCHOOL,150000.00
WC,WYNBERG GIRLS' JUNIOR SCHOOL,150000.00
WC,DEAF SPORT WESTERN CAPE,103000.00
MP,SOMAKHAWULA CULTURAL PROJECT,271918.00
KZN,THE HIGHWAY HOSPICE ASSOCIATION,282000.00
LP,THABANG MOGARI CRECHE,159280.00
LP,IKAGENG HIV/AIDS HOME BASED CARE PROJECT,131000.00
LP,SAVF THABAZIMBI,135450.00
LP,DEVREDE HOME BASED CARE,152700.00
LP,LIGHT OF MERCY COMMUNITY CARE,140000.00
LP,BONTSHANG BOKWARI,160000.00
LP,INVERAAN HOME BASED CARE,143200.00
LP,MOKOENE MAJA PRE SCHOOL,164300.00
LP,NKGODISENG DAY CARE1,150000.00
LP,NTSHIRELETJA DROP IN CENTRE,168000.00
LP,MPONEGELE KE ITIRELE COMMUNITY PROJECT,145000.00
LP,SWAZIMNYAMANE HOME COMMUNITY BASED CARE,136000.00
LP,MABOTSHA HOME BASED CARE PROJECT,128200.00
LP,ELIM -HLANGANANI SOCIETY FOR THE CARE OF THE AGED,136000.00
LP,MAMPEPU CRECHE,110000.00
LP,MPHAMBO AIDS AWARENESS ACTION CAMPAIGN,160000.00
LP,UNARINE DAY CARE CENTRE FOR HANDICAPPED CHILDREN,213269.00
LP,KHULULEKANI EDUCARE,159000.00
LP,RATANANG DROP IN CENTRE,164000.00
LP,TSHAULU FARANANI OLD AGE HOME,98000.00
LP,PFUKANI GOVHU HOME BASED CARE ORGANISATION,129000.00
LP,MODIPADI DAY CARE,158549.00
LP,MMANAGA CRECHE AND PRE SCHOOL,120300.00
LP,PULANE EDUCARE CENTRE,138800.00
LP,MUWAWENI COMMUNITY HOME BASED CARE,144000.00
LP,LENALA LE TEE DROP IN CENTRE,121800.00
LP,HUIS TALJE CHILDRENS HOME,128607.00
LP,ROTONDWA PROGRESS PROJECT,128500.00
LP,HLANGANANI COMMUNITY CARE,146950.00
LP,THABINA RIVERSIDE CRECHE,125990.00
LP,MOKORORWANE CRECHE AND PRE-CRECHE,93700.00
MP,DAYIZENZA HOME BASED CARE,153600.00
MP,MOREMELA HOME BASED CARE,223400.00
MP,DIKOPANE CHILD CARE,140200.00
GP,MORORISENG PRE SCHOOL,131126.00
NC,BLOEMANDA SOUP KITCHEN,243180.00
NC,PHUTANANG CARE FOR THE AGED,480980.00
NC,RATANG VICTIM SUPPORT CENTRE,164544.00
NC,GIENNIE -M FOUNDATIONS,137723.00
NC,KOPANANG SOUP KITCHENS,474270.00
NC,PRIDE OF DISABLED,406899.00
NC,TSHWARANANG CLUB FOR THE AGED,169200.00
NC,LAPOLOGANG HOME BASED CARE,196291.00
NC,BOKAMOS PRE SCHOOL,148400.00
NC,REMMOGO HOME BASED CARE FOR OLDER PERSONS,699553.00
NC,IKHAYA LETHU HOME H.I.V. AND ABANDONED ORPHANS,1743956.00
NC,TSHIRELETSO SUPPORT GROUP,145000.00
NC,BATLAMEDI HOME COMMUNITY BASED CARE,404893.00
NC,REKAFELA FEEDING SCHEME,172590.00
NC,KOPANO EARLY LEARNING,140711.00
NC,KITSO PRE SCHOOL,396359.00
NC,THUSANO DAY CARE CENTRE,173000.00
NC,TSHOLOFELO HOME BASED CARE,192798.00
NC,ITSOSENG HOME BASED CARE,222638.00
NC,MAIKAELELO DROP IN CCENTRE,160193.00
NC,SIDA DEVELOPMENT PROJECT,152500.00
NC,SOVERBY LEGAL ADVISE CENTRE,171713.00
NC,THUSANANG COMMUNITY SOUP KITCHEN,209139.00
NC,TSOGELELA NON PROFITABLE ORGANISATION,116677.00
NC,VAKELE EARLY LEARINING CENTRE,123500.00
NC,THUTHUNTSHO PRE SCHOOL,411732.00
WC,GLENROMA WOMENS EMPOWERMENT NETWORK NPC,205500.00
FS,THABO THOKOZA SECONDARY SCHOOL,299179.00
FS,MARANG INTERMEDIATE SCHOOL,300000.00
FS,ITEMOHENG PRIMARY SCHOOL,300000.00
FS,REIKEMISEDITSE INTERMEDIATE SCHOOL,300000.00
FS,TUTUBOLOHA I/S,295000.00
FS,LEKOEBA F.C,63778.00
FS,KEARABETSWE PUBLIC SCHOOL,300000.00
FS,DIPHAKWENG PRIMARY SCHOOL,300000.00
FS,ITEBOHELENG PRIMARY SCHOOL,283350.00
FS,MOSO PRIMARY SCHOOL,247728.00
FS,HENNENMAN S/S,298793.00
FS,MANGAUNG ATHLETICS CLUB,60000.00
FS,DIBASEHOLO PUBLIC PUBLIC,232464.00
FS,LETSIBOLO PUBLIC PRIMARY SCHOOL,262917.00
FS,MOTSHEPUWA INTERMEDIATE SCHOOL,300000.00
FS,THUTO - TSEBO PUBLIC SCHOOL,300000.00
GP,THUTHUKANI MUSIC CONSERVATIORE,368695.00
GP,THE AFRICAN SHOW COALITION INSTITUTE,309500.00
GP,JUNIOR TECH NURSERY SCHOOL,129000.00
GP,BETTER LIFE PRE SCHOOL,130000.00
GP,DOWN SYNDROME ASSOCIATION PRETORIA,155000.00
GP,JABULANI COMMUNTY DEVELOPMENT TRAINING,84000.00
GP,ST MARY'S CHILDREN HOME,142000.00
GP,MBALENHLE DROP IN CENTRE,127200.00
GP,BOITUMELO PRE SCHOOL AND CRECHE,125500.00
GP,NEW HOPE CHILD CARE,128500.00
GP,THUSANANG DAY CARE,113998.00
GP,THABONG DAY CARE,148000.00
GP,DREAM TEAM FOUNDATION,107000.00
GP,LUTHANDO DAY CARE,111475.00
GP,BEYONCE EDUCARE CENTRE,121400.00
GP,ALMIGHTY DAY CARE CENTRE,137750.00
GP,KEBARATILE CHILD CARE CENTRE,112600.00
GP,RISE AND SHINE PRE SCHOOL,116750.00
GP,KIDS AT WORK DAY CARE,137000.00
WC,PEOPLE LIVING WITH CANCER,1240000.00
WC,EMBRACE DIGNITY,406300.00
WC,PATCH-HELDERBERG CHILD ABUSE CENTRE,703069.00
WC,ACVV- RIEBEEK WES,500000.00
WC,HERDS HEALING HEARTS FOUNDATION,178500.00
WC,DYSSELSDORP COMMUNITY AFTER CARE CENTRE,388619.00
WC,ZANDVLIET CARE FACILITY,495475.00
WC,THE CHILDREN'S BOOK NETWORK,210500.00
WC,OVERSTRAND HOSPICE,250000.00
WC,MASAKHANE GRASSROOTS EDUCARE CENTRE,319500.00
WC,KOELFONTEIN CRECHE AND AFTER CARE,500000.00
WC,SOUTH AFRICAN YOUTH EDUCATION FOR SUSTAINABILITY,250000.00
WC,SIPHILA SONKE OUTREACH PROGRAMS,460000.00
WC,SIBONGILE DAY AND NIGHT CENTRE,408500.00
WC,MZANANDA ANIMAL CLINIC,498000.00
WC,MAKE A DIFFERENCE LEADERSHIP FOUNDATION,404500.00
WC,FUNDA INWADI NPC,107933.00
WC,LIFE FANTASTIC EDUCARE,203436.00
WC,NOBULELE EDUCARE CENTRE,172154.00
LP,FETOGANG MAKGAREBE CULTURAL VILLAGE,4430500.00
GP,CHRISTELIK MAATKAPLIKE RAAD WONDERBOOM,100026.00
GP,THE GREATER GERMISTON SOCIETY FOR CHILD & FAMILY WELFAREQ,134000.00
GP,LETHABO DAY CARE,133000.00
GP,TSOGANG HOME BASED CARE,129000.00
GP,VUKA DEVELOPMENT CENTRE,123598.00
GP,LINDOKUHLE HIV AIDS HOME BASED CARE,153114.00
GP,KITSO VUTIVI INSTITUTE,115500.00
GP,MMA- BANA PRE SCHOOL,146000.00
GP,NONCEDO DAY CARE CENTRE,144400.00
GP,LITTLE SPARROW NURSERY & PRE SCHOOL,140000.00
GP,DODO'S EARLY CHILDHOOD DEVELOPMENT,140000.00
GP,VALUED CITIZENA INITIATIAVE,144000.00
GP,ODIRILE CENTRE FOR PERSONS WITH MENTAL AND PHYSICAL DISABILITIES,240000.00
GP,TSHIAMO EARLY LEARNING CENTRE,141500.00
GP,PROFFESSIONAL AIDERS FOUNDATION,140000.00
GP,RESTORATIVE JUSTICE,91500.00
GP,TSOMOMA SERVICE CENTRE,119500.00
GP,BA- TLISENG BABYSITTER DAY & NIGHT CARE CENTRE,140532.00
GP,PONELOPELE DROP IN CENTRE,104918.00
GP,"NATIONAL LESBIAN, GAY, BISEXUAL TRANSGENDERED AND INTERSEX HEALTH CAMPAIGN",190000.00
KZN,THANDO LWETHU CARE CENTRE,140294.00
LP,ITIRELENG DROP IN CENTRE,112600.00
LP,SANTA FANANG DIATLA,106098.00
LP,BOPHELONG HOME BASED CARE & HIV PEERS,113000.00
LP,CHRISTELIK MAATSKAPLIKE RAAD LIMPOPO,83000.00
LP,DIRISANG DROP IN CENTRE,139000.00
LP,DIKOLOBE DAY CARE CENTRE,163000.00
MP,THEMBALETHU COMMUNITY CENTRE ASSOCIATION,160246.00
MP,MGANDUZWENI PRE CHECHE,142500.00
MP,THEMBELIHLE HOME BASED CARE,153798.00
MP,IZANDLA ZETHU HOME BASED CARE,150069.00
MP,BELFAST RUSOORD,140000.00
MP,RELEBOGILE COMMUNITY CRECHE,140000.00
MP,KHOMANANI DAY CARE CENTRE,140225.00
WC,"THE AFRICAN ARTS, CULTURE, EDUCATION AND SPORTS TRUST",1092615.00
KZN,ST ANTONY'S HOME,158000.00
KZN,DAILY NEWS MILK AND WELFARE FUND,111000.00
KZN,CHILD WELFARE SA UMZUMBE,128000.00
KZN,UMKHUBI KANOAH,158400.00
KZN,NQUBEKO CRECHE,143954.00
KZN,PATHWAY-KLOOF,113940.00
KZN,INHLANSI YOBUHLE,117500.00
KZN,SA RIDING FOR THE DISABLED ASSOCIATION DURBAN BRANCH,120000.00
KZN,LHC FOUNDATION,103000.00
KZN,HEALTH AND WELLNESS EVANGELICAL LUTHERAN CHURCH,118000.00
KZN,SIZAMIMPILO ORPHANAGE AND DROP IN CENTRE,141000.00
KZN,SIPHELELE EARLY CHILDHOOD DEVELOPMENT CENTRE,149080.00
KZN,KHANYISELENI PRE SCHOOL,129600.00
KZN,THE NATAL SETTLERS MEMORIAL,180000.00
KZN,NELLAPELLA EDUCARE CENTRE,66500.00
KZN,PHEBISIZWE CRECHE,133750.00
KZN,MYANDUYA CRECHE,130300.00
KZN,MASIBAMBISANE CRECHE AND PRE SCHOOL,85300.00
KZN,SIYAPHAMBILI NGXONGWANE DEVELOPMENT ORGANISATION,140000.00
KZN,BHAMBAYI SETTLEMENT PROJECT,133000.00
KZN,CHATSWORTH CHILD AND FAMILY WELFARE SOCIETY,185600.00
GP,SAVF SUSAN STRIJDOM TEHUIS,351936.00
GP,BE WISE STERILISE,413600.00
GP,WITKOPPEN HEALTH AND WELFARE CENTRE,277168.00
GP,USIZO THUSO COMMUNITY CENTRE,140000.00
GP,CATHOLIC WOMENS LEAGUE ADOPTION SOCIETY,140000.00
GP,KATLEHO DAY CARE,127000.00
GP,ATLEHANG DAY CARE CENTER,128000.00
GP,THUTHUKANI CENTRE,140000.00
GP,BOTSHELO EDUCARE CENTRE,140000.00
GP,KHANYISANI HOME BASED CARE,141200.00
GP,SANCTUARY DAY CARE CENTRE,140000.00
GP,ELETHU DAVEYTON CHESHIRE HOME,148000.00
GP,RESEDENTIA STIGTING,367500.00
GP,ST JOHN DIVINE ORPHANS AND OUTREACH DROP IN CENTRE,140000.00
GP,LET US GROW ORGANISATION,143000.00
GP,REIGERPARK EARLY CHILDHOOD AND WOMENS,140000.00
GP,ONS TUIS TAK VAN ONS TUIS GROEP,130000.00
GP,EERESTERUST ASSOCIATION FOR COMMUNITY HEALTH,140000.00
GP,BOITEKO DAY CARE CENTRE,140000.00
GP,THENJIWE CRECHE,140000.00
GP,MONUMENT DIENSSENTRUM,140000.00
GP,REACH OUT COMMUNITY PROJECT,140000.00
GP,CMR-DERDEPOORT,140000.00
GP,TEMBISA CHILD AND FAMILY WELFARE,200389.00
GP,VOSLOORUS HOME CARE SERVICES,124000.00
GP,IPILENG DAY CARE CENTRE,143208.00
GP,GUGULUYANDA DAY CARE,99000.00
GP,MOTSHEBUWA DAY CARE AND PRE SCHOOL,138321.00
GP,LOUIS TRICHADT TAK VAN MANUMENTEHUIS,147572.00
GP,THUSANANG MERCY CARE CENTRE,120000.00
GP,LITTLE PLEASURE EARLY CHILDHOOD DEVELOPMENT,140000.00
GP,BOIKHUTSONG DAY CARE CENTRE,140000.00
GP,JOHN WESLEY COMMUNITY CENTRE,157993.00
GP,BOKSBURG SOCIETY FOR THE AGED,140621.00
GP,VAN RENSBURG: TAK VAN MONUMENTTEHUIS VAN DIE NHSV GROEP,140000.00
GP,SUNRISE DAY CARE CENTRE,151000.00
MP,SIYABONGA GOGO DROP IN CENTRE,169304.00
MP,MSHIKA ANGELS CHARITY CENTRE,165000.00
MP,GOTTENBURG HOME COMMUNITY BASED CARE,157500.00
MP,BEALAH DROP IN CENTRE,179432.00
MP,HOPEY OLD AGE CLUB,150900.00
MP,WOMAN ON WOMAN,145000.00
MP,SAVF ONS EIE OUTEHUIS DELMAS,862502.00
MP,MKHONDO YOUTH ADVOCACY,67560.00
MP,MOOIPLAAS ELDER PERSONS CLUB,212400.00
MP,MASISUKUMENI WOMENS CRISIS CENTRE,1103896.00
MP,SISITASIVE MULTIPURPOSE CENTRE,290150.00
EC,BOHEMIAN CRICKET CLUB,300000.00
EC,EASTERN PROVINCE RUGBY UNION,4686260.00
WC,DEGOODS LET'S PLAY ENTERPRISES,300000.00
WC,OLUNJE FOUNDATION,186000.00
WC,SMART KINGDOM KIDS ACADEMY,240925.00
WC,SOUTH AFRICAN RUGBY HERITAGE TRUST,910000.00
FS,LECHABILE SPECIAL NEEDS CARE CENTRE,1099121.00
FS,MAKHOA SEDIBENG HELP CENTRE,161200.00
FS,LECHABILE,179545.00
FS,HOPE TO CARE CENTRE,180729.00
FS,THUSANANG ADVICE CENTRE,394000.00
FS,ENGO FAMILY CARE REITZ,788434.00
FS,ITERELENG OLD AGE GROUP,412290.00
FS,ITSOSENG CRECHE,206552.00
FS,THLOLONG CARE FOR THE AGED,137318.00
FS,KOPANO HOME BASED CARE,184293.00
FS,C.O.C THUSON DAY CARE CENTRE,112994.00
FS,RETHABILE AFTRE SCHOOL CARE,134500.00
FS,BERGPRAG SENTRUM VIR BEJAARDES,69679.00
FS,MAQUBANE LANGSPRUIT CRECHE,211052.00
FS,RE-GENERATION OF THE LOST GENERATION ORGANISATION,393580.00
GP,KGODISONG CRRECHE AND PRE-SCHOOL,127000.00
GP,ITIRELENG COMMUNITY SKILLS DEVELOPMENT AND PROJECT,140000.00
GP,TSHITSO PRE SCHOOL,148000.00
GP,IMANI DAY CARE CENTER,140000.00
GP,WINTERVELDT AMOGELANG PROJECTS,141000.00
GP,TEMBISA OLD AGE HOME,160000.00
GP,UBUHLE CARE AND DEVELOPMENT CENTRE,143400.00
GP,MES (METRO EVANGELICAL SERVICES),148000.00
GP,HEALING SIZABANTU HBC PROJECT,140000.00
GP,BOITEKANELO DAY CARE CENTRE & AFTER CARE CENTRE,135000.00
GP,THE HOUSE OF MERCY,160000.00
GP,REMME-LOS SELF-HELP CENTRE,150000.00
GP,RETHABILE DAY CARE & PRE-SCHOOL,142890.00
GP,THE CHOSEN DAY CARE & PRE-SCHOOL,140400.00
GP,JEWISH COMMUNITY SERVICES,142000.00
GP,SOCIETY FOR THE JEWISH HANDICAPPED,125000.00
GP,ELDORADO PARK FAMILY CRISIS CENTRE,150000.00
GP,MBALENHLE DAY CARE & PRE-SCHOOL,148000.00
GP,FAMILIES SOUTH AFRICA WEST RAND,140000.00
GP,THUSANANG PRE SCHOOL,143500.00
GP,GOOD HOPE DAY CARE AND PRE SCHOOL,147100.00
