Name,Sector,Province,Amount
The Bethany House Trust Paardekraal,CHARITIES,Gauteng,200000
The Child & Youth Care Agency for Development Pretoria,CHARITIES,Gauteng,200000
"The ECD Projects Ass, Sandton",CHARITIES,Gauteng,200000
"The Latter Rain Association, Krugersdorp",CHARITIES,Gauteng,1000000
The Lesbian & Gay Equality Project,CHARITIES,Gauteng,100000
The Peoples Dispensary for Sick Animals,CHARITIES,Gauteng,1450000
The Rose of Sharon Stimulation Centre,CHARITIES,Gauteng,351721
The South African Depression & Anxiety Group JHB,CHARITIES,Gauteng,500000
The Soweto Workshop for the Blind Aeroton,CHARITIES,Gauteng,100000
"Thusanang Pre-School & Educare Centre, Orange Farm",CHARITIES,Gauteng,762766
Thusong Youth Centre Alexandra,CHARITIES,Gauteng,153000
Tokologo Self Help Centre for Quadriplegics,CHARITIES,Gauteng,360000
Topsy Foundation Bryanston,CHARITIES,Gauteng,200000
"Township Aids Project (TAP), Johannesburg",CHARITIES,Gauteng,180000
Tshwane Deaf Association,CHARITIES,Gauteng,700000
Twilight Children JHB,CHARITIES,Gauteng,393180
"Umkhonto Wesizwe Military Veterans Trust, Johannesburg",CHARITIES,Gauteng,633950
"Usizolwethu School, Benoni",CHARITIES,Gauteng,235820
"Vaal Triangle Alcohol and Drug Help Centre, Vanderbijlpark",CHARITIES,Gauteng,100000
Van Rensburg Multi Purpose Frail Care,CHARITIES,Gauteng,255046
"Vergenoeg vir Seniors, Pretoria",CHARITIES,Gauteng,220000
Vukani Crèche,CHARITIES,Gauteng,60000
West Rand Ass for the Physically Disabled Krugersdorp,CHARITIES,Gauteng,750000
Wide Horizon Vereeniging,CHARITIES,Gauteng,407449
"Witwatersrand Mental Health Society, JHB",CHARITIES,Gauteng,500000
Wolmer Community Project Pretoria,CHARITIES,Gauteng,479350
"Woodside Sanctuary, Johannesburg",CHARITIES,Gauteng,403439
Zenzele Women's Community Project Soweto,CHARITIES,Gauteng,100000
Food Gardens Foundation Johannesburg,CHARITIES,Gauteng,250000
"Missionaries of the Sacred Heart Development Trust, Midrand",CHARITIES,Gauteng,527796
Child Accident Prevention Foundation of SA8,CHARITIES,Gauteng,25000
Allison Homes Trust Pietermaritzburg,CHARITIES,KwaZulu Natal,486300
Amanzimtoti C & F Welfare Society,CHARITIES,KwaZulu Natal,145000
"Animal Anti Cruelty League, PMGB",CHARITIES,KwaZulu Natal,180000
Aryan Benevolent Home Council Chatsworth,CHARITIES,KwaZulu Natal,300000
Aryan Benevolent Home Council Pietermaritzburg,CHARITIES,KwaZulu Natal,500000
Association for Persons with Physical Disabilities Chatsworth,CHARITIES,KwaZulu Natal,807925
"Association for the Physically Challenged, Dundee",CHARITIES,KwaZulu Natal,50000
"Association for the Physically Challenged, Ladysmith",CHARITIES,KwaZulu Natal,232317
"Association for the Physically Challenged, South Natal Branch, Port Shepstone",CHARITIES,KwaZulu Natal,85000
"Bambithuba Women's Development Project, KwaMashu",CHARITIES,KwaZulu Natal,266000
Beatrice Street YMCA Durban,CHARITIES,KwaZulu Natal,134745
Bellhaven Memorial Centre Greyville,CHARITIES,KwaZulu Natal,200000
Big Brother Big Sisters of SA Observatory,CHARITIES,KwaZulu Natal,228763
Careline Crisis & Trauma Centre Assagay,CHARITIES,KwaZulu Natal,1000000
"Cathulani Child & Family Welfare Society, Inanda",CHARITIES,KwaZulu Natal,419834
CBR Education & Training for Empowerment CREATE,CHARITIES,KwaZulu Natal,400000
Chatsworth Regional Hospice Association,CHARITIES,KwaZulu Natal,50000
Cheshire Home Merewent,CHARITIES,KwaZulu Natal,452504
Cheshire Homes Durban,CHARITIES,KwaZulu Natal,200000
Domestic Violence Assistance Programme Cato Ridge,CHARITIES,KwaZulu Natal,100000
Dundee Adult Centre,CHARITIES,KwaZulu Natal,760884
"Durban Association for the Aged, Chatsworth",CHARITIES,KwaZulu Natal,400000
Durban Hospice for Women Kerr House,CHARITIES,KwaZulu Natal,46350
Durban Children's Home,CHARITIES,KwaZulu Natal,1000000
"East Griqualand SPCA, Kokstad",CHARITIES,KwaZulu Natal,155800
"Elonwabeni Home for Frail Aged, Kokstad",CHARITIES,KwaZulu Natal,500000
"Emma Barter Home, Pietermaritzburg",CHARITIES,KwaZulu Natal,240000
Empangeni C & F Welfare Soc,CHARITIES,KwaZulu Natal,400000
Epilepsy SA - KwaZulu Midlands Pietermaritzburg,CHARITIES,KwaZulu Natal,200000
Epilepsy SA KwaZulu Durban & Coastal Branch,CHARITIES,KwaZulu Natal,200000
Eshowe C FWS,CHARITIES,KwaZulu Natal,371400
Estcourt Homes for the Aged,CHARITIES,KwaZulu Natal,150000
Family Health & Communication Durban,CHARITIES,KwaZulu Natal,108030
"Family Health & Communication, Durban",CHARITIES,KwaZulu Natal,100000
Family Literacy Project Durban,CHARITIES,KwaZulu Natal,370000
FAMSA Durban,CHARITIES,KwaZulu Natal,1319981
FAMSA Pietermaritzburg,CHARITIES,KwaZulu Natal,593624
"Fulton School for the Deaf, Gillitts",CHARITIES,KwaZulu Natal,400000
"Greater Molweni Community Resource Centre, Linkhills",CHARITIES,KwaZulu Natal,360331
Greytown & District C & F Welfare Society,CHARITIES,KwaZulu Natal,210409
"Highway Aged, Pinetown",CHARITIES,KwaZulu Natal,424000
Highway Hospice Ass Sherwood,CHARITIES,KwaZulu Natal,500000
House of Shalom Richards Bay,CHARITIES,KwaZulu Natal,878705
"Howick & District Council for Care of the Aged, Howick",CHARITIES,KwaZulu Natal,500000
Howick Hospice Ass,CHARITIES,KwaZulu Natal,500000
HS Ebrahim School for Learners with Special Needs,CHARITIES,KwaZulu Natal,458000
"Ikhulubone Trust, Umhlali",CHARITIES,KwaZulu Natal,300000
Ilala Senior Citizen Care Centre KwaMashu,CHARITIES,KwaZulu Natal,79295
KwaMashu Christian Care Society KwaMashu,CHARITIES,KwaZulu Natal,500000
KwaZulu Cerebral Palsy Association Marianhill Park,CHARITIES,KwaZulu Natal,259089
KwaZulu Natal CMD Malvern Children's Home,CHARITIES,KwaZulu Natal,524000
KZN Christian Social Services Durban,CHARITIES,KwaZulu Natal,500000
KZN CMD - Greytown Children's Home,CHARITIES,KwaZulu Natal,867732
KZN CMD Morester Children's Home Ladysmith,CHARITIES,KwaZulu Natal,1000000
Ladysmith District C & F Welfare Society,CHARITIES,KwaZulu Natal,200000
Lamontville Community Resource Centre,CHARITIES,KwaZulu Natal,200000
Lifeline Durban,CHARITIES,KwaZulu Natal,500000
Lighthouse Hospice Ass Umkomaas,CHARITIES,KwaZulu Natal,200000
"Mandeni Welfare Centre, Mandeni",CHARITIES,KwaZulu Natal,100000
Marian Home for the Aged,CHARITIES,KwaZulu Natal,142000
"Mothwa Haven, Moore Road, Durban",CHARITIES,KwaZulu Natal,177000
Mpolweni CFWS Esidlavenveni,CHARITIES,KwaZulu Natal,434024
Muthande Society for the Aged Marine Parade,CHARITIES,KwaZulu Natal,300000
"Mzamo Child Guidance Clinic, Umlazi",CHARITIES,KwaZulu Natal,467952
Natal Adult Basic Education Support Agency,CHARITIES,KwaZulu Natal,250000
Natal Aid Association John Peattie House Durban,CHARITIES,KwaZulu Natal,200000
Natal Blind & Deaf Society,CHARITIES,KwaZulu Natal,446000
NCVV Vryheid,CHARITIES,KwaZulu Natal,712489
"Ngoboyolwazi School, Esikhwini",CHARITIES,KwaZulu Natal,70000
"Ntokozweni Village for the Vulnerable, Izingolweni",CHARITIES,KwaZulu Natal,266504
Open Air School Durban,CHARITIES,KwaZulu Natal,350372
Operation Upgrade of SA Durban,CHARITIES,KwaZulu Natal,1000000
Peter Pan School Scotsville,CHARITIES,KwaZulu Natal,300000
Pevensey Place Underberg District,CHARITIES,KwaZulu Natal,200000
Phoenix C & F Welfare Society,CHARITIES,KwaZulu Natal,199421
Pietermaritzburg & District Council for the Aged,CHARITIES,KwaZulu Natal,876370
Pietermaritzburg Agency for Christian Social Welfare PACSA,CHARITIES,KwaZulu Natal,1084220
Pietermaritzburg Benevolent Society,CHARITIES,KwaZulu Natal,260000
Pietermaritzburg Children's Homes,CHARITIES,KwaZulu Natal,200000
Pietermaritzburg SPCA,CHARITIES,KwaZulu Natal,600000
Pietermaritzburg C & F Welfare Society,CHARITIES,KwaZulu Natal,936130
Port Shepstone C & F Care Society,CHARITIES,KwaZulu Natal,175000
Port Shepstone C & F Welfare Society,CHARITIES,KwaZulu Natal,998639
Port Shepstone Child & Family Care Society,CHARITIES,KwaZulu Natal,708740
Pregnancy Resource Centre Amanzimtoti,CHARITIES,KwaZulu Natal,150000
"Project Empower, Durban",CHARITIES,KwaZulu Natal,500000
Quadriplegics Ass KZN,CHARITIES,KwaZulu Natal,349518
Quadriplegics Ass of KZN,CHARITIES,KwaZulu Natal,250000
"Safecare Community Care Centre, Durban",CHARITIES,KwaZulu Natal,459542
SANCA Nongoma,CHARITIES,KwaZulu Natal,1500000
Save the Children Fund,CHARITIES,KwaZulu Natal,100000
SAVF Louis Hildebrandt Children's Home Volksrust,CHARITIES,KwaZulu Natal,392566
Sibusisiwe Clermont C & F Welfare Clermont,CHARITIES,KwaZulu Natal,200000
Somkhele Crèche,CHARITIES,KwaZulu Natal,51369
SPCA Amanzimtoti,CHARITIES,KwaZulu Natal,200000
SPCA East Griqualand,CHARITIES,KwaZulu Natal,216625
SPCA Estcourt & District,CHARITIES,KwaZulu Natal,100000
SPCA Greytown,CHARITIES,KwaZulu Natal,150000
SPCA Howick,CHARITIES,KwaZulu Natal,100000
SPCA Kloof & Highway,CHARITIES,KwaZulu Natal,290000
SPCA Lower South Coast Uvongo,CHARITIES,KwaZulu Natal,287337
SPCA Mooi River & District,CHARITIES,KwaZulu Natal,55000
SPCA Pietermaritzburg,CHARITIES,KwaZulu Natal,650000
SPCA Vryheid,CHARITIES,KwaZulu Natal,100000
St Luke's Home of Healing Durban,CHARITIES,KwaZulu Natal,179302
St Martin's Children's Home,CHARITIES,KwaZulu Natal,1025983
St Philomena's Home Port Elizabeth,CHARITIES,KwaZulu Natal,3519645
St Theresa's Home Durban,CHARITIES,KwaZulu Natal,508476
St. Anthony's Home Madadeni,CHARITIES,KwaZulu Natal,599420
Stanger & District C & F Welfare Society,CHARITIES,KwaZulu Natal,175000
"Sunfield Home, Howick",CHARITIES,KwaZulu Natal,474820
TAFTA - The Association for the Aged - Durban,CHARITIES,KwaZulu Natal,1728761
Tecoma Pre Primary Winkelspruit,CHARITIES,KwaZulu Natal,50000
"Tembaletu Trust, Pietermaritzburg",CHARITIES,KwaZulu Natal,2400000
"The Care Centre, Hibberdene",CHARITIES,KwaZulu Natal,750000
"The Issy Geshen Lamont Home, Mobeni",CHARITIES,KwaZulu Natal,885312
"The Makaphutu Children's Village, Botha's Hill",CHARITIES,KwaZulu Natal,637078
Themba Club Ramsgate,CHARITIES,KwaZulu Natal,600000
Training & Resources in Early Education Northway,CHARITIES,KwaZulu Natal,300000
Turn Table Trust,CHARITIES,KwaZulu Natal,200000
"Ukhahlamba-Thuthukani C & F Welfare Soc, Bergville",CHARITIES,KwaZulu Natal,152219
Verulam Child & Family Welfare Society,CHARITIES,KwaZulu Natal,400000
Victoria Memorial Home Pietermaritzburg,CHARITIES,KwaZulu Natal,285000
Vryheid Child & Family Welfare Society,CHARITIES,KwaZulu Natal,400000
Ziphakamise Port Shepstone,CHARITIES,KwaZulu Natal,762044
Zululand Hospice Association Empangeni,CHARITIES,KwaZulu Natal,400000
Zululand Mental Health Society Empangeni,CHARITIES,KwaZulu Natal,126795
"Bright Morning Star Nursery School, Letaba",CHARITIES,Limpopo,150000
Bulamahlo Learning Project Shiluvane,CHARITIES,Limpopo,300000
"Die Waterbergse Dienssentrum vir Bejaardes Nylstroom,",CHARITIES,Limpopo,300000
FAMSA Limpopo Tzaneen,CHARITIES,Limpopo,971570
Faranani Trust Lerubu,CHARITIES,Limpopo,400000
Far North Alcohol & Drug Centre Polokwane,CHARITIES,Limpopo,786608
Frangipani School for the Mentally Disabled Phalaborwa,CHARITIES,Limpopo,88800
Giyani Society for the Care of the Aged,CHARITIES,Limpopo,152720
Hitekani Garden Project Nwamitwa,CHARITIES,Limpopo,404637
"Home Talje, Bela-Bela",CHARITIES,Limpopo,200000
Human Resource & Social Information Centre HURESIC,CHARITIES,Limpopo,562928
Kgwana Community Centre,CHARITIES,Limpopo,320000
Limpopo Mental Health Soc,CHARITIES,Limpopo,330000
Little Achieve Day Care Centre Thulamahashe,CHARITIES,Limpopo,187900
Lotavha Advice Organisation Thohyandou,CHARITIES,Limpopo,83300
Louis Trichardt,CHARITIES,Limpopo,137600
Makotse Women's Club Makotse Village,CHARITIES,Limpopo,253923
Mapila Community Crèche Dzanani,CHARITIES,Limpopo,50000
"Missionaries of the Sacred Heart Development Trust, Midrand",CHARITIES,Limpopo,527796
Nkuzi Development Ass Polokwane,CHARITIES,Limpopo,1426260
Ntshuxeko Health Development Giyani,CHARITIES,Limpopo,547700
PEPPS ECD Training,CHARITIES,Limpopo,600000
Piet Potgieter Multi Purpose Frail Care Mokopane,CHARITIES,Limpopo,392382
Ramotshinyadi HIV/AIDS Youth Guide Tzaneen,CHARITIES,Limpopo,400000
SAVF Klein Treetjies Dagsorg Nylstroom,CHARITIES,Limpopo,82473
SAVF Louis Trichardt,CHARITIES,Limpopo,152488
SAVF Martha Hofmeyer Home for Care of Frail People Polokwane,CHARITIES,Limpopo,300000
SAVF Mokopane (Potgietersrus),CHARITIES,Limpopo,470249
SAVF Thabazimbi,CHARITIES,Limpopo,300000
SPCA Percy Fyfe Mokopane,CHARITIES,Limpopo,300000
SPCA Polokwane,CHARITIES,Limpopo,218556
Thabazimbi Iscor Aids Group,CHARITIES,Limpopo,461000
The Phalaborwa Foundation,CHARITIES,Limpopo,100000
Tivoneleni Vavasati Aids Awareness,CHARITIES,Limpopo,300000
Train up a Child Educare,CHARITIES,Limpopo,730146
Train Up a Child Educare Mapela,CHARITIES,Limpopo,80230
"Tshilamba Crèche, Matale",CHARITIES,Limpopo,222000
Vhronga Day Care Letaba,CHARITIES,Limpopo,50000
"Visual Aid Teach, Giyani",CHARITIES,Limpopo,200000
Waterberg Welfare Society Vaalwater,CHARITIES,Limpopo,100000
Abraham Kriel Children's Home,CHARITIES,Mpumalanga,450000
Barberton SPCA,CHARITIES,Mpumalanga,50000
Belfast Rusoord Old Age Home,CHARITIES,Mpumalanga,650000
"Epilepsy SA Mpumalanga, Limpopo, Pretoria Dullstroom",CHARITIES,Mpumalanga,349320
Ezamokuhle Adult Education Amersfoort,CHARITIES,Mpumalanga,150000
Food Gardens Foundation Johannesburg,CHARITIES,Mpumalanga,250000
Highveld Association for the Physically Disabled Witbank,CHARITIES,Mpumalanga,545020
Huis Immergroen Piet Retief,CHARITIES,Mpumalanga,87129
Ikageng Pre-School Sehlakwane,CHARITIES,Mpumalanga,55543
"Khulakahle Educare Centre, Amersfoort",CHARITIES,Mpumalanga,287600
Lifeline Mpumalanga,CHARITIES,Mpumalanga,800000
Lowveld Alcohol & Drug Help Centre Nelspruit,CHARITIES,Mpumalanga,1264770
"Masibambane Resource Centre, Nelspruit",CHARITIES,Mpumalanga,470519
Masoyi Home White River,CHARITIES,Mpumalanga,500000
Middelburg C & F Welfare Society,CHARITIES,Mpumalanga,293002
Mkhonto Alathia Rehabilitation Centre Piet Retief,CHARITIES,Mpumalanga,323200
Mmabana Day Care Centre Embalenhle,CHARITIES,Mpumalanga,63498
"Mpumalanga Mental Health Soc, Middelburg",CHARITIES,Mpumalanga,88950
"Ons Eie Old Age Home, Delmas",CHARITIES,Mpumalanga,363000
Phaphamani Home Based Care Kabokweni,CHARITIES,Mpumalanga,511399
"SANCA, Witbank",CHARITIES,Mpumalanga,224311
SANTA Mpumalanga Standerton,CHARITIES,Mpumalanga,500000
SAVF Ermelo Old Age Home,CHARITIES,Mpumalanga,1004569
SAVF Family Care Standerton,CHARITIES,Mpumalanga,1749440
SAVF Housing Scheme Witbank,CHARITIES,Mpumalanga,32555
SAVF Immergroen Herberg Witbank,CHARITIES,Mpumalanga,86120
SAVF Immergroen Home for Frail Aged Witbank,CHARITIES,Mpumalanga,524042
SAVF Middelburg,CHARITIES,Mpumalanga,300000
SAVF Old Age Home Hendrina,CHARITIES,Mpumalanga,303339
SAVF Old Age Home Middelburg,CHARITIES,Mpumalanga,500000
SAVF Rustig Old Age Home Incaba Home Based Care Centre,CHARITIES,Mpumalanga,1025468
SAVF Silwerjare Ouetehuis Bethal,CHARITIES,Mpumalanga,200000
"SAVF Standerton, Lydenburg",CHARITIES,Mpumalanga,300000
SAVF Volksrust,CHARITIES,Mpumalanga,112262
Silverdays Organisation for the Care of the Aged Waterval Boven,CHARITIES,Mpumalanga,400000
SPCA Middelburg,CHARITIES,Mpumalanga,50000
SPCA Nelspruit,CHARITIES,Mpumalanga,100000
Standerton Advice & Development Resources Centre,CHARITIES,Mpumalanga,200000
Standertonse Vereeniging vir Bejaardes: Standerton,CHARITIES,Mpumalanga,330755
"Wenakker, Lydenburg",CHARITIES,Mpumalanga,500000
Witbank Society for the Aged Witbank,CHARITIES,Mpumalanga,5865000
ACVV Calvinia,CHARITIES,Northern Cape,455600
ACVV Calvinia,CHARITIES,Northern Cape,500000
ACVV Carnarvon,CHARITIES,Northern Cape,222200
ACVV Kimberley,CHARITIES,Northern Cape,860489
ACVV Upington,CHARITIES,Northern Cape,380140
Agang Aids Service Organisation Pampierstad,CHARITIES,Northern Cape,394382
Association for Community & Rural Advancement Kuruman,CHARITIES,Northern Cape,1317524
Boitemelo Kimberley,CHARITIES,Northern Cape,342000
Catholic Welfare & Development,CHARITIES,Northern Cape,1036190
Colesberg Old Age Home,CHARITIES,Northern Cape,250000
De Kleine Bewaarskool,CHARITIES,Northern Cape,100000
Hanover Community Care Centre Hanover,CHARITIES,Northern Cape,50000
Hanturn Community Education Trust Colesburg,CHARITIES,Northern Cape,500000
Helen Bishop Orthopaedic After Care Home Kimberley,CHARITIES,Northern Cape,322000
Hospice Association of Kimberley,CHARITIES,Northern Cape,346600
Hospice Mother Theresa Prieska,CHARITIES,Northern Cape,400000
Kimberley Society for the Prevention of Cruelty to Animals,CHARITIES,Northern Cape,356954
Klein Karoo Resource Centre,CHARITIES,Northern Cape,1000000
Klein Karoo Resource Centre Oudsthoorn,CHARITIES,Northern Cape,750000
Nababeep Advice & Development Centre,CHARITIES,Northern Cape,614900
National Council for Child and Family Welfare - NC,CHARITIES,Northern Cape,8969300
"NG Kerk Kinderhuis, Noord Kaap, Kimberley",CHARITIES,Northern Cape,464739
"Northern Cape Alcohol and Drug, Kimberley",CHARITIES,Northern Cape,100000
Oasis Skills Development Centre Upington,CHARITIES,Northern Cape,634252
Resthaven Welfare Society Kimberley,CHARITIES,Northern Cape,500000
Sally Aucamp Home for the Physically Disabled,CHARITIES,Northern Cape,140946
Steinkopf Diakonale Dienste Bulletrap Dienssentrum,CHARITIES,Northern Cape,50000
"Yonder, Kimberley",CHARITIES,Northern Cape,962047
Alabama C & F Welfare Society,CHARITIES,North West,100000
Atamelang Crèche Christiana,CHARITIES,North West,50000
Christelike Maatskaplike Raad Brits,CHARITIES,North West,270100
CMR Rustenburg,CHARITIES,North West,373800
Daphne Lee Centre Central West Klerksdorp,CHARITIES,North West,323084
DWT Nthate Mercy Centre Skills Training Winterveldt,CHARITIES,North West,673774
FAMSA Potchefstroom,CHARITIES,North West,1772171
Good Shepherd Mission Winterveldt,CHARITIES,North West,989861
Guidance Educational Youth Project Orkney,CHARITIES,North West,432397
Hartebeeshof Service Centre Haartebeespoort,CHARITIES,North West,477699
Hospice Rustenburg,CHARITIES,North West,251980
Lifeline Klerksdorp,CHARITIES,North West,571500
Marang Women in Agriculture & Development Phokeng,CHARITIES,North West,500000
"Mercy Clinic, Winterveldt",CHARITIES,North West,1869500
"Moretele Sunrise Hospice (Leseding Care Givers), Temba",CHARITIES,North West,700000
National Welfare Social Services & Development Forum,CHARITIES,North West,200000
North West Mental Health,CHARITIES,North West,300000
Operation Blanket Mafikeng,CHARITIES,North West,450000
Orkney Child Welfare,CHARITIES,North West,200000
Philani Health Care Centre Klerksdorp,CHARITIES,North West,150000
SAVF Blye Toekoms Behuising,CHARITIES,North West,272402
SAVF C & F Care Potchefstroom,CHARITIES,North West,642130
SAVF Coligny,CHARITIES,North West,42000
SAVF Delareyville,CHARITIES,North West,147308
SAVF Evanna Home Hartebeesfontein,CHARITIES,North West,170000
SAVF Huis Anna Viljoen Potchefstroom,CHARITIES,North West,219247
SAVF Huis Lou van Wyk Sannieshof,CHARITIES,North West,200000
SAVF Kosmos Service Centre Coligny,CHARITIES,North West,30000
SAVF Lichthuis Lichtenburg,CHARITIES,North West,1065301
SAVF Lollipop Crèche Lichtenburg,CHARITIES,North West,81814
SAVF Mokopane,CHARITIES,North West,51177
SAVF Rodeonhof Ouetehuis,CHARITIES,North West,562100
SAVF Zeerust,CHARITIES,North West,100000
"Seboka Training & Support Network, Stilfontein",CHARITIES,North West,200000
"South African National Council for CFW, Potchefstroom",CHARITIES,North West,285279
SPCA North West Zeerust,CHARITIES,North West,500000
St Johns the Baptist Catholic Clinic,CHARITIES,North West,500000
Stilfontein C & F Welfare Society,CHARITIES,North West,350000
Thuso Social Service Foundation Mafikeng,CHARITIES,North West,206400
Traditional HIV/AIDS Home Based Care Chaneng,CHARITIES,North West,192400
Triest Training Centre Klerksdorp,CHARITIES,North West,500000
Tsibong Christian Action Group Lohanyaneng,CHARITIES,North West,479580
ACVV Cape Town,CHARITIES,Western Cape,961800
ACVV Clanwilliam,CHARITIES,Western Cape,159550
ACVV Cradock,CHARITIES,Western Cape,500000
ACVV Despatch,CHARITIES,Western Cape,1000000
ACVV Douglas,CHARITIES,Western Cape,600000
ACVV Grabouw,CHARITIES,Western Cape,1169392
ACVV Montagu,CHARITIES,Western Cape,300000
ACVV Mossel Bay,CHARITIES,Western Cape,557702
ACVV Noorder Paarl (Trompie Versorgingsoord),CHARITIES,Western Cape,180000
ACVV Paarl,CHARITIES,Western Cape,100500
ACVV Porterville - Huis Nerina,CHARITIES,Western Cape,199200
ACVV Riebeeck Wes Huis Bergsig,CHARITIES,Western Cape,143900
ACVV Riebeek Kasteel,CHARITIES,Western Cape,60000
ACVV Stellenbosch,CHARITIES,Western Cape,200000
ACVV Strand,CHARITIES,Western Cape,1434231
ACVV Wellington,CHARITIES,Western Cape,445870
ACVV Zonnebloem Cape Town,CHARITIES,Western Cape,350842
Age in Action (Eastern Cape),CHARITIES,Western Cape,1288732
Astra Centre Cape Town,CHARITIES,Western Cape,200000
Big Brother Big Sisters of SA Observatory,CHARITIES,Western Cape,228763
"Camphill Farm Community, Hermanus",CHARITIES,Western Cape,960000
Camphill School Hermanus,CHARITIES,Western Cape,300000
Cape Kidney Ass,CHARITIES,Western Cape,347000
Cape Peninsula Organisation for the Aged,CHARITIES,Western Cape,8352742
Cape Town Association for the Physically Disabled,CHARITIES,Western Cape,178000
Cape Town Child Welfare,CHARITIES,Western Cape,500000
"Cape Town Child Welfare, Wynberg",CHARITIES,Western Cape,1500000
Cape Town City Mission,CHARITIES,Western Cape,2500000
Cape Town Drug Counselling Centre,CHARITIES,Western Cape,712220
"Cape Town Society for the Blind, Cape Town",CHARITIES,Western Cape,935950
Catholic Welfare & Development,CHARITIES,Western Cape,240000
Catholic Welfare & Development,CHARITIES,Western Cape,1036190
Catholic Welfare and Development Women Awakened Programme: Cape Town,CHARITIES,Western Cape,363326
Centre for Creative Education,CHARITIES,Western Cape,277000
Centre for Creative Education Plumstead,CHARITIES,Western Cape,368450
"Centre for Early Childhood Development, Cape Town",CHARITIES,Western Cape,300000
"Centre for Early Childhood Development, Claremont",CHARITIES,Western Cape,813050
Cheshire Homes Cape of Good Hope,CHARITIES,Western Cape,50000
"Christian Medical Service & Relief, George",CHARITIES,Western Cape,726250
Child Accident Prevention Foundation of SA,CHARITIES,Western Cape,25000
City Mission  Partnerships: Place of Hope,CHARITIES,Western Cape,2112934
"Comcare Trust, Cape Town",CHARITIES,Western Cape,88260
Darling Focus,CHARITIES,Western Cape,200000
"Diabetes South Africa, Cape Town",CHARITIES,Western Cape,300000
Diakonale Dienste Moorreesburg,CHARITIES,Western Cape,106000
Diakonale Dienste Saron Gemeenskapdiens,CHARITIES,Western Cape,250000
Diatesda Oiknonia Cape Town,CHARITIES,Western Cape,200000
Disabled People South Africa  Western Cape,CHARITIES,Western Cape,1000000
"Dopstop Association, Stellenbosch",CHARITIES,Western Cape,750000
Drakenstein Centre for Persons with Disabilities Paarl,CHARITIES,Western Cape,600000
"Edelweiss ACVV Dienssentrum en Wooneenhede Dienstak, Eversdal",CHARITIES,Western Cape,143539
"Elim Home, Elim",CHARITIES,Western Cape,491816
Elsies River Social Welfare,CHARITIES,Western Cape,180000
Empilweni Khayelitsha,CHARITIES,Western Cape,400000
Epilepsy SA Care Craft Wellington,CHARITIES,Western Cape,50000
Epilepsy SA Knysna,CHARITIES,Western Cape,400000
Epilepsy SA Western Cape,CHARITIES,Western Cape,596348
"Epilepsy South Africa (Care Craft, Wellington)",CHARITIES,Western Cape,254156
FAMSA Knysna,CHARITIES,Western Cape,553780
FAMSA Western Cape,CHARITIES,Western Cape,3245298
Fikelela Aids Project CT,CHARITIES,Western Cape,279000
"Fish Hoek Association for the Welfare of the Elderly, Cape Town",CHARITIES,Western Cape,123521
Friends Day Centre Maitland,CHARITIES,Western Cape,300000
"Friends of the Children's Hospital Association, Cape Town",CHARITIES,Western Cape,249284
"Friends of the Children's Hospital Ass, Rondebosch",CHARITIES,Western Cape,200000
Gqwesta College Cape Town,CHARITIES,Western Cape,420000
Grabouw & District C & F Welfare Society,CHARITIES,Western Cape,423303
Grabouw & District Child and Family Welfare Society,CHARITIES,Western Cape,1243234
Great Brak River CFWS,CHARITIES,Western Cape,235470
"Haven Shelter House, Mitchells Plain",CHARITIES,Western Cape,100000
"Heart Foundation, SA, Cape Town",CHARITIES,Western Cape,3404120
Heidelberg C & F Welfare Society,CHARITIES,Western Cape,204766
"Helderberg Society for the Aged, Somerset West",CHARITIES,Western Cape,1475000
Hermanus C & F Welfare Society,CHARITIES,Western Cape,146233
Hermanus Society for the Welfare of the Aged SOFCA,CHARITIES,Western Cape,100000
Institute for the Blind Pioneer School Worcester,CHARITIES,Western Cape,1000000
Inter Outreach Ministries Cape Town,CHARITIES,Western Cape,100000
"Jagersbosch Community Care Centre, Still Bay",CHARITIES,Western Cape,506315
Jakkerland Speelkring Vredendal,CHARITIES,Western Cape,830000
"Jireh Community Project, Mitchells Plain",CHARITIES,Western Cape,500000
"Jireh Community project, Mitchells Plain",CHARITIES,Western Cape,500000
Joseph Matwa Home for the Aged Robertson,CHARITIES,Western Cape,543800
Karoo Animal Protection Society Barrydale,CHARITIES,Western Cape,200000
Kensington Home for the Aged Cape Town,CHARITIES,Western Cape,200000
"Kensington Home for the Aged, Cape Town",CHARITIES,Western Cape,100000
Kingdom Ministries,CHARITIES,Western Cape,1282046
Kleinmond C & F Welfare Society,CHARITIES,Western Cape,357938
Knysna Animal Welfare Society,CHARITIES,Western Cape,369000
Knysna Child & Family Welfare Society,CHARITIES,Western Cape,104469
Ladismith Kinder en Gesinsorgvereeniging,CHARITIES,Western Cape,250000
Langeverwacht Day Care Bonnievale,CHARITIES,Western Cape,145000
Lifeline/Childline Western Cape,CHARITIES,Western Cape,300000
Little Angels Cape Town,CHARITIES,Western Cape,400000
Macassar Multi Purpose Community Centre,CHARITIES,Western Cape,154324
Macassar Multi Purpose Community Centre,CHARITIES,Western Cape,220897
Magnolia ACVV Dienstak,CHARITIES,Western Cape,293274
Manenberg Preschool Association,CHARITIES,Western Cape,150000
Mfundiso After Care Mfuleni,CHARITIES,Western Cape,100000
Mitchells Plain Crisis Line,CHARITIES,Western Cape,100000
