Name,Sector,Province,Amount
Kimberley Child Care I,CHARITIES CATEGORY,NORTHERN CAPE,21800
Kimberley Child Care II,CHARITIES CATEGORY,NORTHERN CAPE,350000
Namaqualand Association for Pre-school Education,CHARITIES CATEGORY,NORTHERN CAPE,50000
NICRO Northern Cape,CHARITIES CATEGORY,NORTHERN CAPE,424000
Northern Cape Educare Trust,CHARITIES CATEGORY,NORTHERN CAPE,200000
Sally Aucamp Home for the Physically Disabled,CHARITIES CATEGORY,NORTHERN CAPE,50000
Service Centre for the Aged - Bulletrap,CHARITIES CATEGORY,NORTHERN CAPE,50000
URC Children’s Home - Pofadder,CHARITIES CATEGORY,NORTHERN CAPE,100000
Viooltjie Kleuterskool,CHARITIES CATEGORY,NORTHERN CAPE,16398
Vredenburg Social Welfare Service,CHARITIES CATEGORY,NORTHERN CAPE,33000
Rivoni Society for the Blind,CHARITIES CATEGORY,LIMPOPO,150000
Sekhukhune Educare Project,CHARITIES CATEGORY,LIMPOPO,100000
Soetfontein Rural Development Association,CHARITIES CATEGORY,LIMPOPO,100000
Tivoneleni Vavasati Aids Awareness Project,CHARITIES CATEGORY,LIMPOPO,180000
Tsakani Society on Alcoholism and Drug Dependence,CHARITIES CATEGORY,LIMPOPO,150000
 Abraham Kriel Children’s Home ,CHARITIES CATEGORY,MPUMALANGA,123500
 Cancer Association of SA - Mpumalanga ,CHARITIES CATEGORY,MPUMALANGA,200000
 Child Welfare Society Witbank ,CHARITIES CATEGORY,MPUMALANGA,50000
 Christian Social Council - Ermelo ,CHARITIES CATEGORY,MPUMALANGA,50000
 Christian Social Council of Carolina ,CHARITIES CATEGORY,MPUMALANGA,50000
 Christian Social Council of Carolina – Hendrina Office ,CHARITIES CATEGORY,MPUMALANGA,50000
 Dikgokong Community Crèche - Dennilton ,CHARITIES CATEGORY,MPUMALANGA,50000
 Ecolink ,CHARITIES CATEGORY,MPUMALANGA,100000
 Ekukhanyeni Community Development Centre ,CHARITIES CATEGORY,MPUMALANGA,100000
 Enjabulweni Crèche ,CHARITIES CATEGORY,MPUMALANGA,20000
 Highveld Association for the Physically Disabled ,CHARITIES CATEGORY,MPUMALANGA,50000
 Ikageng Pre School ,CHARITIES CATEGORY,MPUMALANGA,10000
 Khya-Lami Service Centre ,CHARITIES CATEGORY,MPUMALANGA,50000
 Koningsdal Child and Youth Care Centre ,CHARITIES CATEGORY,MPUMALANGA,100000
 Kusile Self Help Association of the Disabled ,CHARITIES CATEGORY,MPUMALANGA,150000
 Life Line - Nelspruit ,CHARITIES CATEGORY,MPUMALANGA,50000
 Lowveld Association for People with Disabilities ,CHARITIES CATEGORY,MPUMALANGA,100000
 Malelane Care Centre and Child Welfare ,CHARITIES CATEGORY,MPUMALANGA,132000
 Middelburg Child and Family Welfare Society ,CHARITIES CATEGORY,MPUMALANGA,11410
 Middelburg SPCA ,CHARITIES CATEGORY,MPUMALANGA,25000
 Mpumalanga Council ,CHARITIES CATEGORY,MPUMALANGA,50000
 Mpumalanga Mental Health Society ,CHARITIES CATEGORY,MPUMALANGA,150000
 Nelspruit Child Welfare Society ,CHARITIES CATEGORY,MPUMALANGA,25000
 Paardenplaats Development Association ,CHARITIES CATEGORY,MPUMALANGA,10000
 SANCA Thembisile Alcohol and Drug Help Centre ,CHARITIES CATEGORY,MPUMALANGA,150000
 SANEL Mpumalanga ,CHARITIES CATEGORY,MPUMALANGA,113520
 SAVF - Witbank Day Care ,CHARITIES CATEGORY,MPUMALANGA,150000
 Suid Afrikaanse Vrouefederasie – Volksrust ,CHARITIES CATEGORY,MPUMALANGA,75114
 Thandanani Mhluzi Service Centre ,CHARITIES CATEGORY,MPUMALANGA,50000
 The Association For Kwa Guqa One Stop Health and Welfare Centre ,CHARITIES CATEGORY,MPUMALANGA,30000
 Uthande Crèche ,CHARITIES CATEGORY,MPUMALANGA,5000
 Witbank Child Welfare Society ,CHARITIES CATEGORY,MPUMALANGA,50000
 Witbank SPCA ,CHARITIES CATEGORY,MPUMALANGA,50000
 Zihlomiseni Adult Literacy & Development Project ,CHARITIES CATEGORY,MPUMALANGA,20000
,CHARITIES CATEGORY,MPUMALANGA,2400544
 ACVV - Calvinia,CHARITIES CATEGORY,NORTHERN CAPE,12720
 ACVV - Juwalda Dienssentrum Kimberley,CHARITIES CATEGORY,NORTHERN CAPE,130000
 ACVV - Kamieskroon,CHARITIES CATEGORY,NORTHERN CAPE,24947
 ACVV - Kimberley,CHARITIES CATEGORY,NORTHERN CAPE,50000
 ACVV - Kuruman,CHARITIES CATEGORY,NORTHERN CAPE,20000
 Triest Training Centre,CHARITIES CATEGORY,NORTH WEST,200000
 Tsholofelo Community College - Boitekong,CHARITIES CATEGORY,NORTH WEST,100000
 Child and Family Welfare Stilfontein,CHARITIES CATEGORY,NORTH WEST,50000
 Christelike Maatskaplike Raad - Randburg,CHARITIES CATEGORY,NORTH WEST,53282
 Daphne Lee,CHARITIES CATEGORY,NORTH WEST,75000
 Evanna SAVF Home for Senile and Frail People,CHARITIES CATEGORY,NORTH WEST,250000
 FAMSA Potchefstroom,CHARITIES CATEGORY,NORTH WEST,263000
 Hospice North West,CHARITIES CATEGORY,NORTH WEST,200000
 Kgatelopele Crèche,CHARITIES CATEGORY,NORTH WEST,20000
 Mafikeng SPCA,CHARITIES CATEGORY,NORTH WEST,40000
 Mpepi Crèche,CHARITIES CATEGORY,NORTH WEST,42000
 NICRO North West,CHARITIES CATEGORY,NORTH WEST,100000
 North West Council for the Aged,CHARITIES CATEGORY,NORTH WEST,60678
 North West Mental Health,CHARITIES CATEGORY,NORTH WEST,50000
 Operation Blanket North West,CHARITIES CATEGORY,NORTH WEST,100000
 Orkney Child and Family Welfare Society,CHARITIES CATEGORY,NORTH WEST,175000
 Rotara School,CHARITIES CATEGORY,NORTH WEST,75000
 Rustenburg SPCA,CHARITIES CATEGORY,NORTH WEST,50000
 SA Blind Workers Organization - Westeng,CHARITIES CATEGORY,NORTH WEST,10000
 Sanpark Community Support Centre,CHARITIES CATEGORY,NORTH WEST,200000
 SAVF – Lighthouse Home for the Frail Aged,CHARITIES CATEGORY,NORTH WEST,30000
Somerset East Child and Family Welfare Society,CHARITIES CATEGORY,EASTERN CAPE,50000
SPCA Port Alfred & Bathurst District,CHARITIES CATEGORY,EASTERN CAPE,20000
St Mary’s Day Care Centre for Abused Children,CHARITIES CATEGORY,EASTERN CAPE,50000
Summerstrand Cheshire Home,CHARITIES CATEGORY,EASTERN CAPE,120000
The A B Educare Centre,CHARITIES CATEGORY,EASTERN CAPE,100000
The Anna House Trust,CHARITIES CATEGORY,EASTERN CAPE,50000
The Antic Senior Citizen Service Centre,CHARITIES CATEGORY,EASTERN CAPE,30000
The Community And Child Development Centre,CHARITIES CATEGORY,EASTERN CAPE,200000
The House of Resurrection Haven,CHARITIES CATEGORY,EASTERN CAPE,200000
The Mission to Seafarers in Southern Africa,CHARITIES CATEGORY,EASTERN CAPE,50000
The Port Elizabeth Early Learning Centre,CHARITIES CATEGORY,EASTERN CAPE,650000
Thembelihle Home Place of Safety,CHARITIES CATEGORY,EASTERN CAPE,28000
Uitenhage Child and Family Welfare Society,CHARITIES CATEGORY,EASTERN CAPE,97578
Uitenhage Mental Health,CHARITIES CATEGORY,EASTERN CAPE,75000
Umthathi Training Project,CHARITIES CATEGORY,EASTERN CAPE,500000
Uniefeesherdenkingstehuis,CHARITIES CATEGORY,EASTERN CAPE,50000
Walmer Soup Kitchen Eastern Cape,CHARITIES CATEGORY,EASTERN CAPE,100000
Yerushalayim Ministries,CHARITIES CATEGORY,EASTERN CAPE,50000
Youth for Christ East London,CHARITIES CATEGORY,EASTERN CAPE,25000
Eastern Province Child & Youth Care Centre,CHARITIES CATEGORY,EASTERN CAPE,215000
Ekuphumleni Home for the Aged,CHARITIES CATEGORY,EASTERN CAPE,50000
FAMSA – Grahamstown,CHARITIES CATEGORY,EASTERN CAPE,50000
FAMSA Border,CHARITIES CATEGORY,EASTERN CAPE,150000
FAMSA Port Elizabeth,CHARITIES CATEGORY,EASTERN CAPE,94000
FAMSA Stutterheim,CHARITIES CATEGORY,EASTERN CAPE,49467
Fumbukwazi Training Centre,CHARITIES CATEGORY,EASTERN CAPE,150000
GADRA Advice and Community Work,CHARITIES CATEGORY,EASTERN CAPE,100000
Gerecho Foundation,CHARITIES CATEGORY,EASTERN CAPE,68000
Grahamstown Child and Family Welfare Society,CHARITIES CATEGORY,EASTERN CAPE,100000
Grahamstown Health Development Forum,CHARITIES CATEGORY,EASTERN CAPE,50000
Grahamstown Hospice,CHARITIES CATEGORY,EASTERN CAPE,81000
Haas Das Day Care Centre and Pre-primary School,CHARITIES CATEGORY,EASTERN CAPE,120000
Health Care Trust,CHARITIES CATEGORY,EASTERN CAPE,500000
Human Rights Trust,CHARITIES CATEGORY,EASTERN CAPE,50000
Khanyisa Community Care Development Centre,CHARITIES CATEGORY,EASTERN CAPE,50000
Khanyisa Day Care Centre,CHARITIES CATEGORY,EASTERN CAPE,200000
King Williams Town Child and Family Welfare Society,CHARITIES CATEGORY,EASTERN CAPE,30000
Komtotrus/Sonskyn Dienssentrums Cradock,CHARITIES CATEGORY,EASTERN CAPE,30000
Kruisfontein/Humansdorp Child & Family Welfare Society,CHARITIES CATEGORY,EASTERN CAPE,100000
Lake Farm Centre,CHARITIES CATEGORY,EASTERN CAPE,70000
Langa-Kwanobuhle Self Help and Resource Exchange,CHARITIES CATEGORY,EASTERN CAPE,500000
Lettie Troski Service Centre,CHARITIES CATEGORY,EASTERN CAPE,100000
Lifeline East London,CHARITIES CATEGORY,EASTERN CAPE,50000
T,CHARITIES CATEGORY,EASTERN CAPE,250000
Malabar Home for the Aged,CHARITIES CATEGORY,EASTERN CAPE,180000
Marais Steyn Home for the Aged Steynburg,CHARITIES CATEGORY,EASTERN CAPE,100000
Masifunde Education and Development Project,CHARITIES CATEGORY,EASTERN CAPE,150000
Masikhile Early Childhood Development Centre,CHARITIES CATEGORY,EASTERN CAPE,119700
Matatiele Child & Family Welfare Society,CHARITIES CATEGORY,EASTERN CAPE,200000
Mount Fletcher Cheshire Home,CHARITIES CATEGORY,EASTERN CAPE,10000
Mzomtsha Children’s Home,CHARITIES CATEGORY,EASTERN CAPE,100000
Nerinahof ACVV Home for the Aged,CHARITIES CATEGORY,EASTERN CAPE,20000
NICRO Eastern Cape,CHARITIES CATEGORY,EASTERN CAPE,200000
Nolukhanyo Day Care Centre,CHARITIES CATEGORY,EASTERN CAPE,40000
Nonkqubela Educare Centre,CHARITIES CATEGORY,EASTERN CAPE,50000
Oosterland Child and Youth Care Centre,CHARITIES CATEGORY,EASTERN CAPE,200000
Parsonage Street Society,CHARITIES CATEGORY,EASTERN CAPE,112191
People With Disabilities Eastern Cape Region,CHARITIES CATEGORY,EASTERN CAPE,25000
Port Alfred Benevolent Fund,CHARITIES CATEGORY,EASTERN CAPE,50000
Port Elizabeth Childline and Family Centre,CHARITIES CATEGORY,EASTERN CAPE,200000
Port Elizabeth Mental Health,CHARITIES CATEGORY,EASTERN CAPE,100000
Port Elizabeth Self-Help and Rehabilitation of Disabled,CHARITIES CATEGORY,EASTERN CAPE,200000
Psychiatric After Care Havens,CHARITIES CATEGORY,EASTERN CAPE,200000
Queenstown Benevolent and Child Welfare Society,CHARITIES CATEGORY,EASTERN CAPE,100000
Rape Crisis Centre,CHARITIES CATEGORY,EASTERN CAPE,50000
Redhouse Benevolent Society,CHARITIES CATEGORY,EASTERN CAPE,5000
SA Blind Workers Organisation Port Elizabeth,CHARITIES CATEGORY,EASTERN CAPE,100000
Salem Baby Care Centre,CHARITIES CATEGORY,EASTERN CAPE,5000
SANCA Central Eastern Cape,CHARITIES CATEGORY,EASTERN CAPE,149850
SAVF Lolliepop Crèche,CHARITIES CATEGORY,EASTERN CAPE,20000
Society for the Physically Disabled,CHARITIES CATEGORY,EASTERN CAPE,10055
 Abbeyfield Society of South Africa,CHARITIES CATEGORY,WESTERN CAPE,100000
 ABRI Foundation,CHARITIES CATEGORY,WESTERN CAPE,100000
 ACVV - Bollieland,CHARITIES CATEGORY,WESTERN CAPE,50000
 ACVV - Day Care Speelkasteel,CHARITIES CATEGORY,WESTERN CAPE,20000
 ACVV - de Grendel Crèche,CHARITIES CATEGORY,WESTERN CAPE,50000
 ACVV – Dysseldorp,CHARITIES CATEGORY,WESTERN CAPE,100000
 ACVV - Elizabeth Roos,CHARITIES CATEGORY,WESTERN CAPE,75000
 ACVV – Grabouw,CHARITIES CATEGORY,WESTERN CAPE,48000
 ACVV - Hester Hablutzel Versorgings Oord,CHARITIES CATEGORY,WESTERN CAPE,50000
 ACVV - Huis Bergsig,CHARITIES CATEGORY,WESTERN CAPE,50000
 ACVV - Huis Soetrus,CHARITIES CATEGORY,WESTERN CAPE,50000
 ACVV - Huis Ysterplaat,CHARITIES CATEGORY,WESTERN CAPE,50000
 ACVV – Malmesbury,CHARITIES CATEGORY,WESTERN CAPE,35000
 ACVV - Mitchells Plein,CHARITIES CATEGORY,WESTERN CAPE,100000
 ACVV - Mitchells Plein: Delft ACVV Crèche,CHARITIES CATEGORY,WESTERN CAPE,52000
 ACVV – Nonkululeko,CHARITIES CATEGORY,WESTERN CAPE,44000
 ACVV – Oudtshoorn,CHARITIES CATEGORY,WESTERN CAPE,120000
 ACVV - Paarl Vallei I,CHARITIES CATEGORY,WESTERN CAPE,50000
 ACVV - Paarl Vallei II,CHARITIES CATEGORY,WESTERN CAPE,80000
 ACVV – Riversdal,CHARITIES CATEGORY,WESTERN CAPE,25000
 ACVV – Robertson,CHARITIES CATEGORY,WESTERN CAPE,100000
 ACVV – Social Service Division Mossel Bay,CHARITIES CATEGORY,WESTERN CAPE,100000
 ACVV - Somerset West – Dennegeur Crèche,CHARITIES CATEGORY,WESTERN CAPE,50000
 ACVV – Wellington,CHARITIES CATEGORY,WESTERN CAPE,10100
 ACVV - Worcester Ngomsobohvu Daybreak,CHARITIES CATEGORY,WESTERN CAPE,27500
 ACVV – Xolani Crèche,CHARITIES CATEGORY,WESTERN CAPE,10000
 Afrikaanse Christelike Vrouevereniging (ACVV),CHARITIES CATEGORY,WESTERN CAPE,50000
 Albertina Versorgingsdienste,CHARITIES CATEGORY,WESTERN CAPE,50000
 Alpha Community Projects,CHARITIES CATEGORY,WESTERN CAPE,100000
 Ark City of Refuge,CHARITIES CATEGORY,WESTERN CAPE,11360
 Association for the Physically Disabled – WC,CHARITIES CATEGORY,WESTERN CAPE,50000
 Athlone YMCA,CHARITIES CATEGORY,WESTERN CAPE,50000
 Babbel en Krabbel Crèche - Beaufort West,CHARITIES CATEGORY,WESTERN CAPE,50000
 Beaufort West Association for the Physically Disabled,CHARITIES CATEGORY,WESTERN CAPE,20000
 Belhar Organisation for the Aged,CHARITIES CATEGORY,WESTERN CAPE,50000
 Belindia Crèche,CHARITIES CATEGORY,WESTERN CAPE,50000
 Benevolent Society Park,CHARITIES CATEGORY,WESTERN CAPE,63610
 Bergzicht Training Centre,CHARITIES CATEGORY,WESTERN CAPE,100000
 Bethesda Workshop for Physically Disabled,CHARITIES CATEGORY,WESTERN CAPE,30000
 Bokmakierie Family in Focus Project,CHARITIES CATEGORY,WESTERN CAPE,8300
 Bonne Esperance Refugee Project,CHARITIES CATEGORY,WESTERN CAPE,50000
 Build a Better Society,CHARITIES CATEGORY,WESTERN CAPE,100000
 Burn’s Road Community Centre,CHARITIES CATEGORY,WESTERN CAPE,35000
 Camama Cheshire Homes,CHARITIES CATEGORY,WESTERN CAPE,100000
 Camphill School,CHARITIES CATEGORY,WESTERN CAPE,250000
 Cape Flats Development Association,CHARITIES CATEGORY,WESTERN CAPE,750000
Cape Mental Health Society,CHARITIES CATEGORY,WESTERN CAPE,500000
Cape Town Association for the Physically Disabled,CHARITIES CATEGORY,WESTERN CAPE,90000
Cape Town Drug Counselling Centre,CHARITIES CATEGORY,WESTERN CAPE,515200
Care Attendant Scheme,CHARITIES CATEGORY,WESTERN CAPE,8000
Centre for Early Childhood Development,CHARITIES CATEGORY,WESTERN CAPE,150000
Ceres Service for the Aged and Disabled,CHARITIES CATEGORY,WESTERN CAPE,75000
Child and Family Welfare Society – Sandveld,CHARITIES CATEGORY,WESTERN CAPE,100000
Christelike Maatskaplike Raad – Beaufort,CHARITIES CATEGORY,WESTERN CAPE,20000
Christelike Maatskaplike Raad – George,CHARITIES CATEGORY,WESTERN CAPE,100000
Christelike Maatskaplike Raad – Heidelberg,CHARITIES CATEGORY,WESTERN CAPE,20000
Christelike Maatskaplike Raad – Parow,CHARITIES CATEGORY,WESTERN CAPE,110000
Christelike Maatskaplike Raad – Ravensmead,CHARITIES CATEGORY,WESTERN CAPE,25000
Christine Revell Children’s Home,CHARITIES CATEGORY,WESTERN CAPE,219200
Comcare Trust,CHARITIES CATEGORY,WESTERN CAPE,50000
Community Based Child and Youth Protection,CHARITIES CATEGORY,WESTERN CAPE,50000
Coronation Memorial Home for the Aged,CHARITIES CATEGORY,WESTERN CAPE,100000
Creating Effective Families,CHARITIES CATEGORY,WESTERN CAPE,100000
Crossroads Education Centre,CHARITIES CATEGORY,WESTERN CAPE,60000
CWD Ikhwezi Lomso,CHARITIES CATEGORY,WESTERN CAPE,50000
CWD Worklink,CHARITIES CATEGORY,WESTERN CAPE,50000
CWL Early Learning Service Organisation,CHARITIES CATEGORY,WESTERN CAPE,75000
De Heide Children’s Special Care Centre,CHARITIES CATEGORY,WESTERN CAPE,50000
Deafblind South Africa,CHARITIES CATEGORY,WESTERN CAPE,500000
Development Education & Leadership Teams in Action,CHARITIES CATEGORY,WESTERN CAPE,100000
Diaconal Services - Riviersonderend,CHARITIES CATEGORY,WESTERN CAPE,100000
Diakonale Dienste - Moorreesburg,CHARITIES CATEGORY,WESTERN CAPE,10000
Diatesda Oiknonia Development Organisation,CHARITIES CATEGORY,WESTERN CAPE,50000
Disabled People South Africa,CHARITIES CATEGORY,WESTERN CAPE,200000
Down Syndrome South Africa I,CHARITIES CATEGORY,WESTERN CAPE,20000
Down Syndrome South Africa II,CHARITIES CATEGORY,WESTERN CAPE,20000
Durbanville Children’s Home,CHARITIES CATEGORY,WESTERN CAPE,150000
Early Learning Centre,CHARITIES CATEGORY,WESTERN CAPE,50000
Education Empowerment Through Partnership Trust,CHARITIES CATEGORY,WESTERN CAPE,10000
Elsies River Social Welfare,CHARITIES CATEGORY,WESTERN CAPE,180000
Ethel's Place,CHARITIES CATEGORY,WESTERN CAPE,11526
Exuhlaleni Community Pre-School Project,CHARITIES CATEGORY,WESTERN CAPE,100000
FAMSA – Outeniqua,CHARITIES CATEGORY,WESTERN CAPE,100000
FAMSA Karoo,CHARITIES CATEGORY,WESTERN CAPE,50000
FAMSA Knysna,CHARITIES CATEGORY,WESTERN CAPE,50000
Focus on Elder Abuse,CHARITIES CATEGORY,WESTERN CAPE,11600
Friends Day Centre,CHARITIES CATEGORY,WESTERN CAPE,100000
Friends of Lentegeur Hospital,CHARITIES CATEGORY,WESTERN CAPE,20000
Fyngevoel ACVV Dienssentrum,CHARITIES CATEGORY,WESTERN CAPE,55000
George Association for the Physically Disabled,CHARITIES CATEGORY,WESTERN CAPE,66000
Goue Aar Tehuis vir Bejaardes,CHARITIES CATEGORY,WESTERN CAPE,200000
Great Brak River Child and Family Welfare Society,CHARITIES CATEGORY,WESTERN CAPE,76000
Green Point Family in Focus Project,CHARITIES CATEGORY,WESTERN CAPE,25900
Haven Homes,CHARITIES CATEGORY,WESTERN CAPE,100000
Heart Foundation of South Africa,CHARITIES CATEGORY,WESTERN CAPE,244000
Helderberg Child and Welfare Society,CHARITIES CATEGORY,WESTERN CAPE,50000
Helderberg Hospice,CHARITIES CATEGORY,WESTERN CAPE,200000
Helderberg Society for the Aged,CHARITIES CATEGORY,WESTERN CAPE,600000
 Riviersonderend Advice and Development Centre,CHARITIES CATEGORY,WESTERN CAPE,52523
 Robertson Gemeenskapsdiens,CHARITIES CATEGORY,WESTERN CAPE,50000
 Robertson House,CHARITIES CATEGORY,WESTERN CAPE,75000
 Robin Trust,CHARITIES CATEGORY,WESTERN CAPE,150000
 Rosedon House,CHARITIES CATEGORY,WESTERN CAPE,123080
 Rosemoor Crèche,CHARITIES CATEGORY,WESTERN CAPE,20000
 Rosemoor Home for the Aged,CHARITIES CATEGORY,WESTERN CAPE,120000
 SA Council for the Aged,CHARITIES CATEGORY,WESTERN CAPE,600000
 SA National Epilepsy League (SANEL) Karoo Branch,CHARITIES CATEGORY,WESTERN CAPE,100000
 SA National Epilepsy League (SANEL) National,CHARITIES CATEGORY,WESTERN CAPE,200000
 SA National Epilepsy League (SANEL) Western Cape Branch,CHARITIES CATEGORY,WESTERN CAPE,142200
 Salesian Institute,CHARITIES CATEGORY,WESTERN CAPE,100000
 SANCA – George,CHARITIES CATEGORY,WESTERN CAPE,48000
 SANCA - Western Cape,CHARITIES CATEGORY,WESTERN CAPE,100000
 SANTA - Cape Town,CHARITIES CATEGORY,WESTERN CAPE,200000
 Save the Children Fund – Cape Branch I,CHARITIES CATEGORY,WESTERN CAPE,200000
 Save the Children Fund – Cape Branch II,CHARITIES CATEGORY,WESTERN CAPE,150000
 Schoongezicht Diensentrum vir Bejaardes,CHARITIES CATEGORY,WESTERN CAPE,40000
 Share Adult Education Centre,CHARITIES CATEGORY,WESTERN CAPE,100000
 Silvertree Community Development Centre,CHARITIES CATEGORY,WESTERN CAPE,50000
 Silwerkruin Tehuis vir Bejaardes,CHARITIES CATEGORY,WESTERN CAPE,118000
 Sinethemba Specialized Day Care Centre,CHARITIES CATEGORY,WESTERN CAPE,30000
 Sisters Incorporated,CHARITIES CATEGORY,WESTERN CAPE,36000
 Sivenathi Home Base Centre,CHARITIES CATEGORY,WESTERN CAPE,25000
 Sobambisana Community Development Programme,CHARITIES CATEGORY,WESTERN CAPE,80000
 Somerset East Child & Family,CHARITIES CATEGORY,WESTERN CAPE,100000
 South African Children’s Home,CHARITIES CATEGORY,WESTERN CAPE,100000
 St Anne’s Homes,CHARITIES CATEGORY,WESTERN CAPE,100000
 St Luke’ Hospice,CHARITIES CATEGORY,WESTERN CAPE,100000
 Stellenbosch Child & Family Welfare Society I,CHARITIES CATEGORY,WESTERN CAPE,24200
 Stellenbosch Child & Family Welfare Society II,CHARITIES CATEGORY,WESTERN CAPE,100000
 Stellenbosch Work Centre for Adult Persons with Disabilities,CHARITIES CATEGORY,WESTERN CAPE,75000
 Strand Dienssentrum vir Seniors,CHARITIES CATEGORY,WESTERN CAPE,25000
 TB Alliance Dots support Association,CHARITIES CATEGORY,WESTERN CAPE,150000
 TB Care Association,CHARITIES CATEGORY,WESTERN CAPE,245000
 Tembaletu Protective Workshop,CHARITIES CATEGORY,WESTERN CAPE,170000
 The Athlone School for the Blind,CHARITIES CATEGORY,WESTERN CAPE,100000
 The Big Issue,CHARITIES CATEGORY,WESTERN CAPE,150000
 The Carpenter’s Shop,CHARITIES CATEGORY,WESTERN CAPE,150000
 The Etafeni Playgroup Project,CHARITIES CATEGORY,WESTERN CAPE,33000
 The Hermanus and District Society for the Welfare of the Aged,CHARITIES CATEGORY,WESTERN CAPE,60000
 The Institute for Social Concerns,CHARITIES CATEGORY,WESTERN CAPE,20000
 The League of Friends of the Blind,CHARITIES CATEGORY,WESTERN CAPE,250000
 The Marion Institute,CHARITIES CATEGORY,WESTERN CAPE,80000
 The Orion Organisation,CHARITIES CATEGORY,WESTERN CAPE,150000
 The Palms Work Centre,CHARITIES CATEGORY,WESTERN CAPE,25000
 The Peter Pan Down Syndrome Centre,CHARITIES CATEGORY,WESTERN CAPE,50000
 The Sex Worker Education and Advocacy Taskforce (SWEAT),CHARITIES CATEGORY,WESTERN CAPE,100000
 The South African Red Cross Society,CHARITIES CATEGORY,WESTERN CAPE,2000000
 The Southern Cape Education Trust,CHARITIES CATEGORY,WESTERN CAPE,50000
 The Trauma Centre for Survivors of Violence and Torture,CHARITIES CATEGORY,WESTERN CAPE,500000
 Thembalitsha Foundation,CHARITIES CATEGORY,WESTERN CAPE,20000
 HM Beets Cum Crèche,CHARITIES CATEGORY,WESTERN CAPE,50000
 Hospice Association of South Africa,CHARITIES CATEGORY,WESTERN CAPE,500000
 Huis De Kuilen,CHARITIES CATEGORY,WESTERN CAPE,100000
 Huis Triomf,CHARITIES CATEGORY,WESTERN CAPE,100000
 Ikamva Labantu I,CHARITIES CATEGORY,WESTERN CAPE,50000
 Ikamva Labantu II,CHARITIES CATEGORY,WESTERN CAPE,100000
 Ikhaya Labantu Shelter,CHARITIES CATEGORY,WESTERN CAPE,100000
 Institute for the Blind Pioneer School Worcester,CHARITIES CATEGORY,WESTERN CAPE,500000
 Institute for the Deaf Worcester,CHARITIES CATEGORY,WESTERN CAPE,250000
 Inzame Zethu Educare Centre,CHARITIES CATEGORY,WESTERN CAPE,10000
 Jagerdesch Community Care Centre,CHARITIES CATEGORY,WESTERN CAPE,100000
 James House,CHARITIES CATEGORY,WESTERN CAPE,60000
 Jireh Community Projects,CHARITIES CATEGORY,WESTERN CAPE,200000
 Joy Day Care Centre,CHARITIES CATEGORY,WESTERN CAPE,10000
 Kenmekaar Community Centre,CHARITIES CATEGORY,WESTERN CAPE,25000
 Kids Shelter (Cape Town City Mission),CHARITIES CATEGORY,WESTERN CAPE,27000
 Klein Karoo Centre,CHARITIES CATEGORY,WESTERN CAPE,400000
 Klein Karoo Resource Centre,CHARITIES CATEGORY,WESTERN CAPE,400000
 Knysna Child and Family Welfare Society,CHARITIES CATEGORY,WESTERN CAPE,150000
 Liefdesnessie Dienssentrum vir Bejaardes,CHARITIES CATEGORY,WESTERN CAPE,135000
 Ligstraal School,CHARITIES CATEGORY,WESTERN CAPE,75000
 Lukhanyo Educare,CHARITIES CATEGORY,WESTERN CAPE,10844
 Masifundise Development Organization,CHARITIES CATEGORY,WESTERN CAPE,226800
 Masincedane Childminding Project,CHARITIES CATEGORY,WESTERN CAPE,16000
 Matie Community Service,CHARITIES CATEGORY,WESTERN CAPE,250000
 Moria Workshop for Disabled Persons,CHARITIES CATEGORY,WESTERN CAPE,51000
 Neighbourhood Old Age Homes (NOAH) Cape Town,CHARITIES CATEGORY,WESTERN CAPE,200000
 Noluthando Institute of the Deaf,CHARITIES CATEGORY,WESTERN CAPE,50000
 Nompumelelo Educare Centre,CHARITIES CATEGORY,WESTERN CAPE,30000
 Nutsmpy v d Worcester Institute for the Deaf and Blind,CHARITIES CATEGORY,WESTERN CAPE,100000
 Nyanga Welfare Centre,CHARITIES CATEGORY,WESTERN CAPE,50000
 Oasis Association for the Mentally Handicapped,CHARITIES CATEGORY,WESTERN CAPE,150000
 Op die Kruin Dienssentrum,CHARITIES CATEGORY,WESTERN CAPE,50000
 Oudtshoorn Association for the Physically Disabled,CHARITIES CATEGORY,WESTERN CAPE,20000
 Oudtshoorn Service Centre for the Aged,CHARITIES CATEGORY,WESTERN CAPE,50000
 Oudtshoorn SPCA,CHARITIES CATEGORY,WESTERN CAPE,50000
 Paarl & District Child & Family Welfare Society,CHARITIES CATEGORY,WESTERN CAPE,15000
 Paarl Association for the Physically Disabled I,CHARITIES CATEGORY,WESTERN CAPE,30000
 Paarl Association for the Physically Disabled II,CHARITIES CATEGORY,WESTERN CAPE,50000
 Paarl Welfare Organisation for the Aged,CHARITIES CATEGORY,WESTERN CAPE,148000
 Percy Bilton Service Centre,CHARITIES CATEGORY,WESTERN CAPE,99000
 Philani Nutrition Centres,CHARITIES CATEGORY,WESTERN CAPE,500000
 Piketberg Gemeenskapsdiens,CHARITIES CATEGORY,WESTERN CAPE,30000
 Piketberg Service Centre,CHARITIES CATEGORY,WESTERN CAPE,50000
 Plettenberg Bay Child and Family Welfare Society,CHARITIES CATEGORY,WESTERN CAPE,55000
